regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
lasso regression (beta = 0.005),correct,0.005396943502544271,0.13345535234501815,0.9773522450064556,0.13698873431724082,0.7028801350402185,0.41205949999523733
lasso regression (beta = 0.01),correct,0.0064176660136924,0.14544549295458115,0.9730191842304571,0.1368290858,0.702434460445877,0.4119278641132835
lasso regression (beta = 0.02),correct,0.0079199944587166,0.1616227291973506,0.966640106964544,0.1372273260148968,0.703390790108815,0.4077606827993563
lasso regression (beta = 0.05),correct,0.011207179806206747,0.19298359455576267,0.952541940159203,0.14012748163514344,0.7088145705367283,0.39305788792874863
lasso regression (beta = 0.1),correct,0.015829512669048026,0.23122389806685667,0.9324321507410214,0.14498497643611757,0.719303461806307,0.37107232097393905
lasso regression (beta = 0.002),correct,0.00454785968720023,0.12267653508692564,0.98094066262763,0.13835340753184389,0.7066363070173103,0.4050263037223943
lasso regression (beta = 0.2),correct,0.025499071863271522,0.29788352632803694,0.8901864191682821,0.14989257034601755,0.7324903273305484,0.34597110139554943
lasso regression (beta = 1.0),correct,0.12079689696300822,0.6692033557206589,0.4745235700779152,0.17388074056659952,0.8006821805851598,0.25686542755013153
lasso regression (beta = 0.5),correct,0.05910812677428466,0.46383641077429355,0.7437899129468599,0.1566807242501435,0.7555408296580017,0.32423889480393586
lasso regression (beta = 2.0),correct,0.21048769995380717,0.8863188575583761,0.11705068210704533,0.22829888817449315,0.9200055213729619,0.05383991410652886
lasso regression (beta = 0.001),correct,0.004187406717075953,0.11783428531634203,0.9824699286879001,0.13929861055008494,0.7097359661279595,0.40001085858570873
lasso regression (beta = 5.0),correct,0.24930981029217247,0.962276964153716,0.0025941880722018806,0.260352845616216,0.9822132495717548,-0.03891282106995053
lasso regression (beta = 10.0),correct,0.24930981029217247,0.962276964153716,0.0025941880722018806,0.260352845616216,0.9822132495717548,-0.03891282106995053
linear regression,correct,0.003900044268306009,0.11407236284596284,0.9837027856097457,0.14286589209582556,0.7198651780656345,0.3832393353287402
linear regression,shuffled,0.005973117446167344,0.14020195055753898,0.9759613684893742,0.2959454403064136,1.0385717441036295,-0.1898857019244916
random forest regression,correct,0.0005226191382282555,0.01900490885013751,0.9978163513163987,0.1858873682546135,0.8224070470916597,0.21546577246278653
random forest regression,shuffled,0.0007211769103669952,0.027678250472245404,0.9970788839056886,0.28862770881633715,1.027831252745204,-0.1509839583040934
