regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
lasso regression (beta = 0.005),correct,0.021587774010177085,0.13345535234501815,0.9773522450064556,0.5479549372689633,0.7028801350402185,0.41205949999523733
lasso regression (beta = 0.01),correct,0.0256706640547696,0.14544549295458115,0.9730191842304571,0.5473163432,0.702434460445877,0.4119278641132835
lasso regression (beta = 0.02),correct,0.0316799778348664,0.1616227291973506,0.966640106964544,0.5489093040595872,0.703390790108815,0.4077606827993563
lasso regression (beta = 0.1),correct,0.0633180506761921,0.23122389806685667,0.9324321507410214,0.5799399057444703,0.719303461806307,0.37107232097393905
lasso regression (beta = 0.05),correct,0.044828719224826986,0.19298359455576267,0.952541940159203,0.5605099265405737,0.7088145705367283,0.39305788792874863
lasso regression (beta = 0.002),correct,0.01819143874880092,0.12267653508692564,0.98094066262763,0.5534136301273755,0.7066363070173103,0.4050263037223943
lasso regression (beta = 0.5),correct,0.23643250709713864,0.46383641077429355,0.7437899129468599,0.626722897000574,0.7555408296580017,0.32423889480393586
lasso regression (beta = 1.0),correct,0.48318758785203286,0.6692033557206589,0.4745235700779152,0.6955229622663981,0.8006821805851598,0.25686542755013153
lasso regression (beta = 0.2),correct,0.10199628745308609,0.29788352632803694,0.8901864191682821,0.5995702813840702,0.7324903273305484,0.34597110139554943
lasso regression (beta = 2.0),correct,0.8419507998152287,0.8863188575583761,0.11705068210704533,0.9131955526979726,0.9200055213729619,0.05383991410652886
lasso regression (beta = 5.0),correct,0.9972392411686899,0.962276964153716,0.0025941880722018806,1.041411382464864,0.9822132495717548,-0.03891282106995053
lasso regression (beta = 10.0),correct,0.9972392411686899,0.962276964153716,0.0025941880722018806,1.041411382464864,0.9822132495717548,-0.03891282106995053
lasso regression (beta = 0.001),correct,0.01674962686830381,0.11783428531634203,0.9824699286879001,0.5571944422003398,0.7097359661279595,0.40001085858570873
linear regression,correct,0.015600177073224036,0.11407236284596284,0.9837027856097457,0.5714635683833023,0.7198651780656345,0.3832393353287402
linear regression,shuffled,0.023273235205641535,0.13843921403644033,0.9767232339850425,1.1356825837372824,1.0128650922783489,-0.14820697661884008
random forest regression,correct,0.002090476552913022,0.01900490885013751,0.9978163513163987,0.743549473018454,0.8224070470916597,0.21546577246278645
random forest regression,shuffled,0.0031596656292271954,0.02672330156004483,0.9968082080746861,1.1103355009703502,1.0047376964897885,-0.11514867961643205
