regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.017283883364932837,0.12237053398012615,0.9824679282004906,0.6469676793002994,0.7814584963453025,0.3367482964661282
lasso regression (beta = 0.002),correct,0.02066760634808801,0.13311603985847104,0.9790340207439722,0.6318716278939923,0.7715270038936505,0.3511698373553453
lasso regression (beta = 0.001),correct,0.018847346585474975,0.12727196354660572,0.9808823063962425,0.6341251352279186,0.7733829919768,0.3492841029859581
lasso regression (beta = 0.005),correct,0.02485229691437131,0.14576535753108905,0.9747726218586759,0.6355747156875345,0.7729748012368017,0.3470497843061133
lasso regression (beta = 0.01),correct,0.0299343438122292,0.1598947450273412,0.9695874577700706,0.6454202954209409,0.7781258757555338,0.3371762888260805
lasso regression (beta = 0.02),correct,0.037468034738717924,0.17896174573161439,0.9619114554605489,0.6464731529290952,0.7778850654893111,0.3366975534854848
lasso regression (beta = 0.05),correct,0.05447607121688687,0.2166112691773151,0.944624383038248,0.6482810625968317,0.779893374378009,0.3359239332463468
lasso regression (beta = 0.2),correct,0.13110880063026012,0.344506975360374,0.8664958947736762,0.666267409788482,0.7935547593328071,0.31811674876374996
lasso regression (beta = 0.1),correct,0.07923405888287591,0.2635549751644207,0.9194244346841983,0.6537152309464769,0.784173146627258,0.33093734599479296
lasso regression (beta = 0.5),correct,0.3114664731072788,0.5453902572347589,0.6821180920708937,0.7205385859971487,0.8337959296518612,0.2649863810940183
lasso regression (beta = 1.0),correct,0.6541422316538126,0.8020024662484949,0.3329483759426347,0.8759157759640049,0.9291781932322167,0.11280447664392534
lasso regression (beta = 2.0),correct,0.9851310577857888,0.9896640118948493,0.012499237544554434,1.0309812201195845,1.0122302328196702,-0.03112283564761013
lasso regression (beta = 5.0),correct,0.997727358914732,0.9960350083073268,0.0022435754027539945,1.0340896162841982,1.0137975943165367,-0.03365363104070399
lasso regression (beta = 10.0),correct,0.997727358914732,0.9960350083073268,0.0022435754027539945,1.0340896162841982,1.0137975943165367,-0.03365363104070399
random forest regression,correct,0.0024577206128524585,0.021213550009145273,0.9975162177730361,0.8357623978326364,0.8987737129511432,0.15684099329305948
