regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.016994926600151748,0.11897813692392864,0.982567295606197,0.6228939043144668,0.7582524194022814,0.3553880786637592
linear regression,shuffled,0.02335715069217428,0.1394237849728196,0.9765781708377345,1.1177668507234488,1.0347169670659457,-0.12575690835505032
random forest regression,correct,0.0027115552859382397,0.02135109017449163,0.9972277599526169,0.8357534646987421,0.8895218590853747,0.149087912624614
lasso regression (beta = 0.001),correct,0.018193212496555717,0.12266378095848356,0.9813396865435854,0.6099693080332277,0.7492359759813787,0.37014280846537195
lasso regression (beta = 0.005),correct,0.023378872202021627,0.13865201636433006,0.9760204597469277,0.5959510026773693,0.7393373961044385,0.38525519018072374
lasso regression (beta = 0.002),correct,0.019712906836387867,0.12752266638508702,0.9797832887837657,0.6040484792643291,0.744801903627733,0.37649684017767204
lasso regression (beta = 0.02),correct,0.034319705238803684,0.1676652850025679,0.9647450664066317,0.5942351897124468,0.7363653064082022,0.38719871688567764
lasso regression (beta = 0.01),correct,0.027806896512184813,0.15104171990121898,0.9714518546223194,0.5928674943843056,0.7365353767311379,0.38830380811092524
lasso regression (beta = 0.05),correct,0.048600475505849644,0.19987234151654634,0.9500397368552727,0.5869277393865564,0.730642367630556,0.39376068503146044
lasso regression (beta = 0.2),correct,0.10861384625514771,0.3058907513079567,0.8880864283867986,0.6365495082596172,0.7631859373129931,0.3414021987484446
lasso regression (beta = 0.1),correct,0.06843860020540701,0.23894905768677205,0.9295681247984954,0.5954575739808345,0.735278722684072,0.3847562293962765
lasso regression (beta = 0.5),correct,0.25160347221281765,0.4811790255660204,0.7395418817424514,0.7079876225804663,0.8156915409806293,0.26598802711664626
lasso regression (beta = 2.0),correct,0.9166666685645453,0.9507582784842123,0.06833137001779335,0.9614091643316212,0.9731027544743597,0.025574254705699878
lasso regression (beta = 1.0),correct,0.5264872168995853,0.7127554165463533,0.45445990640526546,0.8229899363180767,0.8920905368667419,0.1537736828104924
lasso regression (beta = 10.0),correct,0.9977445373569411,0.994306001066272,0.002197661868566958,1.0338319396452968,1.0116955227880304,-0.032964928027356344
lasso regression (beta = 5.0),correct,0.9977445373569411,0.994306001066272,0.002197661868566958,1.0338319396452968,1.0116955227880304,-0.032964928027356344
random forest regression,shuffled,0.0031752931874950993,0.028789715380854224,0.9968127173181611,1.0844059299429858,1.0271403849228142,-0.09173881528490502
