regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.004248731650037937,0.11897813692392864,0.982567295606197,0.1557234760786167,0.7582524194022814,0.3553880786637592
linear regression,shuffled,0.005836576167587185,0.1393031170915572,0.9765890936277151,0.2759854878063487,1.0324500618103731,-0.09966786989046644
random forest regression,correct,0.00067788882148456,0.02135109017449163,0.9972277599526169,0.20893836617468553,0.8895218590853748,0.149087912624614
lasso regression (beta = 0.002),correct,0.004928226709096967,0.12752266638508702,0.9797832887837657,0.15101211981608229,0.744801903627733,0.37649684017767204
lasso regression (beta = 0.001),correct,0.004548303124138929,0.12266378095848356,0.9813396865435854,0.15249232700830692,0.7492359759813787,0.37014280846537195
lasso regression (beta = 0.005),correct,0.005844718050505407,0.13865201636433006,0.9760204597469277,0.14898775066934233,0.7393373961044385,0.38525519018072374
lasso regression (beta = 0.01),correct,0.006951724128046203,0.15104171990121898,0.9714518546223194,0.1482168735960764,0.7365353767311379,0.38830380811092524
lasso regression (beta = 0.02),correct,0.008579926309700921,0.1676652850025679,0.9647450664066317,0.1485587974281117,0.7363653064082022,0.38719871688567764
lasso regression (beta = 0.05),correct,0.012150118876462411,0.19987234151654634,0.9500397368552727,0.1467319348466391,0.730642367630556,0.39376068503146044
lasso regression (beta = 0.1),correct,0.017109650051351753,0.23894905768677205,0.9295681247984954,0.14886439349520864,0.735278722684072,0.3847562293962765
lasso regression (beta = 0.2),correct,0.027153461563786927,0.3058907513079567,0.8880864283867986,0.1591373770649043,0.7631859373129931,0.3414021987484446
lasso regression (beta = 0.5),correct,0.06290086805320441,0.4811790255660204,0.7395418817424514,0.17699690564511658,0.8156915409806293,0.26598802711664626
lasso regression (beta = 1.0),correct,0.13162180422489633,0.7127554165463533,0.45445990640526546,0.20574748407951918,0.8920905368667419,0.1537736828104924
lasso regression (beta = 2.0),correct,0.22916666714113632,0.9507582784842123,0.06833137001779335,0.2403522910829053,0.9731027544743597,0.025574254705699878
lasso regression (beta = 5.0),correct,0.24943613433923528,0.994306001066272,0.002197661868566958,0.2584579849113242,1.0116955227880304,-0.032964928027356344
lasso regression (beta = 10.0),correct,0.24943613433923528,0.994306001066272,0.002197661868566958,0.2584579849113242,1.0116955227880304,-0.032964928027356344
random forest regression,shuffled,0.0007705615103124561,0.02780681849297098,0.9968997242484713,0.2825145721414937,1.0514411597986935,-0.13276882141239915
