n_dims,scoring,pearson,spearman,kendall,r2_linear,r2_isotonic
4,Cosine,0.6550539923244131,0.6874989796955213,0.5004674262254089,0.4290957328601521,0.7248987477479927
4,Euclidean,0.7753368253470229,0.7433827003611383,0.5508140592969504,0.6011471927391998,0.7590961826395316
4,Manhattan,0.7366690415774039,0.7020945905632675,0.5123623201610789,0.5426812768185709,0.7332850617785305
