regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.002880927608295053,0.12237895395160177,0.9825973942274598,0.1084401811477236,0.7843431359594029,0.3451423570703369
lasso regression (beta = 0.002),correct,0.003445053843965326,0.1331023288979547,0.9791854209596992,0.10479542725963044,0.7701510476568809,0.36830115013129133
lasso regression (beta = 0.001),correct,0.003141945599744622,0.12727774251108637,0.9810164781631322,0.1055004685146242,0.7730672209320955,0.36353029211505605
lasso regression (beta = 0.005),correct,0.004141380838645961,0.14571039519318943,0.9749845416223116,0.1059212475888301,0.7737557080680941,0.36175198725014807
lasso regression (beta = 0.01),correct,0.004979741266809039,0.15966434838893873,0.9699235012464474,0.10676923430771675,0.776243584106729,0.3562165299254459
lasso regression (beta = 0.02),correct,0.006220749938531709,0.17846610053761902,0.9624286075760954,0.10610529504411996,0.7738503272409786,0.360107201377769
lasso regression (beta = 0.05),correct,0.009021433466421577,0.21560584814724443,0.9454861880208063,0.10920452328812136,0.7838771267314084,0.3401429416000332
lasso regression (beta = 0.1),correct,0.01315916809888639,0.26238524629891125,0.9204551435096668,0.11363755669634296,0.8000199191499866,0.3132101916713365
lasso regression (beta = 0.2),correct,0.021986579870249327,0.34436876110775894,0.8669772466842892,0.117473165959463,0.8160007797914125,0.2897446356201541
lasso regression (beta = 0.5),correct,0.051879091976238544,0.5441837799116577,0.6856232142676953,0.12190176714247614,0.8383344563804125,0.26437867142696797
lasso regression (beta = 1.0),correct,0.10576696676898988,0.7905505080175288,0.35983284845611835,0.14536376791907601,0.9261415640903088,0.12574761461736464
lasso regression (beta = 2.0),correct,0.1655115737638658,0.993627493465833,0.006485888576248507,0.1724574525193248,1.014137482865049,-0.034058898315013554
lasso regression (beta = 5.0),correct,0.16627734563460714,0.9959902456466305,0.0022885068751121915,0.17250648214759035,1.014272180485547,-0.03432760312427422
lasso regression (beta = 10.0),correct,0.16627734563460714,0.9959902456466305,0.0022885068751121915,0.17250648214759035,1.014272180485547,-0.03432760312427422
random forest regression,correct,0.0003857274074558154,0.021110668263187637,0.997669014289298,0.13869519919159803,0.8966786769942678,0.16549635445477248
