regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
lasso regression (beta = 0.02),correct,0.35133139855841783,0.5592019471067099,0.6481681234599002,0.6945049338202525,0.7968923650983604,0.3053035424420265
