SubjID,SubjAge,category,category_nr,visSim,artificiality,item,item_nr,picture_id,RT,Response
6,29,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,657,gleich
6,29,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,5086,gleich
6,29,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,1986,gleich
6,29,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,977,gleich
6,29,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,1245,länglich
6,29,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,816,gleich
6,29,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,1186,gleich
6,29,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,620,länglich
6,29,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,544,gleich
6,29,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,751,gleich
6,29,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,1439,gleich
6,29,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,606,gleich
6,29,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,820,länglich
6,29,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,1135,länglich
6,29,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,498,gleich
6,29,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,626,länglich
6,29,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,588,länglich
6,29,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,756,länglich
6,29,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,895,länglich
6,29,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,609,gleich
6,29,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,4513,länglich
6,29,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,701,länglich
6,29,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,493,gleich
6,29,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,637,länglich
6,29,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,2513,keineAhnung
6,29,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,701,länglich
6,29,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,863,länglich
6,29,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,596,gleich
6,29,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,1216,gleich
6,29,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,1151,gleich
6,29,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,383,gleich
6,29,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,1437,gleich
6,29,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,852,länglich
6,29,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,1339,gleich
6,29,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,365,länglich
6,29,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,400,gleich
6,29,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,891,gleich
6,29,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,3074,länglich
6,29,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,624,länglich
6,29,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,476,gleich
6,29,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,685,gleich
6,29,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,420,gleich
6,29,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,540,länglich
6,29,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,389,länglich
6,29,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,894,gleich
6,29,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,914,gleich
6,29,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,740,gleich
6,29,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1870,gleich
6,29,Obst,13,0,nat,Banane,3,C13I03_Banane_0,563,länglich
6,29,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,607,gleich
7,18,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,1071,gleich
7,18,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,831,gleich
7,18,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,844,gleich
7,18,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,674,länglich
7,18,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,337,gleich
7,18,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,1796,gleich
7,18,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,2091,keineAhnung
7,18,Obst,13,0,nat,Banane,3,C13I03_Banane_0,724,länglich
7,18,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,466,länglich
7,18,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,293,gleich
7,18,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,530,gleich
7,18,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,477,gleich
7,18,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,725,länglich
7,18,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,413,länglich
7,18,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,2112,keineAhnung
7,18,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,371,länglich
7,18,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,732,gleich
7,18,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,988,länglich
7,18,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,1412,keineAhnung
7,18,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,268,länglich
7,18,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,501,gleich
7,18,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,928,länglich
7,18,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,498,gleich
7,18,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,529,länglich
7,18,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,737,gleich
7,18,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,715,gleich
7,18,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,352,länglich
7,18,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,2433,keineAhnung
7,18,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,803,länglich
7,18,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,510,gleich
7,18,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,335,länglich
7,18,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,515,gleich
7,18,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,435,gleich
7,18,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,323,gleich
7,18,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,1388,keineAhnung
7,18,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,731,länglich
7,18,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,269,gleich
7,18,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,1458,gleich
7,18,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,544,länglich
7,18,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,365,länglich
7,18,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,1522,keineAhnung
7,18,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,831,gleich
7,18,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,1457,keineAhnung
7,18,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,1324,gleich
7,18,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,384,länglich
7,18,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,196,gleich
7,18,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,130,gleich
7,18,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,290,gleich
7,18,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,288,länglich
7,18,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,302,gleich
7,18,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,241,gleich
7,18,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,430,gleich
7,18,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,739,gleich
7,18,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,1444,gleich
7,18,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,565,gleich
7,18,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,193,gleich
7,18,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1445,keineAhnung
7,18,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,627,länglich
7,18,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,193,gleich
7,18,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,239,gleich
8,21,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,2192,gleich
8,21,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,1108,länglich
8,21,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,2250,gleich
8,21,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,3361,länglich
8,21,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,3963,gleich
8,21,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,1603,länglich
8,21,Obst,13,0,nat,Banane,3,C13I03_Banane_0,1163,länglich
8,21,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,960,gleich
8,21,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,5070,länglich
8,21,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,2145,gleich
8,21,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,987,länglich
8,21,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,4013,gleich
8,21,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,1071,länglich
8,21,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,1756,gleich
8,21,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,686,länglich
8,21,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,861,gleich
8,21,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,620,länglich
8,21,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,1651,gleich
8,21,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,1069,länglich
8,21,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,404,gleich
8,21,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,693,länglich
8,21,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,2239,länglich
8,21,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,1677,gleich
8,21,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,4018,gleich
8,21,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,981,gleich
8,21,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,532,länglich
8,21,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,1004,länglich
8,21,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,734,gleich
8,21,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,475,länglich
8,21,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,882,länglich
8,21,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,836,gleich
8,21,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,962,gleich
8,21,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,513,gleich
8,21,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,562,gleich
8,21,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,420,länglich
8,21,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,629,gleich
8,21,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,1120,gleich
8,21,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,387,länglich
8,21,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,308,gleich
8,21,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,653,gleich
8,21,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,878,gleich
8,21,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,462,länglich
8,21,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,400,länglich
8,21,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,579,gleich
8,21,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,1042,länglich
8,21,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,284,gleich
8,21,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,559,gleich
8,21,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,1021,länglich
8,21,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,795,gleich
8,21,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,2320,gleich
8,21,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,436,länglich
8,21,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,626,gleich
8,21,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,238,gleich
8,21,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,624,gleich
8,21,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,416,länglich
8,21,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,3789,länglich
8,21,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,371,länglich
8,21,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,404,gleich
8,21,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,498,länglich
8,21,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,507,länglich
9,23,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,1166,länglich
9,23,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,626,gleich
9,23,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,549,gleich
9,23,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,1474,gleich
9,23,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,1164,länglich
9,23,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,928,gleich
9,23,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,1218,gleich
9,23,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,1428,keineAhnung
9,23,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,371,gleich
9,23,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,770,länglich
9,23,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,351,gleich
9,23,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,574,gleich
9,23,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,525,länglich
9,23,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,382,länglich
9,23,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,482,gleich
9,23,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,397,gleich
9,23,Obst,13,0,nat,Banane,3,C13I03_Banane_0,700,keineAhnung
9,23,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,674,gleich
9,23,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,532,länglich
9,23,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,1940,gleich
9,23,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,530,länglich
9,23,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,611,länglich
9,23,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,1229,gleich
9,23,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,739,länglich
9,23,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,693,länglich
9,23,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,401,gleich
9,23,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,1068,keineAhnung
9,23,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,388,länglich
9,23,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,386,gleich
9,23,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,560,länglich
9,23,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,1122,gleich
9,23,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,1617,länglich
9,23,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,594,gleich
9,23,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,398,gleich
9,23,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,817,gleich
9,23,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,461,länglich
9,23,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,1358,gleich
9,23,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,1380,länglich
9,23,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,1218,länglich
9,23,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,367,gleich
9,23,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,1231,länglich
9,23,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,365,gleich
9,23,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,479,keineAhnung
9,23,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,412,länglich
9,23,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,319,gleich
9,23,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,274,gleich
9,23,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,193,länglich
9,23,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,203,gleich
9,23,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,573,gleich
9,23,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,847,länglich
9,23,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,562,gleich
9,23,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,1280,gleich
9,23,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,675,länglich
9,23,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,559,länglich
9,23,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,783,länglich
9,23,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,548,gleich
9,23,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,562,länglich
9,23,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,353,länglich
9,23,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,610,gleich
9,23,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,501,gleich
10,19,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,546,länglich
10,19,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,2028,länglich
10,19,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,2095,länglich
10,19,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,960,länglich
10,19,Obst,13,0,nat,Banane,3,C13I03_Banane_0,1231,länglich
10,19,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,894,gleich
10,19,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,718,gleich
10,19,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,1073,länglich
10,19,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,749,länglich
10,19,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,1187,gleich
10,19,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,652,länglich
10,19,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,1579,länglich
10,19,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,1680,keineAhnung
10,19,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,693,gleich
10,19,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,1280,länglich
10,19,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,721,länglich
10,19,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,1490,länglich
10,19,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,897,länglich
10,19,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,2908,gleich
10,19,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,1581,gleich
10,19,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,781,gleich
10,19,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,1038,gleich
10,19,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,1116,länglich
10,19,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,1646,länglich
10,19,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,799,länglich
10,19,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,1196,gleich
10,19,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,3116,gleich
10,19,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,637,länglich
10,19,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,640,länglich
10,19,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,942,länglich
10,19,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,883,länglich
10,19,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,1708,gleich
10,19,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,789,länglich
10,19,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,798,gleich
10,19,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,973,gleich
10,19,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,1887,gleich
10,19,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,2655,gleich
10,19,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,2413,gleich
10,19,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,925,länglich
10,19,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,384,länglich
10,19,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,498,länglich
10,19,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,619,gleich
10,19,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,561,länglich
10,19,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1165,länglich
10,19,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,848,gleich
10,19,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,507,länglich
10,19,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,533,länglich
10,19,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,973,länglich
10,19,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,612,gleich
10,19,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,524,länglich
10,19,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,891,länglich
10,19,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,437,gleich
10,19,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,613,länglich
10,19,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,677,länglich
10,19,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,772,länglich
10,19,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,420,länglich
10,19,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,785,länglich
10,19,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,516,gleich
10,19,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,597,länglich
10,19,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,608,gleich
11,21,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,2768,gleich
11,21,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,1812,länglich
11,21,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,573,länglich
11,21,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,1312,gleich
11,21,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,636,länglich
11,21,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,1068,gleich
11,21,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,2253,länglich
11,21,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,893,gleich
11,21,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,594,länglich
11,21,Obst,13,0,nat,Banane,3,C13I03_Banane_0,1043,länglich
11,21,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,1837,gleich
11,21,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,1267,länglich
11,21,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,1134,länglich
11,21,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,1618,länglich
11,21,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,4623,länglich
11,21,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,1363,länglich
11,21,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,765,gleich
11,21,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,3343,gleich
11,21,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,929,gleich
11,21,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,3630,länglich
11,21,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,716,gleich
11,21,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,1120,länglich
11,21,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,690,gleich
11,21,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,1681,gleich
11,21,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,795,gleich
11,21,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,1086,länglich
11,21,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,1918,länglich
11,21,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,6108,gleich
11,21,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,462,länglich
11,21,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,1195,länglich
11,21,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,2444,gleich
11,21,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,771,länglich
11,21,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,883,länglich
11,21,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,687,länglich
11,21,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,1698,gleich
