SubjID,SubjAge,category,category_nr,visSim_1sim_0dis,artificiality,item,item_nr,picture_id,RT,Response
6,22,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,744,gebogen
6,22,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,811,gebogen
6,22,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,1035,gebogen
6,22,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,782,gerade
6,22,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,928,gebogen
6,22,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,2166,gerade
6,22,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,1254,gerade
6,22,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,313,gerade
6,22,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,606,gebogen
6,22,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,778,gerade
6,22,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,1291,gebogen
6,22,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,1134,gebogen
6,22,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,377,gebogen
6,22,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,441,gebogen
6,22,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,429,gerade
6,22,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,352,gebogen
6,22,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,396,gerade
6,22,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,569,gebogen
6,22,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,409,gerade
6,22,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,334,gebogen
6,22,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,401,gebogen
6,22,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,637,gerade
6,22,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,168,gebogen
6,22,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,589,gebogen
6,22,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,557,gerade
6,22,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,560,gebogen
6,22,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,397,gerade
6,22,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,666,gerade
6,22,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,346,gebogen
6,22,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,749,gebogen
6,22,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,460,gebogen
6,22,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,553,gerade
6,22,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,459,gebogen
6,22,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,491,gebogen
6,22,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,572,gebogen
6,22,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,4056,gerade
6,22,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,393,gerade
6,22,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,873,gerade
6,22,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,1341,gerade
6,22,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,383,gebogen
6,22,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,587,gebogen
6,22,Obst,13,0,nat,Banane,3,C13I03_Banane_0,270,gebogen
6,22,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,461,gerade
7,29,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,3205,gebogen
7,29,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,991,gebogen
7,29,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,1129,gebogen
7,29,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,2486,gebogen
7,29,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,318,gerade
7,29,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,730,gebogen
7,29,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,303,gerade
7,29,Obst,13,0,nat,Banane,3,C13I03_Banane_0,461,gebogen
7,29,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,1398,gerade
7,29,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,333,gerade
7,29,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,379,gebogen
7,29,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,2840,gebogen
7,29,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,817,gebogen
7,29,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,747,gerade
7,29,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,2139,keineAhnung
7,29,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,1514,gebogen
7,29,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,906,gerade
7,29,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,1558,gebogen
7,29,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,728,gerade
7,29,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,651,gerade
7,29,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,859,gebogen
7,29,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,305,gerade
7,29,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,521,gebogen
7,29,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,704,gebogen
7,29,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,255,gerade
7,29,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,367,gebogen
7,29,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,951,gebogen
7,29,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,297,gerade
7,29,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,495,gebogen
7,29,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,920,gerade
7,29,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,299,gebogen
7,29,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,807,gebogen
7,29,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,701,gebogen
7,29,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,701,gebogen
7,29,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,478,gebogen
7,29,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,878,gerade
7,29,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,413,gebogen
7,29,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,320,gebogen
7,29,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,472,gerade
7,29,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,640,gebogen
7,29,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,634,gebogen
7,29,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,366,gebogen
7,29,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,478,gebogen
7,29,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,599,gebogen
7,29,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,697,gebogen
7,29,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,283,gebogen
7,29,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,268,gerade
7,29,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,170,gebogen
7,29,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,1965,keineAhnung
7,29,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,249,gebogen
7,29,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,297,gebogen
7,29,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,892,gebogen
7,29,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,314,gebogen
7,29,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,512,gerade
7,29,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,733,gebogen
7,29,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,219,gerade
7,29,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,624,gebogen
7,29,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,393,gebogen
7,29,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,413,gebogen
7,29,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,191,gerade
8,24,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,1085,gebogen
8,24,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,746,gebogen
8,24,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,1720,gebogen
8,24,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,925,gerade
8,24,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,717,gebogen
8,24,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,875,gerade
8,24,Obst,13,0,nat,Banane,3,C13I03_Banane_0,478,gebogen
8,24,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,736,gebogen
8,24,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,1307,gerade
8,24,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,727,gebogen
8,24,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,783,gebogen
8,24,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,1479,gebogen
8,24,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,317,gerade
8,24,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,574,gebogen
8,24,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,380,gebogen
8,24,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,381,gebogen
8,24,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,702,gerade
8,24,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,250,gebogen
8,24,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,718,gerade
8,24,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,778,gebogen
8,24,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,733,gebogen
8,24,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,488,gerade
8,24,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,380,gebogen
8,24,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,347,gerade
8,24,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,255,gebogen
8,24,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,461,gebogen
8,24,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,303,gerade
8,24,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,376,gebogen
8,24,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,204,gerade
8,24,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,477,gerade
8,24,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,591,gerade
8,24,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,43,gebogen
8,24,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,300,gebogen
8,24,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,1053,gebogen
8,24,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,348,gebogen
8,24,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,252,gerade
8,24,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,346,gebogen
8,24,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,336,gerade
8,24,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,232,gerade
8,24,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,256,gebogen
8,24,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,225,gebogen
8,24,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,190,gebogen
8,24,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,510,gerade
8,24,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,223,gebogen
8,24,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,649,gerade
8,24,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,393,gebogen
8,24,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,1733,gebogen
8,24,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,414,gebogen
8,24,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,799,gerade
8,24,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,257,gebogen
8,24,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,447,gebogen
8,24,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,343,gebogen
8,24,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,330,gebogen
8,24,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,394,gebogen
8,24,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,370,gerade
8,24,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,299,gebogen
8,24,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,1946,keineAhnung
8,24,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,337,gebogen
8,24,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,415,gerade
8,24,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,249,gerade
9,23,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,1226,gebogen
9,23,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,1277,gerade
9,23,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,685,gebogen
9,23,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,575,gebogen
9,23,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,667,gebogen
9,23,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,861,gerade
9,23,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,478,gebogen
9,23,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,460,gebogen
9,23,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,2233,gebogen
9,23,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,1229,gerade
9,23,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,333,gebogen
9,23,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,335,gebogen
9,23,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,668,gerade
9,23,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,379,gebogen
9,23,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,333,gebogen
9,23,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,602,gerade
9,23,Obst,13,0,nat,Banane,3,C13I03_Banane_0,381,gebogen
9,23,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,333,gebogen
9,23,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,251,gebogen
9,23,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,592,gerade
9,23,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,512,gerade
9,23,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,384,gebogen
9,23,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,573,gerade
9,23,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,607,gerade
9,23,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,715,gebogen
9,23,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,795,gebogen
9,23,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,3250,gebogen
9,23,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,2310,keineAhnung
9,23,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,1480,gerade
9,23,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,1067,gebogen
9,23,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,1592,gebogen
9,23,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,2378,gerade
9,23,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,745,gebogen
9,23,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,1610,keineAhnung
9,23,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,575,gerade
9,23,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,1821,gebogen
9,23,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,1164,gebogen
9,23,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,903,gebogen
9,23,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,1897,keineAhnung
9,23,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,1007,gerade
9,23,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,891,gebogen
9,23,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,474,gerade
9,23,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,552,gebogen
9,23,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,621,gebogen
9,23,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,1182,gerade
9,23,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,559,gerade
9,23,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,701,gebogen
9,23,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,602,gebogen
9,23,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,409,gerade
9,23,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,523,gebogen
9,23,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,1001,gebogen
9,23,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,673,gebogen
9,23,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,366,gerade
9,23,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,521,gebogen
9,23,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,415,gerade
9,23,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,302,gebogen
9,23,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,711,gerade
9,23,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,314,gerade
9,23,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,584,gebogen
9,23,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,599,gebogen
19,19,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,580,gerade
19,19,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,1166,gerade
19,19,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,1213,gebogen
19,19,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,497,gebogen
19,19,Obst,13,0,nat,Banane,3,C13I03_Banane_0,576,gebogen
19,19,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,1004,gebogen
19,19,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,1136,gerade
19,19,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,673,gerade
19,19,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,1072,gerade
19,19,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,894,gebogen
19,19,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,544,gebogen
19,19,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,1858,gerade
19,19,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,575,gebogen
19,19,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,1220,gebogen
19,19,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,529,gerade
19,19,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,1407,keineAhnung
19,19,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,844,gerade
19,19,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,654,gerade
19,19,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,673,gebogen
19,19,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,1412,keineAhnung
19,19,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,544,gerade
19,19,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,944,gerade
19,19,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,2156,gerade
19,19,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,752,gerade
19,19,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,1195,gebogen
19,19,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,741,gebogen
19,19,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,451,gerade
19,19,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,1227,keineAhnung
19,19,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,607,gerade
19,19,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,530,gebogen
19,19,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,821,gerade
19,19,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,677,gebogen
19,19,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,653,gebogen
19,19,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,483,gebogen
19,19,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,816,gebogen
19,19,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,236,gerade
19,19,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,348,gebogen
19,19,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,912,gebogen
19,19,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,339,gebogen
19,19,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,396,gerade
19,19,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,224,gerade
19,19,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,210,gerade
19,19,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,783,gerade
19,19,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,399,gebogen
19,19,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,579,gebogen
19,19,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,386,gebogen
19,19,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,372,gerade
19,19,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,544,gebogen
19,19,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,563,gebogen
19,19,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,369,gebogen
19,19,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,930,gebogen
19,19,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,257,gerade
19,19,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,387,gebogen
19,19,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,709,gebogen
19,19,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,428,gebogen
19,19,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,435,gerade
19,19,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,671,gebogen
19,19,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,549,gebogen
19,19,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,449,gerade
19,19,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,432,gerade
11,23,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,672,gebogen
11,23,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,2576,gebogen
11,23,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,3036,gerade
11,23,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,881,gebogen
11,23,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,671,gerade
11,23,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,803,gebogen
11,23,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,939,gerade
11,23,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,511,gebogen
11,23,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,540,gerade
11,23,Obst,13,0,nat,Banane,3,C13I03_Banane_0,894,gebogen
11,23,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,2847,gerade
11,23,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,1188,gerade
11,23,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,940,gebogen
11,23,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,608,gerade
11,23,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,1474,gebogen
11,23,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,529,gerade
11,23,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,909,gebogen
11,23,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,688,gerade
11,23,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,564,gebogen
11,23,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,540,gebogen
11,23,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,947,gebogen
11,23,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,946,gebogen
11,23,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,436,gebogen
11,23,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,574,gerade
11,23,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,364,gebogen
11,23,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,3184,gerade
11,23,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,397,gerade
11,23,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,655,gebogen
11,23,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,701,gebogen
11,23,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,417,gebogen
11,23,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,445,gerade
11,23,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,435,gebogen
11,23,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,1330,gebogen
11,23,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,332,gerade
11,23,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,548,gebogen
11,23,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,737,gerade
11,23,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,401,gebogen
11,23,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,347,gerade
