SubjID,SubjAge,category,category_nr,visSim_1sim_0dis,artificiality,item,item_nr,picture_id,RT,Response
11,23,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,366,gebogen
11,23,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,683,gerade
11,23,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,596,gerade
11,23,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,309,gebogen
11,23,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,1458,gebogen
11,23,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,1196,gebogen
11,23,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,494,gebogen
11,23,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,321,gerade
11,23,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,548,gebogen
11,23,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,877,gebogen
11,23,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,325,gebogen
11,23,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,514,gerade
11,23,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,2691,gebogen
11,23,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,445,gerade
11,23,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,542,gerade
11,23,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,419,gebogen
11,23,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,354,gerade
11,23,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,371,gerade
11,23,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,414,gebogen
11,23,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,429,gebogen
11,23,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,180,gerade
11,23,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,620,gerade
12,18,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,2879,gebogen
12,18,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,412,gerade
12,18,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,1117,gebogen
12,18,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,1844,gebogen
12,18,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,400,gerade
12,18,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,1023,gebogen
12,18,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,1406,gebogen
12,18,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,1009,gebogen
12,18,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,1152,gerade
12,18,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,2129,gerade
12,18,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,831,gebogen
12,18,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,941,gerade
12,18,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,805,gebogen
12,18,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,3041,gerade
12,18,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,898,gebogen
12,18,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,1166,gebogen
12,18,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,1342,gerade
12,18,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,1280,gebogen
12,18,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,1297,gerade
12,18,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,572,gerade
12,18,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,787,gebogen
12,18,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,811,gebogen
12,18,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,517,gerade
12,18,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,594,gerade
12,18,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,530,gebogen
12,18,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,2163,gerade
12,18,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,1179,gebogen
12,18,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,833,gerade
12,18,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,849,gebogen
12,18,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,626,gerade
12,18,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,435,gebogen
12,18,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,898,gebogen
12,18,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,447,gerade
12,18,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,432,gebogen
12,18,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,81,gerade
12,18,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,181,gebogen
12,18,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,593,gebogen
12,18,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,650,gerade
12,18,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,397,gerade
12,18,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,2875,gerade
12,18,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,2797,gerade
12,18,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,853,gebogen
12,18,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,946,gebogen
12,18,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,3055,gerade
12,18,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1517,gerade
12,18,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,459,gebogen
12,18,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,256,gerade
12,18,Obst,13,0,nat,Banane,3,C13I03_Banane_0,451,gebogen
12,18,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,349,gebogen
12,18,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,271,gerade
12,18,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,813,gebogen
12,18,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,258,gerade
12,18,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,463,gebogen
12,18,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,548,gerade
12,18,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,461,gerade
12,18,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,700,gebogen
12,18,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,405,gerade
12,18,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,303,gerade
12,18,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,852,gerade
12,18,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,627,gebogen
13,17,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,653,gerade
13,17,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,895,gerade
13,17,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1315,gerade
13,17,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,827,gebogen
13,17,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,578,gebogen
13,17,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,2015,gerade
13,17,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,811,gerade
13,17,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,3853,gerade
13,17,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,1037,gerade
13,17,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,1134,gerade
13,17,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,5121,gerade
13,17,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,1057,gebogen
13,17,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,1153,gebogen
13,17,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,2430,gebogen
13,17,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,1923,gebogen
13,17,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,1051,gerade
13,17,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,1028,gebogen
13,17,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,1728,gebogen
13,17,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,1006,gerade
13,17,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,2877,gerade
13,17,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,772,gebogen
13,17,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,385,gerade
13,17,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,2420,gebogen
13,17,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,1149,gebogen
13,17,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,353,gerade
13,17,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,1900,gebogen
13,17,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,477,gerade
13,17,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,606,gebogen
13,17,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,821,gerade
13,17,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,544,gebogen
13,17,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,445,gebogen
13,17,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,269,gebogen
13,17,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,1585,gebogen
13,17,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,449,gebogen
13,17,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,336,gebogen
13,17,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,532,gebogen
13,17,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,350,gebogen
13,17,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,175,gebogen
13,17,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,447,gerade
13,17,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,291,gebogen
13,17,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,708,gebogen
13,17,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,370,gebogen
13,17,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,413,gebogen
13,17,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,191,gebogen
13,17,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,276,gebogen
13,17,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,336,gerade
13,17,Obst,13,0,nat,Banane,3,C13I03_Banane_0,365,gebogen
13,17,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,914,gerade
13,17,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,592,gebogen
13,17,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,411,gebogen
13,17,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,1923,gebogen
13,17,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,383,gerade
13,17,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,720,gerade
13,17,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,323,gebogen
13,17,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,366,gebogen
13,17,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,293,gebogen
13,17,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,272,gerade
13,17,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,353,gebogen
13,17,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,427,gerade
13,17,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,275,gerade
14,28,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,692,gebogen
14,28,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,973,gebogen
14,28,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,946,gebogen
14,28,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,739,gebogen
14,28,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,2195,gebogen
14,28,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,1603,gerade
14,28,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,1148,gebogen
14,28,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,2608,gerade
14,28,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,1141,gebogen
14,28,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,1339,gebogen
14,28,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,845,gebogen
14,28,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,5918,gerade
14,28,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,852,gebogen
14,28,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,978,gebogen
14,28,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,1165,gerade
14,28,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,817,gebogen
14,28,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,1108,gerade
14,28,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,1651,gebogen
14,28,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,1171,gebogen
14,28,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,668,gerade
14,28,Obst,13,0,nat,Banane,3,C13I03_Banane_0,916,gebogen
14,28,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,669,gerade
14,28,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,2179,gerade
14,28,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,867,gerade
14,28,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,798,gebogen
14,28,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,802,gebogen
14,28,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,677,gerade
14,28,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,1134,gerade
14,28,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,815,gebogen
14,28,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,763,gerade
14,28,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,704,gebogen
14,28,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,1186,gebogen
14,28,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,956,gerade
14,28,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,849,gerade
14,28,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,993,gerade
14,28,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1008,gebogen
14,28,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,623,gerade
14,28,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,689,gerade
14,28,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,596,gerade
14,28,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,735,gebogen
14,28,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,628,gebogen
14,28,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,962,gerade
14,28,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,795,gebogen
14,28,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,1598,gebogen
14,28,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,724,gebogen
14,28,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,1326,gebogen
14,28,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,789,gebogen
14,28,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,827,gebogen
14,28,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,1028,gebogen
14,28,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,1443,gerade
14,28,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,609,gebogen
14,28,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,868,gebogen
14,28,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,2017,gebogen
14,28,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,803,gebogen
14,28,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,786,gerade
14,28,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,686,gebogen
14,28,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,1131,gebogen
14,28,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,788,gebogen
14,28,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,653,gebogen
14,28,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,516,gebogen
15,24,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,2736,gerade
15,24,Obst,13,0,nat,Banane,3,C13I03_Banane_0,1297,gerade
15,24,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1055,gerade
15,24,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,1009,gebogen
15,24,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,3180,gebogen
15,24,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,3084,gebogen
15,24,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,783,gerade
15,24,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,819,gerade
15,24,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,1243,gerade
15,24,Huftier,10,1,nat,Kuh,7,C10I07_Kuh_0,1091,gerade
15,24,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,961,gerade
15,24,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,1420,gebogen
15,24,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,2462,gebogen
15,24,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,1329,gebogen
15,24,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,721,gerade
15,24,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,3148,gebogen
15,24,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,896,gebogen
15,24,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,575,gerade
15,24,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,1440,gerade
15,24,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,544,gerade
15,24,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,509,gerade
15,24,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,770,gebogen
15,24,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,642,gebogen
15,24,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,843,gerade
15,24,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,1139,gebogen
15,24,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,381,gerade
15,24,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,738,gerade
15,24,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,1566,gebogen
15,24,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,1199,gebogen
15,24,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,1435,gebogen
15,24,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,672,gebogen
15,24,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,301,gerade
15,24,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,655,gebogen
15,24,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,753,gerade
15,24,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,174,gebogen
15,24,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,387,gerade
15,24,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,402,gerade
15,24,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,446,gerade
15,24,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,1153,gebogen
15,24,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,1116,gerade
15,24,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,768,gebogen
15,24,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,364,gerade
15,24,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,915,gebogen
15,24,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,639,gebogen
15,24,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,865,gerade
15,24,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,348,gerade
15,24,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,576,gebogen
15,24,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,574,gebogen
15,24,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,661,gerade
15,24,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,765,gerade
15,24,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,1307,gebogen
15,24,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,779,gebogen
15,24,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,480,gebogen
15,24,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,692,gerade
15,24,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,398,gebogen
15,24,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,608,gebogen
15,24,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,307,gerade
15,24,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,715,gebogen
15,24,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,909,gebogen
15,24,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,593,gebogen
16,22,Elektrogerät,3,1,art,Spülmaschine,4,C03I04_Spülmaschine_0,932,gebogen
16,22,Obst,13,0,nat,Himbeere,5,C13I05_Himbeere_0,2062,gerade
16,22,Insekt,7,0,nat,Fliege,3,C07I03_Fliege_0,852,gerade
16,22,Vogel,21,1,nat,Storch,11,C21I11_Storch_0,1820,gerade
16,22,Elektrogerät,3,1,art,Mikrowelle,8,C03I08_Mikrowelle_0,688,gebogen
16,22,Fahrzeug,19,0,art,Traktor,12,C19I12_Traktor_0,1330,gerade
16,22,Gebäude,4,0,art,Kirche,8,C04I08_Kirche_0,916,gebogen
16,22,Insekt,7,0,nat,Schmetterling,11,C07I11_Schmetterling_0,993,gerade
16,22,Bekleidung,12,1,art,Mantel,15,C12I15_Mantel_0,964,gebogen
16,22,Gemüse,5,0,nat,Paprika,11,C05I11_Paprika_0,670,gerade
16,22,Gebäude,4,0,art,Iglu,7,C04I07_Iglu_0,683,gebogen
16,22,Werkzeug,25,1,art,Axt,1,C25I01_Axt_0,707,gebogen
16,22,Obst,13,0,nat,Apfel,1,C13I01_Apfel_0,942,gerade
16,22,Elektrogerät,3,1,art,Fernseher,2,C03I02_Fernseher_0,799,gerade
16,22,Geschirr,6,0,art,Teller,12,C06I12_Teller_0,609,gerade
16,22,Pflanze,14,1,nat,Tulpe,21,C14I21_Tulpe_0,545,gerade
16,22,Gemüse,5,0,nat,Brokkoli,4,C05I04_Brokkoli_0,2017,gerade
16,22,Pflanze,14,1,nat,Sonnenblume,19,C14I19_Sonnenblume_0,756,gerade
16,22,Fahrzeug,19,0,art,Fahrrad,4,C19I04_Fahrrad_0,3919,gebogen
16,22,Insekt,7,0,nat,Ameise,1,C07I01_Ameise_0,1485,gerade
16,22,Vogel,21,1,nat,Adler,1,C21I01_Adler_0,1588,gerade
16,22,Gebäude,4,0,art,Leuchtturm,9,C04I09_Leuchtturm_0,1101,gebogen
16,22,Huftier,10,1,nat,Esel,1,C10I01_Esel_0,733,gerade
16,22,Geschirr,6,0,art,Teekanne,5,C06I05_Teekanne_0,579,gebogen
16,22,Fahrzeug,19,0,art,Auto,1,C19I01_Auto_0,1378,gebogen
16,22,Obst,13,0,nat,Kirsche,7,C13I07_Kirsche_0,435,gerade
16,22,Bekleidung,12,1,art,Jacke,6,C12I06_Jacke_0,562,gebogen
16,22,Huftier,10,1,nat,Pferd,9,C10I09_Pferd_0,818,gebogen
16,22,Insekt,7,0,nat,Marienkäfer,9,C07I09_Marienkäfer_0,482,gerade
16,22,Vogel,21,1,nat,Eule,3,C21I03_Eule_0,596,gebogen
16,22,Bekleidung,12,1,art,Uniform,12,C12I12_Uniform_0,787,gebogen
16,22,Insekt,7,0,nat,Libelle,7,C07I07_Libelle_0,365,gebogen
16,22,Gebäude,4,0,art,Pyramide,11,C04I11_Pyramide_0,565,gebogen
16,22,Vogel,21,1,nat,Papagei,7,C21I07_Papagei_0,515,gerade
16,22,Geschirr,6,0,art,Schüssel,10,C06I10_Schüssel_0,466,gebogen
16,22,Fahrzeug,19,0,art,Bus,2,C19I02_Bus_0,716,gebogen
16,22,Pflanze,14,1,nat,Palme,16,C14I16_Palme_0,478,gebogen
16,22,Huftier,10,1,nat,Ziege,14,C10I14_Ziege_0,959,gebogen
16,22,Geschirr,6,0,art,Salzstreuer,7,C06I07_Salzstreuer_0,5042,gerade
16,22,Huftier,10,1,nat,Hirsch,4,C10I04_Hirsch_0,2113,gebogen
16,22,Gemüse,5,0,nat,Spargel,16,C05I16_Spargel_0,1715,keineAhnung
16,22,Fahrzeug,19,0,art,Roller,10,C19I10_Roller_0,1443,gerade
16,22,Vogel,21,1,nat,Taube,12,C21I12_Taube_0,635,gerade
16,22,Gebäude,4,0,art,Windmühle,15,C04I15_Windmühle_0,940,gerade
16,22,Werkzeug,25,1,art,Säge,5,C25I05_Säge_0,1796,gerade
16,22,Pflanze,14,1,nat,Löwenzahn,10,C14I10_Löwenzahn_0,2783,gerade
16,22,Gemüse,5,0,nat,Möhre,7,C05I07_Möhre_0,1507,gebogen
16,22,Werkzeug,25,1,art,Hammer,3,C25I03_Hammer_0,622,gerade
16,22,Bekleidung,12,1,art,Hemd,3,C12I03_Hemd_0,1885,gebogen
16,22,Obst,13,0,nat,Zitrone,11,C13I11_Zitrone_0,721,gebogen
16,22,Elektrogerät,3,1,art,Waschmaschine,10,C03I10_Waschmaschine_0,1632,gerade
16,22,Werkzeug,25,1,art,Schaufel,11,C25I11_Schaufel_0,1218,gebogen
16,22,Obst,13,0,nat,Banane,3,C13I03_Banane_0,1187,gebogen
16,22,Geschirr,6,0,art,Glas,4,C06I04_Glas_0,970,keineAhnung
16,22,Pflanze,14,1,nat,Rose,17,C14I17_Rose_0,817,gerade
16,22,Elektrogerät,3,1,art,Toaster,9,C03I09_Toaster_0,801,gebogen
16,22,Werkzeug,25,1,art,Zange,13,C25I13_Zange_0,659,gerade
16,22,Gemüse,5,0,nat,Zwiebel,15,C05I15_Zwiebel_0,1042,gerade
16,22,Bekleidung,12,1,art,Bluse,2,C12I02_Bluse_0,993,gerade
