regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.0018256307079518815,0.12761253068972656,0.9815267708573682,0.07217947291611242,0.8347631847357585,0.26269347395542664
lasso regression (beta = 0.001),correct,0.002043341358980447,0.1344239924285225,0.9792987787004842,0.07153341044232196,0.8302915064479705,0.2677455582069793
lasso regression (beta = 0.002),correct,0.002274536275786436,0.14169826515039385,0.9769379155591521,0.071648872776881,0.8304411983306991,0.26645275226913445
lasso regression (beta = 0.005),correct,0.0027900791076302636,0.15679932577863853,0.9716830273443812,0.07231500243689806,0.8335338232733568,0.2598913115301608
lasso regression (beta = 0.01),correct,0.0034018590442812836,0.17309368153845353,0.9654384848704435,0.07321498316516446,0.8380677428114807,0.25036416695726793
lasso regression (beta = 0.02),correct,0.00433831958850458,0.19557853071098905,0.9558461356594264,0.07462858552260748,0.8450538853068348,0.23606761034074575
lasso regression (beta = 0.05),correct,0.006530509623443735,0.2411248301303177,0.9333551026185235,0.07631696356784973,0.8542104614566555,0.2194685913269568
lasso regression (beta = 0.1),correct,0.009957834611465282,0.30081181323937545,0.8981143804305282,0.07786166597410081,0.8642466065149383,0.20651415330916065
lasso regression (beta = 0.2),correct,0.017520145018733883,0.40552498232676315,0.8204269886259932,0.07927195651736443,0.8751615769565034,0.1945835754240422
lasso regression (beta = 0.5),correct,0.044039245781507017,0.6558905097267781,0.5483047183375284,0.08356538462958843,0.9054674993328997,0.1523054996175321
lasso regression (beta = 1.0),correct,0.08423224316030913,0.9150341760179872,0.1403453229664529,0.09648129324384125,0.9793631034452013,0.023744750305094375
lasso regression (beta = 2.0),correct,0.09975457779758448,0.9970365979736614,0.002458172913009926,0.10368133303628728,1.0162178498475387,-0.03687259369841826
lasso regression (beta = 5.0),correct,0.09975457779758448,0.9970365979736614,0.002458172913009926,0.10368133303628728,1.0162178498475387,-0.03687259369841826
lasso regression (beta = 10.0),correct,0.09975457779758448,0.9970365979736614,0.002458172913009926,0.10368133303628728,1.0162178498475387,-0.03687259369841826
random forest regression,correct,0.0002422303167793181,0.020115764110683436,0.9975505810423699,0.08893665837542598,0.9322247215286554,0.1005118327592548
