aggregator,block_size,image_size,scoring,weights,kendall
mean,29,10,InnerProduct,optimized,0.1407736091324365
mean,29,10,Manhattan,fixed,0.1773534409891949
mean,29,10,Manhattan,optimized,0.2303010951755559
median,29,10,Euclidean,fixed,0.03898445973416947
median,29,10,Euclidean,optimized,0.0749699144729581
median,29,10,InnerProduct,fixed,0.01999014311199462
median,29,10,InnerProduct,optimized,0.09139328483706581
median,29,10,Manhattan,fixed,0.036048973913614224
median,29,10,Manhattan,optimized,0.06813389219595083
min,29,10,Euclidean,fixed,0.2200826517497882
min,29,10,Euclidean,optimized,0.2995989811484839
min,29,10,InnerProduct,fixed,0.17513118366344635
min,29,10,InnerProduct,optimized,0.23370036965822213
min,29,10,Manhattan,fixed,0.2180515258035595
min,29,10,Manhattan,optimized,0.27639332903776653
max,32,9,Euclidean,fixed,0.04128799193121401
max,32,9,Euclidean,optimized,0.044744056102237806
max,32,9,InnerProduct,fixed,0.041473073913709094
max,32,9,InnerProduct,optimized,0.03887096399575525
max,32,9,Manhattan,fixed,0.04128799193121401
max,32,9,Manhattan,optimized,0.04429021450154682
mean,32,9,Euclidean,fixed,0.1401020662935738
mean,32,9,Euclidean,optimized,0.19872904584879453
mean,32,9,InnerProduct,fixed,0.07710867679942796
mean,32,9,InnerProduct,optimized,0.14678748017427684
mean,32,9,Manhattan,fixed,0.17289444448789607
mean,32,9,Manhattan,optimized,0.22782414041662097
median,32,9,Euclidean,fixed,0.020917126316836218
median,32,9,Euclidean,optimized,0.0430246530360208
median,32,9,InnerProduct,fixed,0.011634070399232116
median,32,9,InnerProduct,optimized,0.09018403641409152
median,32,9,Manhattan,fixed,0.026173196150087133
median,32,9,Manhattan,optimized,0.053673520763632764
min,32,9,Euclidean,fixed,0.2084081733820294
min,32,9,Euclidean,optimized,0.27599906627411014
min,32,9,InnerProduct,fixed,0.16862325099996933
min,32,9,InnerProduct,optimized,0.2506237061654876
min,32,9,Manhattan,fixed,0.20898830774894586
min,32,9,Manhattan,optimized,0.25858732968688597
max,36,8,Euclidean,fixed,0.017860265004410746
max,36,8,Euclidean,optimized,0.01518484954425913
max,36,8,InnerProduct,fixed,0.017860265004410746
max,36,8,InnerProduct,optimized,0.004229533192446724
max,36,8,Manhattan,fixed,0.017860265004410746
max,36,8,Manhattan,optimized,0.014007773917107868
mean,36,8,Euclidean,fixed,0.14739902981023192
mean,36,8,Euclidean,optimized,0.2184842174466831
mean,36,8,InnerProduct,fixed,0.07722787826426403
mean,36,8,InnerProduct,optimized,0.1420786144062823
mean,36,8,Manhattan,fixed,0.18010057628649417
mean,36,8,Manhattan,optimized,0.23781599490889982
median,36,8,Euclidean,fixed,0.02545790337184542
median,36,8,Euclidean,optimized,0.07845330184912823
median,36,8,InnerProduct,fixed,0.015747460615151754
median,36,8,InnerProduct,optimized,0.09310294642475322
median,36,8,Manhattan,fixed,0.03275967678769744
median,36,8,Manhattan,optimized,0.0562956008518382
min,36,8,Euclidean,fixed,0.22071166891127622
min,36,8,Euclidean,optimized,0.2971846858022545
min,36,8,InnerProduct,fixed,0.17160518389509286
min,36,8,InnerProduct,optimized,0.25472462475426677
min,36,8,Manhattan,fixed,0.22006390354389982
min,36,8,Manhattan,optimized,0.2799615052449383
max,41,7,Euclidean,fixed,0.04255558879935949
max,41,7,Euclidean,optimized,0.04614512425034205
max,41,7,InnerProduct,fixed,0.04255558879935949
max,41,7,InnerProduct,optimized,0.03887096399575525
max,41,7,Manhattan,fixed,0.04255558879935949
max,41,7,Manhattan,optimized,0.044347632776752036
mean,41,7,Euclidean,fixed,0.13394210136458296
mean,41,7,Euclidean,optimized,0.19507767156036976
mean,41,7,InnerProduct,fixed,0.07665020962698148
mean,41,7,InnerProduct,optimized,0.16618128107171581
mean,41,7,Manhattan,fixed,0.17618893437118086
mean,41,7,Manhattan,optimized,0.23018653534372296
median,41,7,Euclidean,fixed,0.015514082324138225
median,41,7,Euclidean,optimized,0.0707997688232463
median,41,7,InnerProduct,fixed,0.0019825766879414614
median,41,7,InnerProduct,optimized,0.10186496903032997
median,41,7,Manhattan,fixed,0.018221946210959312
median,41,7,Manhattan,optimized,0.06102066983356606
min,41,7,Euclidean,fixed,0.1954309888452958
min,41,7,Euclidean,optimized,0.2613072455869544
min,41,7,InnerProduct,fixed,0.15341428027924375
min,41,7,InnerProduct,optimized,0.22174235942607443
min,41,7,Manhattan,fixed,0.19281031847645239
min,41,7,Manhattan,optimized,0.24308031760529106
max,48,6,Euclidean,fixed,0.0189167091018766
max,48,6,Euclidean,optimized,0.017189993198724513
max,48,6,InnerProduct,fixed,0.0189167091018766
max,48,6,InnerProduct,optimized,0.013465552022101954
max,48,6,Manhattan,fixed,0.0189167091018766
max,48,6,Manhattan,optimized,0.017189993198724513
mean,48,6,Euclidean,fixed,0.13360100178828277
mean,48,6,Euclidean,optimized,0.19145788452018925
mean,48,6,InnerProduct,fixed,0.07544352402910234
mean,48,6,InnerProduct,optimized,0.16458489735089682
mean,48,6,Manhattan,fixed,0.16799154132783783
mean,48,6,Manhattan,optimized,0.2070604887917093
median,48,6,Euclidean,fixed,0.026736164764074567
median,48,6,Euclidean,optimized,0.05133264472725231
median,48,6,InnerProduct,fixed,0.011840921551430041
median,48,6,InnerProduct,optimized,0.11179184645538287
median,48,6,Manhattan,fixed,0.027998938407631846
median,48,6,Manhattan,optimized,0.0631186772458558
min,48,6,Euclidean,fixed,0.22369611230373518
min,48,6,Euclidean,optimized,0.2801293013368392
min,48,6,InnerProduct,fixed,0.17317604136875256
min,48,6,InnerProduct,optimized,0.2180489964956037
min,48,6,Manhattan,fixed,0.22205308936338844
min,48,6,Manhattan,optimized,0.2649459721624056
max,57,5,Euclidean,fixed,0.0189167091018766
max,57,5,Euclidean,optimized,0.01732892105934291
max,57,5,InnerProduct,fixed,0.0189167091018766
max,57,5,InnerProduct,optimized,0.013465552022101954
max,57,5,Manhattan,fixed,0.0189167091018766
max,57,5,Manhattan,optimized,0.01732892105934291
mean,57,5,Euclidean,fixed,0.13238147910957512
mean,57,5,Euclidean,optimized,0.19226345266266845
mean,57,5,InnerProduct,fixed,0.0748768586039585
mean,57,5,InnerProduct,optimized,0.14841748558813964
mean,57,5,Manhattan,fixed,0.165343434939787
mean,57,5,Manhattan,optimized,0.21982148885977462
median,57,5,Euclidean,fixed,0.022237294691427465
median,57,5,Euclidean,optimized,0.05131092862979092
median,57,5,InnerProduct,fixed,0.009551771219941203
median,57,5,InnerProduct,optimized,0.04848859062058982
median,57,5,Manhattan,fixed,0.03484676267985318
median,57,5,Manhattan,optimized,0.04986676919879328
min,57,5,Euclidean,fixed,0.2084782694631839
min,57,5,Euclidean,optimized,0.2342794651387779
min,57,5,InnerProduct,fixed,0.1512371778957978
min,57,5,InnerProduct,optimized,0.21380088339042125
min,57,5,Manhattan,fixed,0.20350287967202546
min,57,5,Manhattan,optimized,0.22057653099137847
max,71,4,Euclidean,fixed,-0.017722595910530756
max,71,4,Euclidean,optimized,-0.01828595620874477
max,71,4,InnerProduct,fixed,-0.017722595910530756
max,71,4,InnerProduct,optimized,-0.02724964310279911
max,71,4,Manhattan,fixed,-0.017722595910530756
max,71,4,Manhattan,optimized,-0.01828595620874477
mean,71,4,Euclidean,fixed,0.13563659603394512
mean,71,4,Euclidean,optimized,0.1955623183122578
mean,71,4,InnerProduct,fixed,0.07383888892553969
mean,71,4,InnerProduct,optimized,0.15023403728400675
mean,71,4,Manhattan,fixed,0.1790846130323528
mean,71,4,Manhattan,optimized,0.21066405963188464
median,71,4,Euclidean,fixed,-0.009497182820203164
median,71,4,Euclidean,optimized,0.0699836060734676
median,71,4,InnerProduct,fixed,-0.008013459188747343
median,71,4,InnerProduct,optimized,0.05490589077512763
median,71,4,Manhattan,fixed,0.004106885943709514
median,71,4,Manhattan,optimized,0.042181356591505334
min,71,4,Euclidean,fixed,0.19320486945437773
min,71,4,Euclidean,optimized,0.22621369869942357
min,71,4,InnerProduct,fixed,0.17297902794636522
min,71,4,InnerProduct,optimized,0.19640563437536906
min,71,4,Manhattan,fixed,0.1864914779354335
min,71,4,Manhattan,optimized,0.22011267614582622
max,95,3,Euclidean,fixed,-0.017722595910530756
max,95,3,Euclidean,optimized,-0.01828595620874477
max,95,3,InnerProduct,fixed,-0.017722595910530756
max,95,3,InnerProduct,optimized,-0.02724964310279911
max,95,3,Manhattan,fixed,-0.017722595910530756
max,95,3,Manhattan,optimized,-0.01828595620874477
mean,95,3,Euclidean,fixed,0.1412317294064819
mean,95,3,Euclidean,optimized,0.1448366339646771
mean,95,3,InnerProduct,fixed,0.07309433823748661
mean,95,3,InnerProduct,optimized,0.15192437700359865
mean,95,3,Manhattan,fixed,0.1683858230961418
mean,95,3,Manhattan,optimized,0.16834122946434754
median,95,3,Euclidean,fixed,-0.0006652294775344144
median,95,3,Euclidean,optimized,0.07258215729497361
median,95,3,InnerProduct,fixed,-0.013693518838847514
median,95,3,InnerProduct,optimized,0.07733387300641732
median,95,3,Manhattan,fixed,0.017102796580889524
median,95,3,Manhattan,optimized,0.07137220052709953
min,95,3,Euclidean,fixed,0.09070745139410374
min,95,3,Euclidean,optimized,0.10674339160306241
min,95,3,InnerProduct,fixed,0.1750062361074009
min,95,3,InnerProduct,optimized,0.18229859918423388
min,95,3,Manhattan,fixed,0.08495982959818017
min,95,3,Manhattan,optimized,0.10086556182885908
max,142,2,Euclidean,fixed,nan
max,142,2,Euclidean,optimized,nan
max,142,2,InnerProduct,fixed,nan
max,142,2,InnerProduct,optimized,nan
max,142,2,Manhattan,fixed,nan
max,142,2,Manhattan,optimized,nan
mean,142,2,Euclidean,fixed,0.08724630291656443
mean,142,2,Euclidean,optimized,0.09129523917905216
mean,142,2,InnerProduct,fixed,0.06779445772400534
mean,142,2,InnerProduct,optimized,0.1177990896659837
mean,142,2,Manhattan,fixed,0.08556831306541034
mean,142,2,Manhattan,optimized,0.093321777903941
median,142,2,Euclidean,fixed,0.05092219250986508
median,142,2,Euclidean,optimized,0.05018519505902845
median,142,2,InnerProduct,fixed,0.044695924188388546
median,142,2,InnerProduct,optimized,0.10206486772195618
median,142,2,Manhattan,fixed,0.0484268964678866
median,142,2,Manhattan,optimized,0.046920245812412595
min,142,2,Euclidean,fixed,-0.008047334347940025
min,142,2,Euclidean,optimized,-0.008686023742348998
min,142,2,InnerProduct,fixed,0.0469997072535711
min,142,2,InnerProduct,optimized,nan
min,142,2,Manhattan,fixed,-0.008047334347940025
min,142,2,Manhattan,optimized,-0.008686023742348998
max,283,1,Euclidean,fixed,nan
max,283,1,Euclidean,optimized,nan
max,283,1,InnerProduct,fixed,nan
max,283,1,InnerProduct,optimized,nan
max,283,1,Manhattan,fixed,nan
max,283,1,Manhattan,optimized,nan
mean,283,1,Euclidean,fixed,0.07375636483449932
mean,283,1,Euclidean,optimized,0.07363953878721272
mean,283,1,InnerProduct,fixed,0.06681883958103925
mean,283,1,InnerProduct,optimized,0.06818035291455174
mean,283,1,Manhattan,fixed,0.07375636483449932
mean,283,1,Manhattan,optimized,0.07363953878721272
median,283,1,Euclidean,fixed,0.13090270784609548
median,283,1,Euclidean,optimized,0.13105846535310942
median,283,1,InnerProduct,fixed,0.10599346110676174
median,283,1,InnerProduct,optimized,0.10595396713394127
median,283,1,Manhattan,fixed,0.13090270784609548
median,283,1,Manhattan,optimized,0.13105846535310942
min,283,1,Euclidean,fixed,nan
min,283,1,Euclidean,optimized,nan
min,283,1,InnerProduct,fixed,nan
min,283,1,InnerProduct,optimized,nan
min,283,1,Manhattan,fixed,nan
min,283,1,Manhattan,optimized,nan
