configuration,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,mapping_loss,reconstruction_loss,mapping_weighted_med,mapping_weighted_r2
c0.0_r1.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,25.2,0.3752493940456364,0.38948371055390973,0.3873767008593769,0.3139800543365575,0.27253470512577127,0.38263256719342353,0.18344188730044167,0.6711687872316963,0.13364179635572435,0.747149845159447,0.2830834594988615
c0.0_r1.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,41.4,0.36809523061413263,0.38867833626419346,0.38383433795470256,0.31791946878433996,0.31043877133686437,0.38349810731548695,0.22584382611621417,0.6704592356872855,0.1332362282946408,0.7469854863217261,0.29030059104982475
c0.0_r1.0_m2.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,42.4,0.3534326674606575,0.353270199779558,0.3782673201724559,0.3213701500342898,0.3068522920481892,0.3496902403858416,1.4393818352082175,0.6210575134269278,0.13913314807961383,0.7296577286001489,0.3369423637789899
c0.0_r1.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,33.0,0.3578487436035004,0.3797219568203661,0.3833412264199251,0.33022939884359015,0.3023592080161143,0.37231293553765604,0.3178251848280529,0.6691759058871585,0.13554180304256083,0.7555843215648815,0.29436013554198837
c0.0_r1.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,35.2,0.3458582236845314,0.37651500382749575,0.38374688831777803,0.33162872829389495,0.31028475555840024,0.37183632922155657,0.798764588192622,0.6383939799373081,0.13632937833584352,0.742314513883332,0.3178838091243747
c0.0_r1.0_m0.5_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,42.4,0.35334208529942523,0.37577062252114246,0.3789731823164677,0.32630722607156903,0.30497564894415796,0.3664181845713533,0.48104342770420516,0.647124912013375,0.1356220481125911,0.740205149946624,0.3165758971758441
