configuration,fold,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,berlin_loss,sketchy_loss,classification_loss,berlin_weighted_acc,sketchy_weighted_acc
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,0.22677844464993208,0.3106596826451177,0.2733512497953234,0.2703643362611981,0.22670665763454625,0.3024921636436897,3.4248401025874275,2.090941745477019,1.02251740639672,1.5568690888535004,0.48900215836447114,0.7414445993243431
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,0.23120705089000584,0.2955523190460493,0.2766208220415317,0.2458715489973559,0.23114309518538942,0.30469530066425293,3.5038281876602952,2.0523976723672246,1.079306105519436,1.5667073502060103,0.4903823450657786,0.7298419312561045
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,0.19251123916013038,0.27299137258000217,0.25118733509956953,0.24463597299670306,0.19051947578778952,0.2817922271494143,3.4371286865983692,2.0785671133884365,1.01279948270625,1.5464025010302358,0.48997989157632904,0.7461304702424273
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,0.21227485710507504,0.2946270341750486,0.28573124690322194,0.26447538052484,0.2097871107173413,0.2925453147579388,3.38227610376903,1.8664351429140746,1.0333863781456436,1.4504504354891121,0.5401186671184034,0.7605810189058586
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,0.21518810471127742,0.27760573774981034,0.2654155215490373,0.2571365887334073,0.21455768419434385,0.2819278072873322,3.362645317887773,1.9453675669674502,1.0058429670686624,1.475608318039349,0.5123006149639888,0.7516613962036006
