configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,berlin_loss,sketchy_loss,classification_loss,berlin_weighted_acc,sketchy_weighted_acc
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eFalse_dFalse_n0.1_mean_4,0,5,0.21255678429277208,0.30814067131958256,0.22403618066219408,0.24399747082181503,0.21406300639741255,0.2920473498153637,4.166068182599788,2.5355148751155623,1.4998535916160565,2.020085288170649,0.41365946656100605,0.6404854216685101
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eFalse_dFalse_n0.1_mean_4,3,5,0.21362836864971296,0.3224127265771614,0.2227492352590957,0.24582373605146596,0.21334774668047754,0.3289694086383065,4.270810684865835,2.6869389838204594,1.511687014267761,2.099569364560502,0.38498031509044217,0.6428328312227921
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eFalse_dFalse_n0.1_mean_4,4,5,0.22276098222524976,0.31798368695106266,0.23718234100702848,0.2041204218681853,0.22137353500061124,0.3191168805208646,4.263855995275536,2.5756347391410443,1.5326298552903594,2.053567730708998,0.40784782876652115,0.6410642285413888
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eFalse_dFalse_n0.1_mean_4,2,4,0.23606507400393295,0.3389315782184676,0.2196858875298139,0.25395094731988677,0.2350039313946845,0.33692324634353343,4.4138318227821465,2.842768310888464,1.570342926320981,2.2053092158229983,0.34672736760548184,0.6093778879283642
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eFalse_dFalse_n0.1_mean_4,1,5,0.21230096147430624,0.30982324695841357,0.23909840170859886,0.24423413725766047,0.2127486514066214,0.30944307588162273,4.183254695717169,2.4498435323146053,1.511646479654069,1.9819805008112168,0.42841075199842454,0.6407171328006959
