data/Shapes/images/additional/C01I02_bucket.jpg,0
data/Shapes/images/additional/C01I03_barrel.jpg,1
data/Shapes/images/additional/C01I04_jerrycan.jpg,2
data/Shapes/images/additional/C01I05_carton.jpg,3
data/Shapes/images/additional/C01I09_trash can.jpg,4
data/Shapes/images/additional/C01I10_chest.jpg,0
data/Shapes/images/additional/C03I03_deep fryer.jpg,1
data/Shapes/images/additional/C03I06_coffee machine.png,2
data/Shapes/images/additional/C03I07_refrigerator.png,3
data/Shapes/images/additional/C03I11_water boiler.jpg,4
data/Shapes/images/additional/C04I02_factory.jpg,0
data/Shapes/images/additional/C04I05_house.jpg,1
data/Shapes/images/additional/C04I06_skyscraper.jpg,2
data/Shapes/images/additional/C05I01_artichocke.png,3
data/Shapes/images/additional/C05I02_cauliflower.png,4
data/Shapes/images/additional/C05I08_pumpkin.jpg,0
data/Shapes/images/additional/C05I14_tomato.png,1
data/Shapes/images/additional/C06I03_bottle.jpg,2
data/Shapes/images/additional/C06I11_cup.png,3
data/Shapes/images/additional/C06I14_vase.png,4
data/Shapes/images/additional/C08I06_hat.jpg,0
data/Shapes/images/additional/C08I07_toque.png,1
data/Shapes/images/additional/C08I08_crown.jpg,2
data/Shapes/images/additional/C08I09_cap.png,3
data/Shapes/images/additional/C08I11_helmet.jpg,4
data/Shapes/images/additional/C09I01_bottle opener.png,0
data/Shapes/images/additional/C09I02_fork.jpg,1
data/Shapes/images/additional/C09I05_corkscrew.png,2
data/Shapes/images/additional/C09I06_spoon.jpg,3
data/Shapes/images/additional/C09I07_knive.jpg,4
data/Shapes/images/additional/C09I11_rolling pin.jpg,0
data/Shapes/images/additional/C10I02_fox.png,1
data/Shapes/images/additional/C10I03_giraffe.png,2
data/Shapes/images/additional/C10I06_camel.png,3
data/Shapes/images/additional/C10I08_lion.jpg,4
data/Shapes/images/additional/C10I11_pig.jpg,0
data/Shapes/images/additional/C10I12_tiger.png,1
data/Shapes/images/additional/C10I13_zebra.png,2
data/Shapes/images/additional/C12I01_bath robe.jpg,3
data/Shapes/images/additional/C12I07_dress.png,4
data/Shapes/images/additional/C12I11_t-shirt.jpg,0
data/Shapes/images/additional/C12I13_vest.jpg,1
data/Shapes/images/additional/C13I04_pear.jpg,2
data/Shapes/images/additional/C13I08_orange.png,3
data/Shapes/images/additional/C13I09_plum.jpg,4
data/Shapes/images/additional/C14I01_tree.jpg,0
data/Shapes/images/additional/C17I01_ballerinas.jpg,1
data/Shapes/images/additional/C17I05_gumboots.png,2
data/Shapes/images/additional/C17I08_slippers.jpg,3
data/Shapes/images/additional/C17I10_sandals.png,4
data/Shapes/images/additional/C17I14_boots.jpg,0
data/Shapes/images/additional/C18I01_bench.png,1
data/Shapes/images/additional/C18I04_sofa.png,2
data/Shapes/images/additional/C18I05_stool.png,3
data/Shapes/images/additional/C18I07_armchair.png,4
data/Shapes/images/additional/C18I08_armchair.png,0
data/Shapes/images/additional/C18I11_chair.png,1
data/Shapes/images/additional/C19I03_tricycle.png,2
data/Shapes/images/additional/C19I07_truck.png,3
data/Shapes/images/additional/C19I08_motorcycle.png,4
data/Shapes/images/additional/C21I02_duck.png,0
data/Shapes/images/additional/C21I04_rooster.jpg,1
data/Shapes/images/additional/C21I08_pelican.png,2
data/Shapes/images/additional/C21I09_swallow.png,3
data/Shapes/images/additional/C21I10_swan.png,4
data/Shapes/images/additional/C24I02_dolphin.png,0
data/Shapes/images/additional/C24I07_shark.png,1
data/Shapes/images/additional/C24I08_fish.png,2
data/Shapes/images/additional/C24I12_swordfish.png,3
data/Shapes/images/additional/C24I13_whale.png,4
data/Shapes/images/additional/C25I09_sickle.png,0
