regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.048247011230311616,0.2013976543877228,0.9515853393676862,0.5875353984460663,0.7093030984461107,0.4099585629231405
lasso regression (beta = 0.005),correct,0.06478266009422338,0.23354882713907207,0.9349706591357065,0.5914305498920893,0.708543452891697,0.40561071472896093
lasso regression (beta = 0.01),correct,0.07348298886898945,0.24895345483099762,0.9261992455078513,0.5925996179110901,0.7091879872188361,0.4047079740415085
lasso regression (beta = 0.002),correct,0.05634226819978324,0.21756873111396693,0.9434522310071187,0.5902684524592149,0.7090656344968502,0.4064639965258443
lasso regression (beta = 0.02),correct,0.08424860921221301,0.2667604215536544,0.9153512709039665,0.5849682579527212,0.7046168861388558,0.4121430826884422
lasso regression (beta = 0.001),correct,0.052467951315635496,0.2098695209714871,0.9473443322781862,0.5855051324171832,0.7073412494710413,0.4114678468621338
lasso regression (beta = 0.05),correct,0.10472057976873309,0.29824975550287564,0.8947213405316448,0.5535597693129386,0.6866663584377776,0.4439077294521247
lasso regression (beta = 0.1),correct,0.13061249610183082,0.33413893410622697,0.8685455600873466,0.5330673420967234,0.6756427458977676,0.4646365431903013
lasso regression (beta = 0.2),correct,0.17470730240586152,0.3882562085802867,0.8240977800102733,0.49256678300153145,0.6537100930711186,0.5061891601235713
lasso regression (beta = 0.5),correct,0.29626166173397417,0.515149163519835,0.7017007134070544,0.48529748805030404,0.6603441071699162,0.5142638948710923
lasso regression (beta = 1.0),correct,0.501386514958713,0.6908709353643249,0.49765819758589813,0.6056430918462632,0.7581190869264717,0.3961264331261779
lasso regression (beta = 2.0),correct,0.9282921967782927,0.9579971513352419,0.07306552459056612,0.9513000311000871,0.9690878372946682,0.04999257109827013
lasso regression (beta = 5.0),correct,0.9983760754586812,0.993026813895985,0.0016349420509084722,1.0146153208755189,1.001029290604677,-0.01471447845288637
lasso regression (beta = 10.0),correct,0.9983760754586812,0.993026813895985,0.0016349420509084722,1.0146153208755189,1.001029290604677,-0.01471447845288637
