ant,0.6284322387097047,-0.334481966047247,0.04521393053191981,-0.3663064928387514,0.04602255878726552,-0.1899929292655331,0.14221273476869944,-0.10055261600858295,-0.5550315602779031,0.29938559654374197
apple,-0.3219273031266334,0.4836346619369081,-0.3507856539869717,-0.5590242718830722,-0.0021361308466494276,-0.05714295083976333,-0.03824333020624221,-0.030644922765787147,0.08642739542570936,0.33771545858076407
asparagus,-0.4085994205663787,-0.6156053863296994,0.09276717444942531,0.14382467607356683,0.3991806426884875,0.10602644943832698,0.18252436022887197,-0.2826597046397212,0.008037919918105992,0.0490705150872781
axe,-0.18550638769048058,-0.5235878017263383,0.4587261765712503,0.08927979549122275,-0.02853343574584124,0.1831674813785334,0.6024093842610131,0.2149853276703766,0.14599781047806148,0.117950539054588
banana,-0.48055802055195773,-0.3334218974306553,0.5436353014286808,-0.19336794091192497,0.053736601877863256,0.22718788972883566,0.1203062091597008,-0.21884554208148344,0.37985718222617293,-0.002778431295576979
bell pepper,-0.21002301061399015,0.5223546745864375,-0.39576920174756286,-0.3237325382509838,0.36421626734757695,0.12535110179529074,0.10486587672189335,-0.14381647928736213,0.26678634721132694,-0.010250959395770958
bicycle,0.44928612298292986,-0.017567776850193565,0.12481854544830688,-0.48697335499789424,-0.6464066383841457,0.03294962934804259,-0.2779737517966769,-0.15741154596044088,0.4461294438628674,-0.031152757262879777
blouse,0.08211892765302081,0.19730345219492001,-0.49376429882638356,0.30582218681618095,-0.35734303679143237,0.5839667406480903,-0.16802183252346642,-0.17186895241763914,-0.23923754446939482,0.1855009073931551
bowl,-0.6256546682931117,0.12938551813787916,-0.40484492191284505,-0.05073289109494715,-0.07766798361229761,-0.6582677225968092,-0.17279372854229216,-0.07370133011320908,-0.11309789792414666,0.2636863091627315
broccoli,-0.22602468298549022,-0.1416997904617941,-0.48406497140531635,-0.1450205611217337,0.5323057231328836,0.16624721522828484,-0.4072385942011133,0.056510815691187384,0.1825691791966795,0.044947523868494724
bus,0.05445086847271995,-0.47838713872691385,-0.03140428415826587,0.1991087311427753,-0.5945147715795502,-0.4355993802725982,-0.12291850315242758,-0.52219881631306,0.14355583948312833,-0.07953497852953105
butterfly,0.6339272793809507,-0.06703051124226751,-0.4347199845363282,-0.16448552423446258,-0.011777167612700165,0.06401932870104661,0.045708038317355836,0.5678347613353952,-0.2406939689571789,0.2529565953584801
car,0.2801145923102266,0.09781142193402724,0.019213421870445356,0.11699280848377137,0.05095631335746941,-0.37023840300214583,0.1320786518743416,-0.8951376414282445,0.0013374744638636042,0.04790576750264114
carrot,-0.15226302549552842,-0.4036650148986355,0.4682779200920894,0.1568251588606454,0.2627879485787682,0.029949588262967744,0.1619669039892383,-0.1785906149297663,0.050985623689218225,0.5488157039342784
cherry,0.25353434100026284,0.036206585527148095,-0.28436522098041894,-0.7388125894173834,-0.13820838485994413,0.11896375647737818,-0.053032829623545,0.28223851861908134,0.6170018874731922,0.14591110270581215
church,0.10150063423693524,0.48528640896314823,0.19648659221815726,0.5630827559757634,-0.5358757095164441,-0.46753459372722145,-0.20494537754824996,0.3101592784720062,0.14551308812258137,-0.017596337513243368
coat,-0.14065785797843483,0.14830890541480243,-0.15483909549658648,0.5003917656977481,-0.267765612493526,0.6952292532733464,-0.1186153652802101,-0.05091249555377713,-0.26576540071623356,0.12820807291102443
cow,0.20977882501152778,-0.17194626773552013,0.19841410260850828,-0.20973661111672437,-0.19522644746854861,-0.28937912987128034,-0.49106703942668906,-0.5262060918316587,-0.3774578629897698,-0.3216399255002039
dandelion,0.23994740709227055,0.020823173896804024,0.3175250144473627,0.01929244248657131,0.48099238990631255,0.32045440776399126,-0.3314436311507941,0.1942057256987148,0.5128306298071856,0.2830853147425684
dishwasher,-0.0896796019751989,-0.011759116478461399,-0.4397454548656652,0.30547945329110154,-0.3214751178411525,0.013523934647257346,0.1882010220961946,-0.061227777933718815,0.2119854259452006,-0.8160877483651939
donkey,0.3181890749388102,-0.12555207293060083,0.328096037699648,-0.08563943638199449,-0.15402828568374488,-0.335781372983896,-0.4920665161894052,-0.24629794299049285,-0.5615042625839267,-0.2678892020032956
dragonfly,0.3432439574522929,-0.3319410267596167,0.2595414122217127,0.05616765704944492,0.1521863360189096,-0.12791719113367506,0.18042129153735928,0.4597267725057997,-0.03884769886369767,0.5558350106838872
eagle,-0.14986151753790425,-0.006287681685537246,0.3405573961334255,-0.34004755676575793,-0.045600450216048506,0.05867745241513907,0.04199683848204243,0.5579933469077465,-0.42840060262554264,-0.2791363929001992
fly,0.6625626824593328,-0.1736815818147812,-0.07192379934597769,-0.18091785651285283,0.27448969005824136,-0.07650732260974985,0.3348538149348621,-0.16975498071135803,-0.46563368532560107,0.4336135755338435
glass,-0.6492733887029608,0.3248862406807018,0.04157395640554575,0.29145322258800793,0.4074810950728531,-0.0038709432861770547,-0.2982077286143912,-0.26309888005359744,0.14155682031974842,-0.2115478123550909
goat,0.542229386073595,-0.010547879260187416,0.29667992082666156,-0.1849962149411147,-0.06072567548259186,-0.361261759627735,-0.2786875076897035,-0.2761108403686326,-0.46112762703026766,-0.22290264737008225
hammer,-0.33336195241924177,-0.3302430323033472,0.5986592350623291,0.25977197180660105,-0.20836213419386176,0.22538892955264794,0.3352229415133121,0.2003285062675127,0.23149773596517395,0.24484183791126873
horse,0.4461365312000431,-0.24467557892349806,0.26139540629152236,-0.33416388897403326,-0.19454172860191918,-0.07602719395739342,-0.4686123474575117,-0.258208931448698,-0.3481220356661562,-0.4797402802016756
igloo,-0.3171432784695658,0.30075846254424904,-0.5917125349270654,0.02871028383598695,0.140622053503678,-0.6403878524510478,0.08326414995456889,0.14161836007547665,-0.19860592800174817,0.10508350788569322
jacket,-0.0025573243979648786,0.14875609608298376,-0.416231098894091,0.44552592823048054,-0.4355436460845909,0.5330037423023516,-0.12533863036510162,0.025483472117760912,-0.4719797535634839,0.12775445216830333
ladybug,-0.04358323145321312,0.27182347962374354,-0.30089977177011695,-0.569148242596561,0.09232126469181338,-0.21613165037664597,0.18653390564815753,0.017459190669382535,-0.31051834055723987,0.4224294317101321
lemon,-0.3613800165889218,0.24420321430871142,-0.3238117274057035,-0.5811921663402593,0.04350640148223535,-0.10531459612126605,0.1954594813041753,-0.16038570162505267,-0.0381347214912288,0.3457978123432043
lighthouse,-0.40288164526620796,-0.04416266348412241,0.17365099722645286,0.6095471236991947,-0.031347870677779964,0.060837174973190106,-0.4508130257522018,0.19930580811809284,0.3636629749327352,0.08869362937477628
microwave,-0.14919960664608575,-0.29776104397104874,-0.5723587577322019,0.22932131217402574,-0.5927117570474262,-0.3251211025241512,0.1244536762645567,-0.18167035664994452,0.11332199544710204,-0.39048618433444754
onion,-0.39037690409529735,0.31990613341947177,-0.44497530133892527,-0.5560111201566127,0.08354582823943464,-0.12410298630742263,0.04595536884596329,0.2975114771645619,0.11963617276022523,-0.00683861258180054
owl,-0.14131715895527247,0.2033096660046817,0.38207025965069397,-0.3084633394586946,0.13238799715392413,0.25887064993048525,0.0757261374871557,0.25569644955063986,-0.4728430790538134,-0.3667274606939391
