ant,0.1751505194552882,0.38097906353385036,0.28598688242887105,0.6689137087704309,0.3603349829727131,-0.16739894756601775,-0.03682183559684108,-0.5053015846877319
apple,-0.3878367078746371,0.04081778564268591,-0.21628563913745047,0.29569315950316416,0.24073738765403085,-0.16408125011862507,-0.20334300012825113,0.6961520646008722
asparagus,0.38073268660408344,-0.47880060780026795,0.5877564484747053,-0.08178004341245616,-0.001670003827829368,-0.05383578946465068,0.23303154053157132,0.2249402332123104
axe,0.6579255156686047,0.18793618054985442,0.593745609341192,-0.3574403611308753,-0.1428923498407144,-0.11505344234721683,-0.06312279173590668,0.16228092076204256
banana,0.42427859417175706,0.017064122746089528,0.3435113642136359,-0.2547195674565795,-0.14939613698524853,-0.020001684388961993,0.5366816560890798,0.5134308653417555
bell pepper,-0.34896458649512785,-0.4582026067617835,-0.21523565543661188,0.21366028619912694,0.27082746113839457,-0.06972049606417484,-0.049101848992542746,0.5612797245471574
bicycle,-0.6492370508194515,0.7650703299453029,0.2370459656831443,-0.19849575012660475,0.1337086376761025,-0.04698258656058277,0.27210005426385975,-0.03591797962269125
blouse,-0.4435183255130285,-0.059912820997846374,-0.11950890866879378,-0.4362859810340062,0.3772601436284621,0.4667528128606249,-0.4698545401717657,-0.11704747629912376
bowl,-0.34258363373404627,0.11315326876069416,-0.18846791069755553,0.30360426969596094,-0.5894607756565173,-0.24722826545923535,-0.28377747442747997,0.6180825078143839
broccoli,-0.08959788311722057,-0.5744131781813164,-0.24691794849897855,-0.03408940907531675,0.46828975670609835,-0.40946529930980174,-0.038172110873029734,0.17157818264224917
bus,-0.4873578805009719,0.20087651102554843,0.6796636434767677,0.050717030547399136,-0.5155067960681301,0.12564505776870782,0.21241171464361233,-0.27725439446342703
butterfly,-0.03691818470579654,0.316877755824465,-0.17294626226918686,0.10506495295621572,0.48059971087144254,-0.34716990290735844,-0.6010351719330068,-0.47301683324837207
car,-0.5050807641678563,-0.32411326388314904,0.41843330206094076,0.4824131103413169,-0.10937282844683693,0.007015335523294503,0.48390331303619216,-0.23786755278210275
carrot,0.44302110313965315,-0.15302493711193135,0.519242496445208,-0.09866121026508907,-0.0096557802151549,-0.4436977332491028,0.37567052473942786,0.07788606164990816
cherry,-0.45970193024718775,0.5337495730122933,-0.10255688643824636,-0.16672832409498534,0.4945052309014658,-0.5243034023025245,-0.03814958986061794,0.4075022119930271
church,-0.18811637846388507,0.21568801620526765,-0.6164923333890275,-0.31838345349406466,-0.7611671408727747,0.18864646769234603,0.10366095181649834,-0.33808856462579095
coat,-0.0715465283635821,-0.17771700534010482,-0.03657848010642848,-0.6502524692035885,0.26929864716692425,0.5765119228006977,-0.31763583383178007,0.02811357635037117
