regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.017109093390620587,0.11905437991393857,0.9824478518475114,0.6225331973448072,0.7589546534005541,0.3564754966336804
linear regression,shuffled,0.024097132135412206,0.14123933781846892,0.9758842592272745,1.21629802990405,1.081181359407628,-0.2246172593151744
lasso regression (beta = 0.001),correct,0.01831184859872642,0.12269471341962042,0.9812166122078296,0.6100768485664915,0.7497016775668879,0.37036788798736675
lasso regression (beta = 0.002),correct,0.019844885565578188,0.12757006047296268,0.9796458718472574,0.6062096464191183,0.746507435807375,0.37417571991325266
lasso regression (beta = 0.005),correct,0.023528116826268257,0.1387195695867585,0.975858431184803,0.6000170875434775,0.741840599682427,0.38022254019801227
lasso regression (beta = 0.01),correct,0.027966624376697256,0.1511195927723395,0.9712763901957717,0.5982823384850944,0.739941412433536,0.38232559902694807
lasso regression (beta = 0.02),correct,0.03448164795981387,0.16778858466033997,0.9645687244346124,0.5947090370023986,0.7369242870410728,0.38651447916931186
lasso regression (beta = 0.05),correct,0.04866819646564983,0.1998937351910768,0.9499676980777504,0.5834435065302214,0.7284056039844479,0.39687347843122367
lasso regression (beta = 0.1),correct,0.06845715707528416,0.23890880439361795,0.9295459808000012,0.5892967299893106,0.7315903402895526,0.3904171505475372
lasso regression (beta = 0.2),correct,0.10869283422798177,0.305954665864905,0.8879792884150252,0.63273840805664,0.7611492234941074,0.3444172840817366
lasso regression (beta = 0.5),correct,0.25133722208109355,0.4808133688565713,0.739738768028824,0.7047288652283911,0.8138283992368737,0.2686517183484862
lasso regression (beta = 1.0),correct,0.5260160018319091,0.7123697380552529,0.4547641610221298,0.8206734981939905,0.8906915465248829,0.15605357686692276
lasso regression (beta = 2.0),correct,0.9169589835506406,0.9509472104013423,0.06809585721022296,0.9619324585620643,0.9733822980482234,0.02514893678674779
lasso regression (beta = 5.0),correct,0.9977445373569411,0.994306001066272,0.002197661868566958,1.0338319396452968,1.0116955227880304,-0.032964928027356344
lasso regression (beta = 10.0),correct,0.9977445373569411,0.994306001066272,0.002197661868566958,1.0338319396452968,1.0116955227880304,-0.032964928027356344
random forest regression,correct,0.002622819469617663,0.02151195908746064,0.9973140625349202,0.8228538482200201,0.881879251441163,0.1610580356503515
random forest regression,shuffled,0.0030336100974904883,0.027796588597032757,0.9969678125019845,1.1425406427424247,1.0521621434892847,-0.13555307579191714
