aggregator,block_size,image_size,scoring,weights,kendall
mean,29,10,Manhattan,optimized,0.214650724954073
median,29,10,Euclidean,fixed,0.03645370255494242
median,29,10,Euclidean,optimized,0.08296941815733153
median,29,10,InnerProduct,fixed,0.016698051067484555
median,29,10,InnerProduct,optimized,0.09327419622681508
median,29,10,Manhattan,fixed,0.03298095563666216
median,29,10,Manhattan,optimized,0.07885426029439532
min,29,10,Euclidean,fixed,0.22378411520961572
min,29,10,Euclidean,optimized,0.2965691638392216
min,29,10,InnerProduct,fixed,0.17231017678969857
min,29,10,InnerProduct,optimized,0.24440397096539898
min,29,10,Manhattan,fixed,0.22271828074008107
min,29,10,Manhattan,optimized,0.2700149624912658
max,32,9,Euclidean,fixed,0.05839962178695336
max,32,9,Euclidean,optimized,0.06294953161560977
max,32,9,InnerProduct,fixed,0.05845894643079124
max,32,9,InnerProduct,optimized,0.0710873464271142
max,32,9,Manhattan,fixed,0.05839962178695336
max,32,9,Manhattan,optimized,0.0616450493981465
mean,32,9,Euclidean,fixed,0.1401674245374557
mean,32,9,Euclidean,optimized,0.19422350184371315
mean,32,9,InnerProduct,fixed,0.07212112054590834
mean,32,9,InnerProduct,optimized,0.14988682960306715
mean,32,9,Manhattan,fixed,0.16981953511229209
mean,32,9,Manhattan,optimized,0.21174073990871722
median,32,9,Euclidean,fixed,0.020758482377554028
median,32,9,Euclidean,optimized,0.055716131449377884
median,32,9,InnerProduct,fixed,0.012464613373059454
median,32,9,InnerProduct,optimized,0.09643073040516541
median,32,9,Manhattan,fixed,0.0268677906023224
median,32,9,Manhattan,optimized,0.05900221718980907
min,32,9,Euclidean,fixed,0.21552281651888824
min,32,9,Euclidean,optimized,0.2895395381462402
min,32,9,InnerProduct,fixed,0.16758440139901076
min,32,9,InnerProduct,optimized,0.25528174584157715
min,32,9,Manhattan,fixed,0.21589393246267163
min,32,9,Manhattan,optimized,0.2666591958566906
max,36,8,Euclidean,fixed,0.027349459910537534
max,36,8,Euclidean,optimized,0.02486799586223259
max,36,8,InnerProduct,fixed,0.027349459910537534
max,36,8,InnerProduct,optimized,0.03341257508719223
max,36,8,Manhattan,fixed,0.027349459910537534
max,36,8,Manhattan,optimized,0.023248090001942716
mean,36,8,Euclidean,fixed,0.1519559393097134
mean,36,8,Euclidean,optimized,0.20962870930072963
mean,36,8,InnerProduct,fixed,0.07210023743736582
mean,36,8,InnerProduct,optimized,0.15387087581558986
mean,36,8,Manhattan,fixed,0.18174830403419906
mean,36,8,Manhattan,optimized,0.22358220961625733
median,36,8,Euclidean,fixed,0.029469489139817357
median,36,8,Euclidean,optimized,0.06785679170012653
median,36,8,InnerProduct,fixed,0.019628201850954714
median,36,8,InnerProduct,optimized,0.1113765084914569
median,36,8,Manhattan,fixed,0.035370616092230314
median,36,8,Manhattan,optimized,0.044983546804949
min,36,8,Euclidean,fixed,0.23035968611200816
min,36,8,Euclidean,optimized,0.29797862710901396
min,36,8,InnerProduct,fixed,0.17259866983142821
min,36,8,InnerProduct,optimized,0.2527325552925473
min,36,8,Manhattan,fixed,0.23048552740969044
min,36,8,Manhattan,optimized,0.2748218608551755
max,41,7,Euclidean,fixed,0.0595350540867486
max,41,7,Euclidean,optimized,0.06268831494137636
max,41,7,InnerProduct,fixed,0.0595350540867486
max,41,7,InnerProduct,optimized,0.0710873464271142
max,41,7,Manhattan,fixed,0.0595350540867486
max,41,7,Manhattan,optimized,0.0612246610808837
mean,41,7,Euclidean,fixed,0.13788463973490048
mean,41,7,Euclidean,optimized,0.18831749694096284
mean,41,7,InnerProduct,fixed,0.07160556880376466
mean,41,7,InnerProduct,optimized,0.1613116294835291
mean,41,7,Manhattan,fixed,0.1769334423208622
mean,41,7,Manhattan,optimized,0.2165756342515063
median,41,7,Euclidean,fixed,0.023566259906554567
median,41,7,Euclidean,optimized,0.07374489463056041
median,41,7,InnerProduct,fixed,0.0070656033904726735
median,41,7,InnerProduct,optimized,0.10814332018521189
median,41,7,Manhattan,fixed,0.022179818571510426
median,41,7,Manhattan,optimized,0.056745851144315275
min,41,7,Euclidean,fixed,0.2048706696616654
min,41,7,Euclidean,optimized,0.25621300159818955
min,41,7,InnerProduct,fixed,0.15846289759011836
min,41,7,InnerProduct,optimized,0.21355183430281519
min,41,7,Manhattan,fixed,0.20248232635729616
min,41,7,Manhattan,optimized,0.23615548256834992
max,48,6,Euclidean,fixed,0.02021891937619024
max,48,6,Euclidean,optimized,0.017394642211592808
max,48,6,InnerProduct,fixed,0.02021891937619024
max,48,6,InnerProduct,optimized,0.034692449425015745
max,48,6,Manhattan,fixed,0.02021891937619024
max,48,6,Manhattan,optimized,0.017394642211592808
mean,48,6,Euclidean,fixed,0.13930469111579247
mean,48,6,Euclidean,optimized,0.19795809551820748
mean,48,6,InnerProduct,fixed,0.07090859505615775
mean,48,6,InnerProduct,optimized,0.16168296975560598
mean,48,6,Manhattan,fixed,0.1709230226434655
mean,48,6,Manhattan,optimized,0.20832028490289994
median,48,6,Euclidean,fixed,0.034320203455990746
median,48,6,Euclidean,optimized,0.06187386522612561
median,48,6,InnerProduct,fixed,0.01805950445199795
median,48,6,InnerProduct,optimized,0.12087858474768094
median,48,6,Manhattan,fixed,0.033632096964540684
median,48,6,Manhattan,optimized,0.06643061572845335
min,48,6,Euclidean,fixed,0.22756461769969907
min,48,6,Euclidean,optimized,0.26643214504919505
min,48,6,InnerProduct,fixed,0.1764984104714607
min,48,6,InnerProduct,optimized,0.21103927953891302
min,48,6,Manhattan,fixed,0.22661863365102716
min,48,6,Manhattan,optimized,0.24942163393556713
max,57,5,Euclidean,fixed,0.02021891937619024
max,57,5,Euclidean,optimized,0.01768595357997408
max,57,5,InnerProduct,fixed,0.02021891937619024
max,57,5,InnerProduct,optimized,0.034692449425015745
max,57,5,Manhattan,fixed,0.02021891937619024
max,57,5,Manhattan,optimized,0.01768595357997408
mean,57,5,Euclidean,fixed,0.13929294436723727
mean,57,5,Euclidean,optimized,0.1945853110962478
mean,57,5,InnerProduct,fixed,0.07039173811973015
mean,57,5,InnerProduct,optimized,0.15212190498395556
mean,57,5,Manhattan,fixed,0.17101047066048736
mean,57,5,Manhattan,optimized,0.21487890457723352
median,57,5,Euclidean,fixed,0.019220170190392117
median,57,5,Euclidean,optimized,0.0510853801233216
median,57,5,InnerProduct,fixed,0.008616216233037897
median,57,5,InnerProduct,optimized,0.058876888337788556
median,57,5,Manhattan,fixed,0.03437110406213238
median,57,5,Manhattan,optimized,0.04564211127272046
min,57,5,Euclidean,fixed,0.20401784762708677
min,57,5,Euclidean,optimized,0.22615376674602458
min,57,5,InnerProduct,fixed,0.14383455859077848
min,57,5,InnerProduct,optimized,0.2078657820690482
min,57,5,Manhattan,fixed,0.1998765913815816
min,57,5,Manhattan,optimized,0.21089464885856204
max,71,4,Euclidean,fixed,-0.022446203515343724
max,71,4,Euclidean,optimized,-0.0229020744240089
max,71,4,InnerProduct,fixed,-0.022446203515343724
max,71,4,InnerProduct,optimized,-0.06120125727072499
max,71,4,Manhattan,fixed,-0.022446203515343724
max,71,4,Manhattan,optimized,-0.0229020744240089
mean,71,4,Euclidean,fixed,0.15062203075155936
mean,71,4,Euclidean,optimized,0.20794678067557076
mean,71,4,InnerProduct,fixed,0.06900301140165196
mean,71,4,InnerProduct,optimized,0.1372310377484333
mean,71,4,Manhattan,fixed,0.1883995741049946
mean,71,4,Manhattan,optimized,0.2187618060020581
median,71,4,Euclidean,fixed,-0.003214876936606721
median,71,4,Euclidean,optimized,0.0795176785197356
median,71,4,InnerProduct,fixed,-0.0005542975713833836
median,71,4,InnerProduct,optimized,0.06957078297881938
median,71,4,Manhattan,fixed,0.012338201853046045
median,71,4,Manhattan,optimized,0.05822576442716585
min,71,4,Euclidean,fixed,0.18173241074495436
min,71,4,Euclidean,optimized,0.21334375609079353
min,71,4,InnerProduct,fixed,0.1587518675982159
min,71,4,InnerProduct,optimized,0.1776511545805926
min,71,4,Manhattan,fixed,0.17707291068873085
min,71,4,Manhattan,optimized,0.20362171310386784
max,95,3,Euclidean,fixed,-0.022446203515343724
max,95,3,Euclidean,optimized,-0.0229020744240089
max,95,3,InnerProduct,fixed,-0.022446203515343724
max,95,3,InnerProduct,optimized,-0.06120125727072499
max,95,3,Manhattan,fixed,-0.022446203515343724
max,95,3,Manhattan,optimized,-0.0229020744240089
mean,95,3,Euclidean,fixed,0.14355701409276497
mean,95,3,Euclidean,optimized,0.15063223648962068
mean,95,3,InnerProduct,fixed,0.06820553769418412
mean,95,3,InnerProduct,optimized,0.1402023141238037
mean,95,3,Manhattan,fixed,0.16893782213764133
mean,95,3,Manhattan,optimized,0.16766974943838892
median,95,3,Euclidean,fixed,0.005526072703143991
median,95,3,Euclidean,optimized,0.0807948470348562
median,95,3,InnerProduct,fixed,-0.003343720974462652
median,95,3,InnerProduct,optimized,0.06412730303359052
median,95,3,Manhattan,fixed,0.025378674930317674
median,95,3,Manhattan,optimized,0.0804340257061856
min,95,3,Euclidean,fixed,0.09664209249073215
min,95,3,Euclidean,optimized,0.11167178283361837
min,95,3,InnerProduct,fixed,0.17137483098659595
min,95,3,InnerProduct,optimized,0.17617521541835746
min,95,3,Manhattan,fixed,0.0915950981693333
min,95,3,Manhattan,optimized,0.10362353143782801
max,142,2,Euclidean,fixed,nan
max,142,2,Euclidean,optimized,nan
max,142,2,InnerProduct,fixed,nan
max,142,2,InnerProduct,optimized,nan
max,142,2,Manhattan,fixed,nan
max,142,2,Manhattan,optimized,nan
mean,142,2,Euclidean,fixed,0.09264269027179498
mean,142,2,Euclidean,optimized,0.09625903575202222
mean,142,2,InnerProduct,fixed,0.06335674092946565
mean,142,2,InnerProduct,optimized,0.10591060262999932
mean,142,2,Manhattan,fixed,0.09207232036972714
mean,142,2,Manhattan,optimized,0.09857458784981868
median,142,2,Euclidean,fixed,0.04589537411706019
median,142,2,Euclidean,optimized,0.04606898130656863
median,142,2,InnerProduct,fixed,0.03936693784128913
median,142,2,InnerProduct,optimized,0.10146838563051193
median,142,2,Manhattan,fixed,0.04404619980458193
median,142,2,Manhattan,optimized,0.04071283947427766
min,142,2,Euclidean,fixed,0.023850044884835876
min,142,2,Euclidean,optimized,0.02154437350646258
min,142,2,InnerProduct,fixed,0.0328874506049532
min,142,2,InnerProduct,optimized,nan
min,142,2,Manhattan,fixed,0.023850044884835876
min,142,2,Manhattan,optimized,0.02154437350646258
max,283,1,Euclidean,fixed,nan
max,283,1,Euclidean,optimized,nan
max,283,1,InnerProduct,fixed,nan
max,283,1,InnerProduct,optimized,nan
max,283,1,Manhattan,fixed,nan
max,283,1,Manhattan,optimized,nan
mean,283,1,Euclidean,fixed,0.08518089455069251
mean,283,1,Euclidean,optimized,0.08457145171944104
mean,283,1,InnerProduct,fixed,0.06251228022777712
mean,283,1,InnerProduct,optimized,0.06323919001959799
mean,283,1,Manhattan,fixed,0.08518089455069251
mean,283,1,Manhattan,optimized,0.08457145171944104
median,283,1,Euclidean,fixed,0.12391482962269655
median,283,1,Euclidean,optimized,0.12252541581080989
median,283,1,InnerProduct,fixed,0.1062223901527696
median,283,1,InnerProduct,optimized,0.10472445798233132
median,283,1,Manhattan,fixed,0.12391482962269655
median,283,1,Manhattan,optimized,0.12252541581080989
min,283,1,Euclidean,fixed,nan
min,283,1,Euclidean,optimized,nan
min,283,1,InnerProduct,fixed,nan
min,283,1,InnerProduct,optimized,nan
min,283,1,Manhattan,fixed,nan
min,283,1,Manhattan,optimized,nan
