n_dims,data_source,scoring,weights,pearson,spearman,kendall,r2_linear,r2_isotonic
1,MDS,Euclidean,fixed,0.19852285342714174,0.19034466734216926,0.12743742363109675,0.039411323332854575,0.04776389192150676
1,MDS,Euclidean,optimized,0.19758268319331326,0.1914289465552081,0.12863244305803273,0.04146520046612627,0.07212478248479685
1,MDS,InnerProduct,fixed,0.151466840211126,0.17851531140419133,0.11943451866484574,0.02294220368354294,0.05644691631769694
1,MDS,InnerProduct,optimized,0.1501173689254712,0.17906323550078618,0.12036624377915384,0.025499409674157848,0.07029212291589045
1,MDS,Manhattan,fixed,0.19852285342714174,0.19034466734216926,0.12743742363109675,0.039411323332854575,0.04776389192150676
1,MDS,Manhattan,optimized,0.19758268319331324,0.1914289465552081,0.12863244305803273,0.0414652004661263,0.07212478248479685
2,MDS,Euclidean,fixed,0.6547984257089181,0.6477331200310805,0.46754562137364647,0.42876097831087756,0.5059891225579726
2,MDS,Euclidean,optimized,0.6545458556891968,0.6468661885621141,0.46808458043555995,0.4293746689351775,0.5365413178603203
2,MDS,InnerProduct,fixed,0.5616962532953731,0.5529511814791735,0.38799515074566315,0.31550268096605993,0.34682687448030447
2,MDS,InnerProduct,optimized,0.5592654713298819,0.5491043729074685,0.3863728670677447,0.31367171723962006,0.3726991199005848
2,MDS,Manhattan,fixed,0.6280104165533662,0.6224205246882173,0.446928318398576,0.3943970832995325,0.48426939413075787
2,MDS,Manhattan,optimized,0.627980142354769,0.6221416354968444,0.4472782021644076,0.3951819031204442,0.5208129332199836
3,MDS,Euclidean,fixed,0.7032211519405464,0.6779560875561418,0.4921609302750093,0.49451998853658896,0.5534249253500596
3,MDS,Euclidean,optimized,0.7041918728036232,0.6771804720069378,0.4916105441414726,0.49632098436497146,0.5837010785112399
3,MDS,InnerProduct,fixed,0.6232630970465708,0.6158759638293612,0.4386181775089252,0.3884568881400833,0.44994580984762667
3,MDS,InnerProduct,optimized,0.6220675624516842,0.6106067960697905,0.435201405637822,0.38755920729487076,0.4832576828228484
3,MDS,Manhattan,fixed,0.6712773184364939,0.6498456369096649,0.46493116183317684,0.4506132382472898,0.5184664297344799
3,MDS,Manhattan,optimized,0.673406935307683,0.6508702796354263,0.4666865244931765,0.45408629212639556,0.548922476930439
4,MDS,Euclidean,fixed,0.7500369546158095,0.7102827296250688,0.5205349555854013,0.5625554332893578,0.6198861600237797
4,MDS,Euclidean,optimized,0.7500687116186749,0.7103027012365909,0.5215079260847377,0.5630095813946425,0.6434842264284046
4,MDS,InnerProduct,fixed,0.6790462804499129,0.6669042690489979,0.48188034360740006,0.4611038509928618,0.5477744371817002
4,MDS,InnerProduct,optimized,0.6754578504490766,0.6632723764975266,0.47918077926726477,0.4564696691028877,0.5638479729465985
4,MDS,Manhattan,fixed,0.7047199451497801,0.6645701065103178,0.4805716367413797,0.49663020109190914,0.5651763533308569
4,MDS,Manhattan,optimized,0.705622419395804,0.6653936265998112,0.4817993297285422,0.4980625694824613,0.5946873300008784
5,MDS,Euclidean,fixed,0.7927336120570394,0.7558309944244348,0.5619320420719555,0.6284265796850006,0.6843397711136424
5,MDS,Euclidean,optimized,0.7936706580128305,0.7570282610774963,0.5639526108860073,0.630137676173872,0.7086871991389769
5,MDS,InnerProduct,fixed,0.7225193665508604,0.7114098750297115,0.5189544630948351,0.5220342350410567,0.6036751165281602
5,MDS,InnerProduct,optimized,0.7216348746308647,0.7082694702484125,0.5160904392396863,0.5211097788673047,0.6237857765565284
5,MDS,Manhattan,fixed,0.7332151348481458,0.6932768168400552,0.5048442594204889,0.5376044339703846,0.6095053987925885
5,MDS,Manhattan,optimized,0.7361356755921954,0.6967759959156596,0.5088081494526399,0.5419939484284184,0.6352466912500863
6,MDS,Euclidean,fixed,0.8232575607521625,0.7803563781266115,0.5892849018292526,0.6777530113356007,0.7280187703258965
6,MDS,Euclidean,optimized,0.823328233435827,0.779833946237954,0.589865491708975,0.6779446390585507,0.7447714991200775
6,MDS,InnerProduct,fixed,0.751768299702093,0.7337272783234264,0.5422019812987544,0.565155576436976,0.6545400786881472
6,MDS,InnerProduct,optimized,0.7467314212228806,0.7267971575343909,0.5370138411395687,0.5578642265319702,0.6613661574973557
6,MDS,Manhattan,fixed,0.7692079806791555,0.7284333245627042,0.5394732930175337,0.591680917540504,0.6654047295011443
6,MDS,Manhattan,optimized,0.7708401557248334,0.7288268228912729,0.5404304969284629,0.5944710358907013,0.6896358309376923
7,MDS,Euclidean,fixed,0.8425571298209739,0.8010692202401803,0.611546704778931,0.7099025170121576,0.755106466084178
7,MDS,Euclidean,optimized,0.8424593106841767,0.7999968150350744,0.6116113279889852,0.7098913458790772,0.7726484452272077
7,MDS,InnerProduct,fixed,0.7720718764948697,0.7533388341930914,0.5615105774078045,0.5960949824743098,0.682511773895553
7,MDS,InnerProduct,optimized,0.7682647524187252,0.7506486563732917,0.5597859229897731,0.5906152299598177,0.6962307642753705
7,MDS,Manhattan,fixed,0.7782602490190592,0.7451634209455257,0.5536356874096368,0.605689015203208,0.680170502292387
7,MDS,Manhattan,optimized,0.7823894770340722,0.7488233430211381,0.5587673170684821,0.6125624505458883,0.707503950521958
