n_dims,data_source,scoring,weights,pearson,spearman,kendall,r2_linear,r2_isotonic
8,MDS,Euclidean,fixed,0.85784051022461,0.8184335240186811,0.6303767218534544,0.7358903409824191,0.778638433214782
8,MDS,Euclidean,optimized,0.8578309251627916,0.8179900168524672,0.63142730443672,0.735979475796343,0.7954931550488203
8,MDS,InnerProduct,fixed,0.7889576344662173,0.7694625997846288,0.5782450879278573,0.6224541489825293,0.7068484562545612
8,MDS,InnerProduct,optimized,0.7771632243885775,0.7569700407514499,0.5666360171301131,0.6041659843537401,0.7006882632926791
8,MDS,Manhattan,fixed,0.7861083595436592,0.7424591662401518,0.5516297913328244,0.617966352944423,0.688365794402185
8,MDS,Manhattan,optimized,0.7902386293963827,0.7476915821677699,0.5575739263419269,0.624743895056269,0.7151954039159076
9,MDS,Euclidean,fixed,0.8735192271394622,0.8374554590958981,0.6493869446138181,0.7630358401823232,0.7976588796000124
9,MDS,Euclidean,optimized,0.8734595065215528,0.8369690545130808,0.6505222310923342,0.7630148490090509,0.8130372167100239
9,MDS,InnerProduct,fixed,0.8079720076070467,0.7870710215683887,0.5935783269126603,0.6528187650765616,0.7243994569743711
9,MDS,InnerProduct,optimized,0.802987048024176,0.7804449211239294,0.5879648549798274,0.6448743447189228,0.7394098029507145
9,MDS,Manhattan,fixed,0.8032681535769315,0.7583623985116712,0.5667444201413622,0.6452397265508927,0.7038554608695058
9,MDS,Manhattan,optimized,0.8064670578113272,0.7617664272277149,0.5713824575254275,0.6505267919588482,0.7265169633458836
10,MDS,Euclidean,fixed,0.8875267062843171,0.8516397971517188,0.6660407072309261,0.7877036543678887,0.8153817031445697
10,MDS,Euclidean,optimized,0.8872754942608271,0.850496720012457,0.6657418889556106,0.7873214120004797,0.8297240460575613
10,MDS,InnerProduct,fixed,0.8245537738707008,0.7997983786581584,0.6072434323902862,0.6798889260044148,0.7435930721313966
10,MDS,InnerProduct,optimized,0.8125923258075195,0.7823218767192684,0.5910438059261175,0.6603509251411246,0.7441393077566282
10,MDS,Manhattan,fixed,0.8177206675594656,0.7746466281298953,0.5829018785745167,0.6686670901538976,0.7202265827696261
10,MDS,Manhattan,optimized,0.8233110598169582,0.781513299930803,0.5907052094807105,0.6781595278749246,0.7463499575069849
