n_dims,data_source,scoring,weights,pearson,spearman,kendall,r2_linear,r2_isotonic
4,MDS,Euclidean,fixed,0.7389079570024364,0.7309754434359949,0.5365575059368065,0.5459849689215143,0.5802633571969118
4,MDS,Euclidean,optimized,0.7406185402720369,0.733599546252368,0.5406004538959792,0.5488682959946266,0.6128723655809601
4,MDS,InnerProduct,fixed,0.6769859346846757,0.681061255548373,0.4914696494473597,0.45830995576088385,0.5035823315360375
4,MDS,InnerProduct,optimized,0.6861901913058491,0.6907149433146131,0.5016745269539784,0.47153145827773735,0.5488579779800301
4,MDS,Manhattan,fixed,0.6971913561838277,0.6876874580681364,0.4968787742141392,0.4860757871374449,0.5351026460034376
4,MDS,Manhattan,optimized,0.7034423936575593,0.6980335273771483,0.5071391302577231,0.49528162926385316,0.5752271009664933
