aggregator,block_size,image_size,scoring,weights,pearson,spearman,kendall,r2_linear,r2_isotonic
max,11,28,Manhattan,fixed,0.1593843208703322,0.1444032965792823,0.09732963409269085,0.025403361739297137,0.03911879275196495
max,11,28,Manhattan,optimized,0.21391573682063272,0.19567045231061592,0.13238754241119363,0.04971501396223914,0.09141021238862863
mean,11,28,Euclidean,fixed,0.1924781186023187,0.18526196080237023,0.12520799372540062,0.037047826140688356,0.055633146553782375
mean,11,28,Euclidean,optimized,0.27018286942862935,0.26576503432127074,0.1796679794514802,0.07333537882952837,0.12271409500251759
mean,11,28,InnerProduct,fixed,0.09019070216736998,0.09918578152577269,0.06692277875709374,0.00813436275744317,0.023993525749659628
mean,11,28,InnerProduct,optimized,0.1901963030722466,0.19812307806689955,0.13319569909990583,0.03650727724299929,0.07720436071258055
mean,11,28,Manhattan,fixed,0.21096792407510045,0.21449258989924438,0.1451881760516259,0.0445074649885574,0.07295529410371282
mean,11,28,Manhattan,optimized,0.28877910751556946,0.276371939567876,0.1871320041426059,0.08478985315672305,0.13960371301583435
median,11,28,Euclidean,fixed,0.18282295991632977,0.17938067024439555,0.12093623271351472,0.03342423467256794,0.04778230033563491
median,11,28,Euclidean,optimized,0.2529800333056242,0.2438904468494431,0.16448057604349553,0.06512220960740311,0.1106654906921268
median,11,28,InnerProduct,fixed,0.09068341939377941,0.09752318826763184,0.06571943805711111,0.008223482552948247,0.023928331318584295
median,11,28,InnerProduct,optimized,0.18401199808219243,0.18735617092686713,0.12573509046294204,0.034694791513171896,0.08571470366075187
median,11,28,Manhattan,fixed,0.21119050496753697,0.2153385674285012,0.14549331737075907,0.04460142938844325,0.07220616721852535
median,11,28,Manhattan,optimized,0.28835609970436116,0.2735142166004804,0.18472341669091957,0.08456436239593397,0.14181279337626698
min,11,28,Euclidean,fixed,0.20737451702453139,0.20479201751543635,0.13858706910181426,0.04300419031115765,0.06609728694140371
min,11,28,Euclidean,optimized,0.33478760530787655,0.31623142438053586,0.21452613387342842,0.11235246465803142,0.15411984761491587
min,11,28,InnerProduct,fixed,0.11602693774084784,0.13421030962222272,0.09102011940298128,0.013462250281518595,0.03531318705645736
min,11,28,InnerProduct,optimized,0.26960155772769173,0.2739309280876404,0.18507818510230617,0.0736343531343139,0.12451209656400189
min,11,28,Manhattan,fixed,0.23232141108951726,0.24485505143181643,0.16597386380390083,0.053973238050624595,0.0875621946720001
min,11,28,Manhattan,optimized,0.3414553243564171,0.32684725118569413,0.22094902196161148,0.11682810408768063,0.16676711705248357
max,12,25,Euclidean,fixed,0.13422824021724114,0.11512009341386611,0.07738455584106699,0.018017220471817308,0.0284119635010176
max,12,25,Euclidean,optimized,0.1990916126855117,0.19015882913445534,0.12890193508552703,0.04129725184081219,0.08256254770415525
max,12,25,InnerProduct,fixed,0.06380304487540474,0.06148725891422468,0.04139560939076858,0.0040708285353728835,0.016322269424271174
max,12,25,InnerProduct,optimized,0.13472881959133765,0.14544332163414428,0.09846282037545946,0.018648219734231187,0.04849523574739949
max,12,25,Manhattan,fixed,0.15611151591788128,0.14080843532940085,0.09487481987954034,0.024370805402178952,0.03575898514042197
max,12,25,Manhattan,optimized,0.20736911130306934,0.19007908783477853,0.12874404526766017,0.04712145522410967,0.09311516763356142
mean,12,25,Euclidean,fixed,0.19354942759611451,0.18669852860712746,0.12620847993749748,0.037461380922783616,0.052494206806719235
mean,12,25,Euclidean,optimized,0.27509099210800725,0.268134151878217,0.18122380796064141,0.07616530763902815,0.1240822043252803
mean,12,25,InnerProduct,fixed,0.09013419849509197,0.0991734234934155,0.06690800779923797,0.008124173738352614,0.023884628594645796
mean,12,25,InnerProduct,optimized,0.16828311726936543,0.18005848133501604,0.12133410745634557,0.02861765556294831,0.06131210986826972
mean,12,25,Manhattan,fixed,0.2112746690527327,0.21520799812059277,0.1456204727515378,0.04463698578334163,0.07195376223349392
mean,12,25,Manhattan,optimized,0.29302839654943913,0.2759864736483805,0.18724611376109895,0.08753247652247272,0.14148489058616948
median,12,25,Euclidean,fixed,0.18411923629708332,0.18087166435852198,0.1222902371836261,0.033899893174621276,0.04737046761891184
median,12,25,Euclidean,optimized,0.2575542355938553,0.24976712543914373,0.16929152878209086,0.06795335425021243,0.11075655178757868
median,12,25,InnerProduct,fixed,0.08872015316989691,0.09437337948312012,0.06366430545411299,0.007871265578489939,0.025461536042813204
median,12,25,InnerProduct,optimized,0.17468618037787206,0.18137468779081292,0.12127102885091934,0.031130758796720604,0.07312018586524491
median,12,25,Manhattan,fixed,0.21113508166391817,0.21623548545030763,0.14637756246272918,0.04457802270922939,0.07192924100065456
median,12,25,Manhattan,optimized,0.2922062370713622,0.2744778788353828,0.185265321385353,0.087541804292621,0.1395497502622668
min,12,25,Euclidean,fixed,0.20604216686211926,0.20206358892699947,0.13661511211214253,0.04245337452523745,0.06595864501517401
min,12,25,Euclidean,optimized,0.3334248610288301,0.31510969411261847,0.21447364218456882,0.11145619039200409,0.15308488271421467
min,12,25,InnerProduct,fixed,0.11961221465746394,0.13777911033206267,0.09348391517332214,0.014307081895263307,0.035871831375087426
min,12,25,InnerProduct,optimized,0.267851991202358,0.268894390967943,0.18086098018421648,0.07230839619529264,0.11863023764241294
min,12,25,Manhattan,fixed,0.23218291103071972,0.24301981805007236,0.16443853180175313,0.05390890417469907,0.08968043212916643
min,12,25,Manhattan,optimized,0.3421244114632393,0.32715855744909833,0.22210043086525383,0.11763826659074761,0.1737336282597271
max,13,24,Euclidean,fixed,0.12971127974257354,0.1097332270763216,0.07375141072916937,0.016825016092456013,0.027397721331411495
max,13,24,Euclidean,optimized,0.20729065682711587,0.19317101092283379,0.1315781505724638,0.04514671900468992,0.08154563941787821
max,13,24,InnerProduct,fixed,0.06337061033812358,0.06105957735784181,0.04101305167847219,0.00401583425462626,0.016995470585150607
max,13,24,InnerProduct,optimized,0.14859678336993945,0.15742625909881905,0.1067234443889697,0.022455270496385137,0.06152570318860717
max,13,24,Manhattan,fixed,0.15134977252111087,0.13374510674663104,0.08985611223164482,0.02290675364219208,0.038673842818257476
max,13,24,Manhattan,optimized,0.21017429058534498,0.18883339011099715,0.12826816737540547,0.04834593508663436,0.08496879256244236
mean,13,24,Euclidean,fixed,0.19363578065299955,0.18687459248942592,0.12640148712014607,0.037494815549096505,0.05274115765146026
mean,13,24,Euclidean,optimized,0.2596757008628744,0.2546582638214451,0.1718352840555674,0.06764666815163949,0.11221150852126657
mean,13,24,InnerProduct,fixed,0.08989339641396887,0.09890251632616774,0.06669333654506758,0.00808082271883892,0.023759336094660632
mean,13,24,InnerProduct,optimized,0.18007802643898727,0.18811116922820156,0.12602305335951774,0.03273840650293543,0.07088687876646253
mean,13,24,Manhattan,fixed,0.2105463850352875,0.21468514922103552,0.1452630155714284,0.04432978025142753,0.07298539444594154
mean,13,24,Manhattan,optimized,0.28278194732611345,0.26903438849672867,0.18169851602945591,0.08103158172621583,0.13306797886729788
median,13,24,Euclidean,fixed,0.18491649801638246,0.1816585376837932,0.12275995364343928,0.0341941112386428,0.04525417122252273
median,13,24,Euclidean,optimized,0.2703914619657423,0.2549801324527384,0.17256862931008082,0.07374577301241095,0.11410358428999301
median,13,24,InnerProduct,fixed,0.08811760600121177,0.09371031568645317,0.06333737492023882,0.007764712487384862,0.02420151384249869
median,13,24,InnerProduct,optimized,0.1850875210798159,0.18735453692319484,0.12629849345028088,0.03461436971695815,0.07543883368232196
median,13,24,Manhattan,fixed,0.21194847283487173,0.21709474622339436,0.14681132828745339,0.044922155137034236,0.07146368116341939
median,13,24,Manhattan,optimized,0.286605006270983,0.26778891225468626,0.181939118437423,0.08395326365212197,0.1372079387163464
min,13,24,Euclidean,fixed,0.205697835665517,0.20055841851822953,0.13565696931256555,0.04231159959747788,0.06653878110594824
min,13,24,Euclidean,optimized,0.33170822993451576,0.3164443454992901,0.214964587626239,0.11011493839850087,0.15116350220206073
min,13,24,InnerProduct,fixed,0.11874159018915702,0.13663502938497357,0.09259765770197649,0.014099565240649703,0.03936636591492193
min,13,24,InnerProduct,optimized,0.2536801041771241,0.25773468239336433,0.1734531905938716,0.06475581388062783,0.10933789605871644
min,13,24,Manhattan,fixed,0.22964657061537852,0.23777387842733583,0.16101366757687186,0.05273754739540404,0.08699268640252344
min,13,24,Manhattan,optimized,0.34196090662071243,0.3237078216519955,0.21925333648319256,0.11720927924185301,0.17394242385137942
max,14,22,Euclidean,fixed,0.12544000129261557,0.1027034545391469,0.06890062697522199,0.015735193924291457,0.027092771420236694
max,14,22,Euclidean,optimized,0.1936907612967645,0.17095488362691494,0.1163828576874085,0.039596410639046245,0.08671670307521435
max,14,22,InnerProduct,fixed,0.05968286608470503,0.055845459788361765,0.037593564838695845,0.003562044504084927,0.017149229097779606
max,14,22,InnerProduct,optimized,0.14982011960400032,0.1529238071946857,0.10442464765628326,0.022567470381004928,0.06269204781347651
max,14,22,Manhattan,fixed,0.14537883041732352,0.1269579320878093,0.08541924912021925,0.02113500433350879,0.035065198942919484
max,14,22,Manhattan,optimized,0.20173004299618671,0.18025180952638348,0.12174997899407317,0.043634346983955144,0.08482496424363142
mean,14,22,Euclidean,fixed,0.1949411669866119,0.18681002330815702,0.12617795329126222,0.03800205858610217,0.056206752192342946
mean,14,22,Euclidean,optimized,0.26130672790661547,0.25675908410387965,0.17272223568424167,0.06872556021040495,0.11507673349816472
mean,14,22,InnerProduct,fixed,0.08972960365443262,0.09884193443372229,0.06667462666511696,0.008051401771981492,0.024497673444854207
mean,14,22,InnerProduct,optimized,0.16035962933027417,0.1711419569646429,0.11488609004116832,0.025969649685415507,0.05515603309410948
mean,14,22,Manhattan,fixed,0.21069270007939822,0.21403090579055378,0.14487897066717864,0.044391413866747276,0.07408229140411193
mean,14,22,Manhattan,optimized,0.28508960008665574,0.271613152565067,0.1840098439500168,0.08312776956254661,0.1409799867222626
median,14,22,Euclidean,fixed,0.18716706460145097,0.181640213730032,0.12258171741864643,0.03503151007152383,0.0473158999054174
median,14,22,Euclidean,optimized,0.2651176882642067,0.24587335686267114,0.16605722777829288,0.07072999423341078,0.11130658249724759
median,14,22,InnerProduct,fixed,0.08961108908148435,0.09651826553119287,0.06525169105834537,0.008030147286369749,0.023686836225150998
median,14,22,InnerProduct,optimized,0.1893003148170113,0.19625403856071572,0.13179279146927642,0.03624894361021898,0.07588431699241253
median,14,22,Manhattan,fixed,0.21315396842713197,0.21726011412373522,0.14698816910846663,0.04543461425623463,0.07010479266026903
median,14,22,Manhattan,optimized,0.2874088042381201,0.267194370975806,0.1814492652503094,0.08374759720527099,0.13428089437595153
min,14,22,Euclidean,fixed,0.20477363453980646,0.20191543386961192,0.13650777648505735,0.04193224140264229,0.06835599133281256
min,14,22,Euclidean,optimized,0.3252067506835733,0.311887877792312,0.2115359220729109,0.10664238037832205,0.14674657519803486
min,14,22,InnerProduct,fixed,0.11938575632232765,0.1351754832264989,0.0916503469381604,0.014252958812654093,0.03932731165727399
min,14,22,InnerProduct,optimized,0.2582084029717479,0.26185518411554304,0.17668841974697283,0.06719987006083072,0.10875695809380122
min,14,22,Manhattan,fixed,0.22931491075521426,0.23939519889879946,0.16206251732699695,0.052585328294671885,0.0896422337010867
min,14,22,Manhattan,optimized,0.33655543386500364,0.32722856751734725,0.22211893264626284,0.11411444665378738,0.16705592179429093
max,15,20,Euclidean,fixed,0.12600352135126375,0.10252994226440605,0.06871400357973562,0.01587688739291837,0.03123508925515428
max,15,20,Euclidean,optimized,0.17359022797735674,0.15750850227827862,0.10655274602712883,0.03131406460967214,0.06653590448336746
max,15,20,InnerProduct,fixed,0.059154167015156044,0.05563723397307401,0.037513801666274736,0.0034992154752567783,0.020751126195045155
max,15,20,InnerProduct,optimized,0.14163599616706812,0.14620074637958064,0.09982952910919293,0.020193665692159878,0.05665761996218406
max,15,20,Manhattan,fixed,0.14304842739061588,0.12477094576733685,0.08390908058799176,0.020462852578928326,0.03654312484605626
max,15,20,Manhattan,optimized,0.16721107162578164,0.142780398794628,0.09593680746257531,0.030440675914624828,0.062180148489451484
mean,15,20,Euclidean,fixed,0.19641157299883286,0.186609074935721,0.12623802185320898,0.038577506007875795,0.06105897297539553
mean,15,20,Euclidean,optimized,0.2607155453174938,0.24390940294380367,0.16475076470016853,0.06843976358157007,0.11434891150765247
mean,15,20,InnerProduct,fixed,0.08958478519786361,0.09864391300222794,0.06654956588860485,0.008025433738947485,0.023842388944255388
mean,15,20,InnerProduct,optimized,0.16887737668672456,0.1798917653404824,0.12067386054760779,0.02895373000807775,0.06166209841888444
mean,15,20,Manhattan,fixed,0.2102576164109993,0.21195273744632262,0.14338119554060452,0.04420826525883481,0.07662508897572884
mean,15,20,Manhattan,optimized,0.2820730237756082,0.26673039227178774,0.1798649041716867,0.0809793388625778,0.1369912026375945
median,15,20,Euclidean,fixed,0.179037151540763,0.17240164428980898,0.11606477081268494,0.032054301631829984,0.05058156662437818
median,15,20,Euclidean,optimized,0.25218489261874566,0.2362897144976713,0.15954895290537352,0.0644642029241431,0.10466351223391102
median,15,20,InnerProduct,fixed,0.08777375323290637,0.09340987988109382,0.06302029169160184,0.007704231756591073,0.02110912428908962
median,15,20,InnerProduct,optimized,0.17146804534088972,0.17542768042213217,0.11737003347392454,0.029708277709106133,0.0706385402850006
median,15,20,Manhattan,fixed,0.20517406121882723,0.20919407884114558,0.14113852342194788,0.04209639539702703,0.06878099904649992
median,15,20,Manhattan,optimized,0.27650324497503675,0.261827778184753,0.17646176550497383,0.07826564857377853,0.13801530147078647
min,15,20,Euclidean,fixed,0.20714899092852063,0.20448183016923213,0.1383777797495966,0.042910704442704284,0.06996702791986409
min,15,20,Euclidean,optimized,0.3238042918177916,0.3053038326742724,0.20742059521853268,0.10524474835678552,0.15214655876275168
min,15,20,InnerProduct,fixed,0.11988383501147737,0.13735116115364734,0.09317128616798302,0.014372133897059047,0.038675869868462276
min,15,20,InnerProduct,optimized,0.25128311499674294,0.25992014262371643,0.17614695692306723,0.06378946416245657,0.10882000960406021
min,15,20,Manhattan,fixed,0.23147206360079337,0.24148877617760203,0.1636371157763624,0.05357931622760981,0.08984259105865178
min,15,20,Manhattan,optimized,0.341442676459364,0.32523425011847573,0.22083010855795351,0.11717530496081689,0.17318011870821878
max,16,19,Euclidean,fixed,0.11893101219572391,0.09676948782946283,0.06484944460337069,0.014144585661899467,0.024577454765565054
max,16,19,Euclidean,optimized,0.1707705722343508,0.1546560152037624,0.10561370067500656,0.030447935302668382,0.06716777687910994
max,16,19,InnerProduct,fixed,0.05735813122966667,0.055444638037060484,0.03721542831758838,0.003289955218159668,0.012167316969370345
max,16,19,InnerProduct,optimized,0.13586445414525067,0.14680681106212207,0.09996606215334083,0.01866601856935992,0.06114885042965661
max,16,19,Manhattan,fixed,0.14078562835421846,0.12193952875145524,0.08168265406548515,0.01982059315109197,0.03257417870765911
max,16,19,Manhattan,optimized,0.18483114436207457,0.16437324072148468,0.11080666235026249,0.037402025028605436,0.0696886300565112
mean,16,19,Euclidean,fixed,0.1972342574458707,0.19028238069152711,0.12869787870145497,0.03890135231022396,0.05430946339737708
mean,16,19,Euclidean,optimized,0.27387695282243324,0.25670693398237027,0.1739590521756217,0.0755665690577628,0.1241628301439344
mean,16,19,InnerProduct,fixed,0.0895739206219726,0.09857358586833846,0.0665347949307491,0.008023487255591544,0.024309060636009794
mean,16,19,InnerProduct,optimized,0.15938810116334834,0.16969285635675724,0.1142280006635332,0.025705913398494172,0.055734644533204494
mean,16,19,Manhattan,fixed,0.21277799781532974,0.21644249203171623,0.14647226465455335,0.045274476354300375,0.07377777750051018
mean,16,19,Manhattan,optimized,0.28558379382110655,0.26628818500875656,0.17966559288380535,0.08344192940797616,0.13025929425801086
median,16,19,Euclidean,fixed,0.18550506428403524,0.18127755644734647,0.12236901562552348,0.034412128875024206,0.04836051132407437
median,16,19,Euclidean,optimized,0.25788521421274685,0.23981253811213912,0.16192850309721396,0.06717807519639507,0.11075694849450671
median,16,19,InnerProduct,fixed,0.0896236629389094,0.09500293687254985,0.06418424317063574,0.008032400958587371,0.02252849942051005
median,16,19,InnerProduct,optimized,0.17092792321995964,0.17697058057430232,0.11933975346156582,0.029765623032229273,0.0664761127949316
median,16,19,Manhattan,fixed,0.21199881346934488,0.21581414990511497,0.1457998832816701,0.044943496912410064,0.06969867364847282
median,16,19,Manhattan,optimized,0.27981090330267894,0.2614275485288471,0.176415591969917,0.08053022487770059,0.13635946044107672
min,16,19,Euclidean,fixed,0.20687347069176612,0.20115805117731345,0.1359558684947198,0.04279663287605706,0.06584248152684058
min,16,19,Euclidean,optimized,0.3177926797128944,0.2994044048451606,0.20285683052074038,0.1012886813643062,0.14423626692184635
min,16,19,InnerProduct,fixed,0.12154460434278244,0.13655293485613265,0.09280004266915269,0.014773090844843573,0.03483514957503697
min,16,19,InnerProduct,optimized,0.2541413525149459,0.2512710088377813,0.16992028698590717,0.06561185229265598,0.11444238299587872
min,16,19,Manhattan,fixed,0.2321845241589213,0.2387807472559413,0.16163649812415143,0.05390965325890462,0.0882424986156336
min,16,19,Manhattan,optimized,0.3279547534043138,0.3140249735904285,0.2121911348491623,0.10803041561103999,0.16186609426056614
max,17,18,Euclidean,fixed,0.12453379368088159,0.09785799900541454,0.06561458040865228,0.015508665768552254,0.033972746029810486
max,17,18,Euclidean,optimized,0.16038981745422137,0.1372961067274912,0.09396542282962383,0.02851213128002845,0.05720908727809069
max,17,18,InnerProduct,fixed,0.058263799315967216,0.05332983789556481,0.03612237743626211,0.0033946703107313736,0.021974662675825596
max,17,18,InnerProduct,optimized,0.1326580338108414,0.13617952929380545,0.09243591497326517,0.018191779571178013,0.058328733131352985
max,17,18,Manhattan,fixed,0.13791025346140565,0.11722112993532,0.07889692611610578,0.019019238009789108,0.039760907786971056
max,17,18,Manhattan,optimized,0.1713221559469286,0.14516347077733038,0.09863830564701222,0.033198269261454395,0.0690826767866278
mean,17,18,Euclidean,fixed,0.19820276392652494,0.18865744955487015,0.1274925685404249,0.03928433562811384,0.06072152844559964
mean,17,18,Euclidean,optimized,0.2738566442753686,0.26567718273205354,0.17861823057154894,0.07557711320537597,0.12388628544800902
mean,17,18,InnerProduct,fixed,0.08902082774666084,0.09823993071124582,0.0663023985271518,0.007924707772700712,0.023675253765375492
mean,17,18,InnerProduct,optimized,0.16413695316782612,0.1670836935089235,0.11189102747935845,0.027310763275061767,0.0652244023461134
mean,17,18,Manhattan,fixed,0.21030229738485984,0.21316900333294767,0.14414633115753292,0.04422705628534995,0.07514304481370082
mean,17,18,Manhattan,optimized,0.2834479360882175,0.266901856767818,0.17957760065129164,0.08214868901989703,0.1393172532094305
median,17,18,Euclidean,fixed,0.18921628926890152,0.18501906424757178,0.12488007846100276,0.03580280412469261,0.05031035447394794
median,17,18,Euclidean,optimized,0.2490618149627645,0.2402062188885541,0.16248696509772068,0.0633795936015376,0.0976901318210531
median,17,18,InnerProduct,fixed,0.08992490926139161,0.09296743508172535,0.06272782672605777,0.008086489305669575,0.02303859398598984
median,17,18,InnerProduct,optimized,0.15725241649667054,0.1592739715288162,0.10614851216196723,0.025125312043465353,0.0626640270338045
median,17,18,Manhattan,fixed,0.21268635096753397,0.21841628001671645,0.1475576476991737,0.04523548388788501,0.07218637940608252
median,17,18,Manhattan,optimized,0.2745733077329925,0.2654518780541714,0.17927631505556568,0.07804576978774513,0.13333056166992008
min,17,18,Euclidean,fixed,0.20742310416649928,0.2011882973805323,0.13607154086305057,0.04302434414206635,0.07184400663295554
min,17,18,Euclidean,optimized,0.32637090857745793,0.30618313109841794,0.20853785152613002,0.10747830358633141,0.1551664814576848
min,17,18,InnerProduct,fixed,0.12362921105423713,0.14280862153265084,0.09681525853505796,0.015284181825893084,0.04108827861176978
min,17,18,InnerProduct,optimized,0.24393851003241523,0.24355202374332835,0.16403715517902456,0.060542617665462165,0.10623202981734921
min,17,18,Manhattan,fixed,0.23195575847755248,0.23962945829161014,0.16216836351324238,0.05380347389089668,0.08766575068528315
min,17,18,Manhattan,optimized,0.34015430785775824,0.32157268675047385,0.21780319043064572,0.11643681011329876,0.17428988597048528
max,18,17,Euclidean,fixed,0.1154260956242025,0.09582952271576144,0.06407789227407427,0.013323183551047668,0.024737698109290274
max,18,17,Euclidean,optimized,0.17478311109381078,0.16116745340962724,0.10855509572984998,0.03296702926650279,0.06621641740764901
max,18,17,InnerProduct,fixed,0.060658269034428045,0.061525739019965,0.04156351617673784,0.0036794256022529837,0.018001891162801487
max,18,17,InnerProduct,optimized,0.14670657002646809,0.15311489208126522,0.10396721375989464,0.022093994608619362,0.057287574654504334
max,18,17,Manhattan,fixed,0.13429105615706313,0.12076981851764669,0.08129266283575358,0.01803408776377935,0.030430714679669513
max,18,17,Manhattan,optimized,0.1771086818280939,0.16369855707751568,0.10973721324824867,0.03566727463418369,0.06467710641066966
mean,18,17,Euclidean,fixed,0.2002146948703998,0.19245493610749606,0.130077486165183,0.04008592404204725,0.06106424072540673
mean,18,17,Euclidean,optimized,0.2557992614481953,0.24680816463723398,0.16596211425351565,0.06581438022894366,0.11026501397673387
mean,18,17,InnerProduct,fixed,0.08942020076222147,0.0985642111628255,0.06656335211593689,0.007995972304355892,0.024595754954340965
mean,18,17,InnerProduct,optimized,0.16206113826789234,0.17098880702121771,0.1144473536017909,0.02659107743662146,0.0627555033153214
mean,18,17,Manhattan,fixed,0.21155131790485374,0.21472402994246167,0.14523203231164716,0.0447539601072805,0.07290688313039151
mean,18,17,Manhattan,optimized,0.2696880833877978,0.2532332278925876,0.1711438956204106,0.07417794089063083,0.13471190903805466
median,18,17,Euclidean,fixed,0.1839748776702708,0.17699854966488213,0.11946996896369956,0.033846755613791024,0.04855496560653594
median,18,17,Euclidean,optimized,0.23853285760963877,0.22048479313138988,0.14892922299951927,0.05749335472367918,0.09603721686921336
median,18,17,InnerProduct,fixed,0.08534277346458762,0.08819780504144006,0.0594565519262687,0.007283388982627925,0.023354392334539842
median,18,17,InnerProduct,optimized,0.17655537917844033,0.17775055716558857,0.11997131350367521,0.031788885150347876,0.0734944929291345
median,18,17,Manhattan,fixed,0.20671378933021084,0.2092453637793431,0.14174565896571867,0.04273059069925489,0.07164675410582566
median,18,17,Manhattan,optimized,0.2708498885171853,0.2504211284539975,0.1692692385878749,0.07472271234231698,0.13496647815353313
min,18,17,Euclidean,fixed,0.21420874484539415,0.20690634248085607,0.13985395966025277,0.045885386368239245,0.07130692046296871
min,18,17,Euclidean,optimized,0.31663922731242383,0.30620860397866306,0.20777959943249175,0.10106227125579852,0.14879241979737295
min,18,17,InnerProduct,fixed,0.1269849776048909,0.1438960771201711,0.09770545492849844,0.016125184537314596,0.04141463780934729
min,18,17,InnerProduct,optimized,0.2573848796244781,0.25241243358577997,0.17016232120958052,0.06756781761410532,0.11883840156695494
min,18,17,Manhattan,fixed,0.240164935932476,0.24721439886724783,0.16749660091478666,0.057679196451450365,0.09386145188403383
min,18,17,Manhattan,optimized,0.3298294478568097,0.3165838972895231,0.2150711108975436,0.10952913888525881,0.16613694885655936
max,19,16,Euclidean,fixed,0.11957921952523376,0.0940659794411796,0.06295672057971682,0.014299189742263962,0.029581658263602262
max,19,16,Euclidean,optimized,0.14945316348786317,0.13182406564097518,0.0902677070623324,0.024909228347780133,0.055499965903065274
max,19,16,InnerProduct,fixed,0.05629494843614334,0.056444711405111835,0.03816552773156486,0.0031691212194280283,0.022333863255677322
max,19,16,InnerProduct,optimized,0.14214420428017047,0.16336025001399046,0.11119628732396011,0.021087944983946706,0.05789430863320524
max,19,16,Manhattan,fixed,0.1335599139782692,0.11526109837355655,0.07749530190433603,0.0178382506218826,0.034476034706057423
max,19,16,Manhattan,optimized,0.15506958838736154,0.13050309612821134,0.08788767580621981,0.027300900557762263,0.06087704404633665
mean,19,16,Euclidean,fixed,0.1968373639909472,0.18648816891495607,0.1259494958097598,0.03874494786290461,0.05852063879615532
mean,19,16,Euclidean,optimized,0.241608540569691,0.22905772642668745,0.154078795747895,0.05949439461800125,0.09677623616865258
mean,19,16,InnerProduct,fixed,0.08857813111139831,0.09800467920609235,0.06612613176340638,0.007846085311188244,0.023114086459946392
mean,19,16,InnerProduct,optimized,0.157218960324844,0.16661021235983248,0.11196292584951409,0.025099435147876693,0.060119625218593195
mean,19,16,Manhattan,fixed,0.21003556748123245,0.21223077999323903,0.1436126072136781,0.044114939607163284,0.07338646824629025
mean,19,16,Manhattan,optimized,0.26685151211218977,0.25055064293242363,0.16861386735862402,0.07308348669916527,0.12382189332383071
median,19,16,Euclidean,fixed,0.17605376424754735,0.17128838226603013,0.11559308489182432,0.030994927905731107,0.04575749250481942
median,19,16,Euclidean,optimized,0.22031672887027157,0.20756045888895117,0.14083521541801958,0.05024885939352484,0.09268148918448145
median,19,16,InnerProduct,fixed,0.0834648132150605,0.0900460616987181,0.06083418992894928,0.006966375045025064,0.020216069090034816
median,19,16,InnerProduct,optimized,0.1542153246394145,0.15961056333865065,0.1072780927700699,0.024381566334641835,0.06236605990363644
median,19,16,Manhattan,fixed,0.2002940484702553,0.20507860391475863,0.13848028664412468,0.0401177058526051,0.06482104795065735
median,19,16,Manhattan,optimized,0.24957778802678235,0.23512400891046462,0.15963534383412614,0.06466147838741679,0.11265319866727327
min,19,16,Euclidean,fixed,0.21316643797889337,0.20908104077574993,0.1413142461713218,0.04543993028060944,0.07345941321105476
min,19,16,Euclidean,optimized,0.3434349904308079,0.3271432788808703,0.22269258235181882,0.11869562689785089,0.16864865917064256
min,19,16,InnerProduct,fixed,0.12533033957587159,0.14081834458251427,0.09554448731435192,0.015707694018203155,0.038761096290860775
min,19,16,InnerProduct,optimized,0.2532465880196004,0.24975861694204715,0.16864599150248283,0.0654112147407064,0.1111077365601594
min,19,16,Manhattan,fixed,0.23438704725183926,0.24305163458163148,0.16447902106896362,0.05493728791943597,0.08800445964405657
min,19,16,Manhattan,optimized,0.3430121049822767,0.3279755361759235,0.22277188096763217,0.11820639262107928,0.17800552523232793
max,20,15,Euclidean,fixed,0.10763827103902172,0.0844401196993214,0.05652685663628189,0.011585997392269842,0.021524154436765253
max,20,15,Euclidean,optimized,0.13131275758582348,0.1285241090657921,0.08731021967769553,0.021590408130019355,0.05146221659642625
max,20,15,InnerProduct,fixed,0.05294187606627289,0.054089158801555105,0.0365153588595481,0.002802842241416692,0.010171532532604943
max,20,15,InnerProduct,optimized,0.1348253952074188,0.14542996903135647,0.09830097805946439,0.01887623881364291,0.04827557655827046
max,20,15,Manhattan,fixed,0.12467929677784838,0.1088262810784562,0.07321341920596047,0.015544927045018753,0.02507950026219319
max,20,15,Manhattan,optimized,0.13434737877707165,0.12171313622332088,0.08205576968259021,0.022662737416245093,0.05262175643582878
mean,20,15,Euclidean,fixed,0.19993551023713024,0.19257356545590978,0.13005089844104262,0.03997420825378162,0.06005855940868199
mean,20,15,Euclidean,optimized,0.27703124459107575,0.26155997763081706,0.17672408501285813,0.07776256584208589,0.1190782912871811
mean,20,15,InnerProduct,fixed,0.08882691345644192,0.09786927175638872,0.06607295631512565,0.007890220554198413,0.02409873164818621
mean,20,15,InnerProduct,optimized,0.16232321195793037,0.172241801208623,0.11536945647715328,0.026644833668314893,0.058548395822679546
mean,20,15,Manhattan,fixed,0.21297211822899384,0.21637406664054015,0.1462487308256695,0.0453571231429446,0.07217677796203836
mean,20,15,Manhattan,optimized,0.28374119688480864,0.2693127360114975,0.18141430951354562,0.08248713714829141,0.13592247087162826
median,20,15,Euclidean,fixed,0.1946381218475653,0.18577711119551774,0.12581458772801052,0.03788399847634771,0.054399556425380524
median,20,15,Euclidean,optimized,0.2679189836954082,0.24354118439247086,0.16456655449297758,0.07265978577196794,0.11769038481886047
