regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.014595414522375078,0.11023114962306513,0.9853568674197843,0.6172184424047069,0.7559978458800826,0.37663268500039526
linear regression,shuffled,0.020622136892477858,0.1307944623510703,0.9793571288087348,1.222674101269242,1.0837592814460568,-0.22402165662446533
lasso regression (beta = 0.001),correct,0.01578890773022425,0.11425842554589198,0.984158369075828,0.6086438073438375,0.7485435824270931,0.38484738620646963
lasso regression (beta = 0.005),correct,0.02072445348694229,0.13068405722671164,0.979200429880664,0.6056198390647316,0.7459045949485851,0.38727460582395695
lasso regression (beta = 0.002),correct,0.017272922102261626,0.11940307215102344,0.9826677403894948,0.6051856555548202,0.745831634242838,0.3880063321454248
lasso regression (beta = 0.02),correct,0.030955433244172263,0.15966152001402067,0.9689219077256341,0.6297929555588824,0.7584839300764972,0.3622011408663999
lasso regression (beta = 0.01),correct,0.024917875865583757,0.1432498888041864,0.9749897654335513,0.6151452986445115,0.7506571416068335,0.37747196204310535
lasso regression (beta = 0.1),correct,0.06454006925020901,0.2327394778048935,0.9350661697411657,0.6761997981714473,0.7852220401621297,0.31284801685393626
lasso regression (beta = 0.05),correct,0.04468573381489288,0.19227976094223662,0.9550892883961265,0.6610634847973351,0.7754837035496732,0.329403937784174
lasso regression (beta = 0.5),correct,0.24826698303048295,0.48020204655765064,0.7490578503533561,0.7294421368836767,0.8311040473339695,0.2546634918058592
lasso regression (beta = 0.2),correct,0.1048216731188206,0.3013956177696387,0.8943903239146545,0.6836951225390606,0.7922308599630573,0.3038043620357267
lasso regression (beta = 2.0),correct,0.9519270659732693,0.973052827144731,0.04430417682726068,0.9995905142052095,0.9970821347765904,-0.0019643866080505945
lasso regression (beta = 1.0),correct,0.5323857890664588,0.7211521459707705,0.4609669030752966,0.8388705529148199,0.9065502880921595,0.14812546751447503
lasso regression (beta = 5.0),correct,0.9980451202253084,0.9968963862612008,0.0019341385070037742,1.0293231966201017,1.0121820625472897,-0.029012077611740295
lasso regression (beta = 10.0),correct,0.9980451202253084,0.9968963862612008,0.0019341385070037742,1.0293231966201017,1.0121820625472897,-0.029012077611740295
random forest regression,correct,0.0020195752816791366,0.01825803308990145,0.9979734326125445,0.832515723739019,0.88807102659988,0.16044025536054068
random forest regression,shuffled,0.002733576058663699,0.02536379187477956,0.99726458204012,1.169128539297758,1.0701548045347415,-0.16930672005759745
