configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,mapping_loss,reconstruction_loss,mapping_weighted_med,mapping_weighted_r2
c0.0_r1.0_m0.125_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,4,6,0.24715551527181,0.4151612161900472,0.14452357720240783,0.30718313895656585,0.24074167175170316,0.4048112802621979,0.18443642943014701,0.6240221605692223,0.10643365930229426,0.7279728486512466,0.2990045595368094
c0.0_r1.0_m1.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,2,7,0.32199804707613383,0.3855873779923909,0.33424752233787636,0.321434899638182,0.2969717882941784,0.3885488638063464,0.5834544129639864,0.47278934582418725,0.11066506775304676,0.6498669236965781,0.4912240051970412
c0.0_r1.0_m0.5_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,4,4,0.28310123170317814,0.3899201082375164,0.25691593892735726,0.3609253245540718,0.2631953449459234,0.3868520842333466,0.42360264817133547,0.6183356613148454,0.11443481708332896,0.7251053833152926,0.30706037486712606
c0.0_r1.0_m2.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,3,7,0.2803289476908242,0.36152033073560885,0.3631568060429734,0.3173709640384252,0.25429244981962124,0.3706550576415081,1.526636835255126,0.7064247685253136,0.11378729952052236,0.7783361745751232,0.3093134379731148
c0.0_r1.0_m0.125_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,0,5,0.25883722050277386,0.4235956176047124,0.13777951341152622,0.3667509020803852,0.24618051708102454,0.40637100988229397,0.1572190930048128,0.4025377129477454,0.10690187874689698,0.5861498801607673,0.5499338427612667
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,1,7,0.23209851509925147,0.40688049222422223,0.10722826488178647,0.3519563722511099,0.23002582818229383,0.39645878517904437,0.14449829168101153,0.6170890934323878,0.10593022310490409,0.7197019542314791,0.3630464608098421
c0.0_r1.0_m1.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,3,5,0.2848345618201301,0.3895140936900858,0.310488630682096,0.32644669570144946,0.26343681036131206,0.38343596899955246,0.8259001095499098,0.7110106925363646,0.11488941743637125,0.773295726900529,0.32034594517999093
c0.0_r1.0_m0.125_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,1,2,0.25464877445962714,0.4199965041515191,0.12495835246362032,0.3640247406414955,0.2416187785578716,0.40768519987146695,0.2006392445827027,0.6192249081607352,0.12323613106926282,0.7301984882697147,0.34023288217177283
c0.0_r1.0_m0.5_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,1,4,0.3306033523932003,0.43448636834268584,0.28107031177699043,0.3665421976951011,0.2977875498326536,0.42659539436666527,0.4079338420682649,0.5859723770223428,0.1149476534059147,0.7150560104696227,0.39475433291889844
c0.0_r1.0_m2.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,2,5,0.30506022710046704,0.37402772545571383,0.37356331283699296,0.3112640205377882,0.27140386385067555,0.3649758284664753,1.0489914007345835,0.4652723611777913,0.11844667889292042,0.639108401746774,0.4896814064632948
c0.0_r1.0_m1.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,1,3,0.34427551577804344,0.4156001633423866,0.33986126694104685,0.36504801563798994,0.3128758752482896,0.4118578711734527,0.7465616007326543,0.6238635697228462,0.12269803178240855,0.733470600508086,0.339419180506754
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,3,12,0.21845767695748575,0.3652282097200487,0.12917290287599822,0.33112176305014496,0.21743699612054568,0.3672363968610764,0.14452060989965995,0.7048731707451318,0.10046603695233663,0.7856785696128425,0.30126293505346
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,2,6,0.23501176270545385,0.37938354701730415,0.10318078243248827,0.3167204780852002,0.23184138706232413,0.36929215792241094,0.13737778350060184,0.47500554737256323,0.10768993660410245,0.6490698485995935,0.48107842126155115
c0.0_r1.0_m0.125_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,2,3,0.26099344140127134,0.3775611629122166,0.12766276511597308,0.33899312880086235,0.2515110292780364,0.35960267374490174,0.17324229443858066,0.44967060580555585,0.1170334686717391,0.6242977226655131,0.5147619018627898
c0.0_r1.0_m0.25_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,1,4,0.3136890263498416,0.42528322087106113,0.1839868573876807,0.3738445230982273,0.29286426579564845,0.41523952816518656,0.264546806469063,0.6064135632525943,0.11294341546609998,0.7257705657280958,0.3725319862737819
c0.0_r1.0_m0.125_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,3,4,0.2596921385950958,0.38799703547124326,0.15300097111024138,0.3447161135476385,0.25476754933962914,0.38856997375093044,0.20131790201569597,0.6982323302699538,0.11403886111706495,0.7665521550739771,0.31382937868475247
c0.0_r1.0_m0.25_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,3,3,0.268173448158314,0.3976347306319063,0.19892638789869882,0.36983288083471044,0.2514431579180353,0.39740243834232586,0.2850688870984316,0.6655972829308319,0.11866956638574601,0.7546476175118828,0.35835141636296136
c0.0_r1.0_m0.25_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,2,5,0.2768374883061507,0.3826398870701994,0.21639151613283594,0.3178773420262762,0.26347727213362043,0.3880717418012468,0.2289704406816264,0.4726167920177509,0.11081624277974168,0.6373398040709066,0.49528167659734085
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,0,16,0.228034064809953,0.41349369450693574,0.15498620839027444,0.35002997531605684,0.22844129296995977,0.3997582895975879,0.1170601271421214,0.3690050990917517,0.09399730840146542,0.5608639592313477,0.5915341107667195
c0.0_r1.0_m0.5_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,3,4,0.28519610733398226,0.37646447457678855,0.2807048506077536,0.34794406120464055,0.26468068355517893,0.3897673727746403,0.4718921271895369,0.7117791213738356,0.11600256663138668,0.7803373688165602,0.31735195860892895
c0.0_r1.0_m2.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,1,4,0.3365799477286845,0.4087810537118274,0.37223068478773996,0.33125359027655626,0.2998915619926886,0.4076767898036346,1.4511064196222028,0.6635729341751717,0.1239605503757298,0.7617380421527447,0.30483834889110206
c0.0_r1.0_m0.0625_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,4,8,0.21756360231131702,0.3816396632862188,0.12934519171292416,0.3175526839535783,0.21764844151131843,0.37082607672946327,0.13992076147392393,0.5858128247965857,0.10330745997995139,0.7102335334950969,0.335163942811695
c0.0_r1.0_m0.5_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,2,4,0.30273824345735145,0.37691832613927306,0.2664505597890546,0.3342923431231527,0.27913467279849663,0.3707331437111815,0.34234818391874433,0.452430102875051,0.11613313183431824,0.6321762547596671,0.5061818397147813
c0.0_r1.0_m2.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,4,7,0.28642040225092574,0.40878780791786895,0.3659943509784053,0.31220603502705624,0.2560179486258038,0.39987125674070134,1.3031586354954043,0.5955705586961935,0.11201751795644561,0.7084491273364965,0.33838631980142364
c0.0_r1.0_m0.25_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,4,5,0.25388261122269135,0.3911497359261897,0.18515502791077706,0.3298388158562985,0.24253373669942532,0.3851829203111933,0.26215178075492385,0.6107014193635597,0.1094764255396525,0.7227818872489672,0.32144748040950993
c0.0_r1.0_m1.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,0,5,0.33833938221486765,0.4357503816672222,0.33396951080556403,0.3559593712570008,0.3094575080974634,0.43561696831054686,0.44107451136738063,0.3297024044993408,0.11137210691620907,0.5361667263505285,0.6240327712669779
c0.0_r1.0_m1.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,4,12,0.04344093344687759,0.26747825681639303,-0.0014912120923325366,0.19908035533903928,0.04406613308996493,0.25993491501304067,1.7541932912522555,1.2760154079097448,0.4781778826604287,1.0605635872439572,-0.4725405316542547
c0.0_r1.0_m0.25_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,0,6,0.2956639593956951,0.4196992222005636,0.17803897685835082,0.3552560844635775,0.2783632886877146,0.42025798470791037,0.20471712237944206,0.3978902269807675,0.10524456570828955,0.5870178409490567,0.5587094513500928
c0.0_r1.0_m0.5_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,0,8,0.3098451579805468,0.4158691738137832,0.24420833198560707,0.3404965166030905,0.2851425933770583,0.4022675588106462,0.2919479246382912,0.3782743330258044,0.10281075787271063,0.5771022840624457,0.577277865281263
c0.0_r1.0_m2.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,0,9,0.33331951201170706,0.4206484846902111,0.37026502578463033,0.3562130431927633,0.2915773203925501,0.41273206705738624,0.7670065073861678,0.3293534624056426,0.10829958180606365,0.5351637475034086,0.6284480445132041
