configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,mapping_loss,reconstruction_loss,mapping_weighted_med,mapping_weighted_r2
c0.0_r1.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,122,0.3439061389534219,0.3683114297444548,0.38015858172325667,0.3596358850456778,0.3209264627191929,0.3769490055111694,0.721390752012531,0.5735570535166742,0.13259213355854155,0.7227035431890662,0.34982589334918057
c0.0_r1.0_m2.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,8,0.33597171592559744,0.32904922270620107,0.3860816631018169,0.2868973670022466,0.2770189136723076,0.3336261515823171,1.42158826192379,0.630606674463714,0.13536659926409522,0.7276039080448137,0.27317020759737626
c0.0_r1.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,16,0.34370774574726476,0.3762662618107384,0.3807642030894206,0.29618870948686493,0.3077946597774357,0.3650736416772432,0.32667469601194066,0.7367327061289204,0.1319022770869732,0.7785227543173683,0.19687179196512122
c0.0_r1.0_m2.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,169,0.3472592451811701,0.3366572405925108,0.3566372398274802,0.33633395895711865,0.3145478600975482,0.3303819608190433,1.4642915089894335,0.6172482377079966,0.14325410473972558,0.7432586900838922,0.3135368972494108
c0.0_r1.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,22,0.38920505088033047,0.40366693583289603,0.38556218615411597,0.3110592144721574,0.29200021117409564,0.3938290191718491,0.18753494009012978,0.7517562001413249,0.13253831482196848,0.7951500955913055,0.21292655379911982
c0.0_r1.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,9,0.35436224404898076,0.37130243041037014,0.4028067324682494,0.3282800001189825,0.2385188847116661,0.36375015776111963,0.1882434385057787,0.7261691350115921,0.13517497798100114,0.7866382974120738,0.3032703325712949
c0.0_r1.0_m2.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,9,0.36529083822762437,0.3876810114845776,0.3937968094280993,0.32635123111212344,0.334391096368648,0.3897657556531516,1.305073248958687,0.5718188171496507,0.13598823757658401,0.6996203717422884,0.39737501201487974
c0.0_r1.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,120,0.36004777566753704,0.4067367723277764,0.3838706230279339,0.35787684455007784,0.3391512280979581,0.39728784995919164,0.2735467306661109,0.5198576258387451,0.13369490021387737,0.6825083418758054,0.41776553169671865
c0.0_r1.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,23,0.3635483715814415,0.3734640114558254,0.39831417052355916,0.28854432536057495,0.27525817396766283,0.37722375599482527,0.1881249035272002,0.7864060572544244,0.1314266691767176,0.7864715028340834,0.13510447956820226
c0.0_r1.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,9,0.3528664636920328,0.3607314373647871,0.3873777450341462,0.29975461124221814,0.2835280381401083,0.3634275329308401,0.24112144146288433,0.7942876847033874,0.1330349863767127,0.7985076810282679,0.13699830289976003
c0.0_r1.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,8,0.38543688518180613,0.39992041149337754,0.3845793566525611,0.3188259016013653,0.331019717082438,0.39427154374851553,0.2731279922398925,0.5211575305351313,0.1313651023181776,0.6664855961428846,0.41631598572037554
c0.0_r1.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,142,0.36926261800615207,0.3734792429676455,0.3680735639876707,0.3258486657547076,0.33503717950712036,0.37425881130490685,0.21065058538292844,0.5524242228753128,0.13357285014172396,0.6962454931187902,0.36729622966842834
c0.0_r1.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,0,36,0.3917437007880651,0.4325515674181212,0.3890079628926349,0.33044368669568197,0.35253754863971953,0.4349243409280593,0.1981202691199382,0.4717636407235681,0.13051609610627096,0.6329437864781929,0.45980469831212056
c0.0_r1.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,2,0.3753449360370226,0.37761696582800997,0.408749392123733,0.34487990941875013,0.32274332681768475,0.3643583839348189,0.9045202450631062,0.7120988679343594,0.1449083789473772,0.7798296314734484,0.2619415768783157
c0.0_r1.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,4,0.32357866663308327,0.35188582670317803,0.37264052338466985,0.3296204300833651,0.27416831655226004,0.34221132983905617,0.9190805609297752,0.7531060701053824,0.14183320778936148,0.7927081519104004,0.2905595303210779
c0.0_r1.0_m0.5_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,16,0.33286399076862255,0.3747819623762091,0.36750970961227675,0.2984153015163016,0.3036806111865979,0.3582673867476805,0.5510057454205056,0.8048391135788721,0.13519344108521938,0.8286119856072015,0.24052185656499825
c0.0_r1.0_m1.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,4,12,0.3182990579560722,0.375122090409334,0.38142333841250853,0.3115220273978422,0.2867636747063161,0.3613671040683758,0.8085939979147911,0.6589769524369528,0.13274755198394259,0.7510059917929134,0.2436338630882054
c0.0_r1.0_m0.5_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,2,166,0.3366412929963778,0.37804108778269885,0.3613177532306351,0.3353635367691568,0.3252180210208029,0.37672449165675853,0.419730316499869,0.5489408718773803,0.1329534873329103,0.706630985468219,0.3856853858126925
c0.0_r1.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,20,0.3379869732302464,0.3797507711529559,0.37183781403081034,0.32813630105738373,0.29025643930945116,0.364781263445087,0.3479510201643904,0.8095717281713108,0.13488077996050318,0.8450721298707895,0.22410071773281418
c0.0_r1.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,15,0.3818736387817468,0.4281470147142124,0.3834712261786965,0.3196935937531908,0.33191509694706833,0.4065595028984646,0.2364709664610525,0.7613191371911644,0.13212951640789708,0.801060177522638,0.20523867683429126
c0.0_r1.0_m0.5_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,1,0.3726992582154401,0.34851596314337885,0.3893094683572553,0.37471334444162413,0.2627319923920695,0.3453483780664599,0.5624659311192234,0.7137463468740353,0.14884746253917613,0.7779844495820842,0.2594810874262888
c0.0_r1.0_m0.125_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,5,0.3447297318026664,0.3484824188562011,0.3912411916803644,0.31385678647590126,0.24917599345030522,0.33832034851516407,0.24285586815426746,0.7725014929429944,0.1369276924405992,0.8061702934607415,0.28216504753452337
c0.0_r1.0_m0.25_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,1,1,0.36206433819064754,0.3359355673169819,0.3956541352988994,0.35011923752225893,0.2435739958132888,0.340150378858243,0.36782548505793017,0.7585599387616843,0.14586595563327273,0.8053327856175602,0.21674665059491224
c0.0_r1.0_m2.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,3,4,0.3280712285777735,0.31592090486031993,0.3630980712122032,0.3222215929004618,0.2756875908415162,0.31240162230100377,1.8825357960502307,0.8007932069991097,0.1486813787903885,0.8203265445002967,0.2559277727769245
