epoch,berlin_loss,berlin_weighted_acc,classification_loss,loss,mapping_loss,mapping_weighted_med,mapping_weighted_r2,sketchy_loss,sketchy_weighted_acc,val_berlin_loss,val_berlin_weighted_acc,val_classification_loss,val_loss,val_mapping_loss,val_mapping_weighted_med,val_mapping_weighted_r2,val_sketchy_loss,val_sketchy_weighted_acc
0,4.907502337461493,0.049884355714425226,4.148052832694329,8.855299209475813,0.1658780371128267,0.3609432788909516,0.8282779825188542,3.3224199907685947,0.23483611196160759,5.6764012486043915,0.018844102357254654,4.104291801368604,9.10421307818616,1.3901142117798362,1.0591180658317145,-0.4384079860771938,2.508519171675698,0.3901902789456434
1,3.3865801032198433,0.24223293258346357,2.639106974633839,5.745737359492525,0.1106912641872804,0.3063620741575101,0.8858999125804624,1.8851206099737885,0.5189787491580674,4.150231365439797,0.14558920728964883,2.930884452672278,7.053489114624555,1.3025915515292974,1.0292814106502612,-0.30075208450492935,1.700689846651476,0.5657189812371965
2,2.579037895491475,0.38804500482730986,1.9283112630411703,4.424144330870966,0.08987259081216134,0.275640003496647,0.9072595522245784,1.2737508520267553,0.6575588269981981,3.0895991880933305,0.29907812731383276,2.2990841236544437,6.461425031415752,1.5279367116250955,1.1336140325446413,-0.5338338401471322,1.494611753564389,0.6227333279613588
3,2.1140865521189425,0.4788189743095537,1.5144487252862073,3.650418295237007,0.07067421763697246,0.2446997517015847,0.9269959451963916,0.9127259532737259,0.7447001644579434,2.6710230409359133,0.3822679977909219,2.012820464746874,5.754298490561423,1.242937694101249,1.0063910439474764,-0.21558388515599988,1.340109651325179,0.6634021507540687
4,1.8075423452223272,0.5397609579322442,1.235053015946075,3.1188098388574583,0.05110702949621937,0.20825858878151896,0.9470165462262488,0.6622267171735253,0.8083667516328323,2.464985557240813,0.4299463463210669,1.9351013972651763,5.700687888903696,1.2050440004024785,0.9900838692614157,-0.19153782652592674,1.383746544945924,0.6697311229207477
5,1.574059860042507,0.5897772812670189,1.025091133027308,2.7226039550002907,0.03397188705546907,0.16981715559325994,0.9647780903636501,0.4773147536472695,0.8570261193723743,2.332619388859851,0.45965255134522387,1.897465531495751,5.4685340477384505,0.9348351622918927,0.8666906480360094,0.05202290612180597,1.4423956891982281,0.6764078255662176
6,1.3924584302799186,0.6281316950732497,0.8702947109821542,2.4399912364086784,0.020826753155993753,0.133307985948241,0.9783584497053489,0.3499467009628997,0.8918022749865684,2.508286113273783,0.4407055882068931,2.051447469694204,5.521327899729619,0.694250969684866,0.7493639512478143,0.3101874081198208,1.5719154276408134,0.6758033170573047
7,1.2530550836376633,0.6588666253464889,0.7618615233936168,2.2554312472304594,0.015354205154837909,0.11436741491644424,0.9840467694673055,0.27287068369749207,0.9119595012004351,2.3214606297092617,0.4633555408296898,2.0305499124004216,5.6759360119827456,0.7207824783902506,0.7687253640348501,0.28710063704178806,1.7146641093458308,0.6669629955091437
8,1.1244941246011264,0.6885458020994184,0.6727387630956375,2.116967953691405,0.013791925814715347,0.1082149955938566,0.9856771991010511,0.22311986119196406,0.9279681129359287,2.2686567894284217,0.5020027075712798,2.0197426890682,5.550410717915316,0.5788404071265655,0.6925415022422668,0.4259237705978973,1.7422505779090476,0.6809281589100595
9,1.0258696019396139,0.7107930290669445,0.610417457831231,2.0245756178598135,0.012837575121247944,0.10429487757983885,0.9866534483124506,0.1965745112875538,0.935277575746395,2.294414916179287,0.48750726145505907,2.069072251970651,5.712987480556379,0.6258953630831883,0.7239595930420544,0.3828158332029621,1.8128720537424088,0.6786805237267838
10,0.9423461537432087,0.732192875284951,0.5582092226269479,1.9454268646121997,0.012543317762553545,0.1031289015953692,0.9869873256409712,0.1754805414330081,0.9427505306981364,2.2822379541441045,0.5032449663887258,2.071320524066198,5.6612128307311265,0.5634318982363369,0.6842360923759911,0.44239476364725994,1.8276246616600966,0.6791143179677549
11,0.8710627934314492,0.7497031033524714,0.5174805363452143,1.8861837427201442,0.012527036530091393,0.10306995807283532,0.9869680889439084,0.16476295258898685,0.9458841309030556,2.327631241325538,0.4941686783243052,2.1039538092911245,5.679353121579671,0.5367470718581148,0.6741994934082578,0.4717801633456657,1.84808759469429,0.6774374595963564
12,0.8120527674216055,0.7637960235995686,0.4822859732322646,1.8304449989995846,0.012088630056312869,0.10123740272016506,0.9874378724846483,0.1531543967009232,0.9491744116608487,2.307240285208757,0.494744699268556,2.0943966032970147,5.656482693936004,0.5337585520295409,0.6687462324715658,0.4740428099289945,1.845812313843946,0.6733141942864559
13,0.7622084312307214,0.7757704902362452,0.45340590402246406,1.7852836552132456,0.01187357396214641,0.10030751759823105,0.9876740832637905,0.1451504797035689,0.9519129048371796,2.355812086593648,0.5039032761376412,2.1659844579061525,5.835203914978465,0.5525113314903712,0.6819841246302593,0.4632929993536119,1.9430411673833112,0.6717973269448906
14,0.7160355593511664,0.7878352534758297,0.4274382053132476,1.7436713444777006,0.011846502541141796,0.10012284297069843,0.9877171367354061,0.13889141305552,0.9538339372015658,2.350890933168975,0.5153128978034166,2.1829949831581508,5.844781544884698,0.5190393583694459,0.658494708595762,0.49562700041978847,1.9782150023237604,0.6794254803398594
15,0.6743408972242391,0.7994693794910932,0.40448854618194124,1.7072297504427076,0.01165005637747158,0.09929029745410362,0.9879256402225812,0.13465851085116012,0.9554007366706072,2.4571473812298237,0.5017803789137817,2.1999897372263377,5.859279287324577,0.5977296154059969,0.7142012480151119,0.40457496109611896,1.906833910710499,0.6809752905627743
16,0.6403518977198582,0.8083668808290142,0.38567256802390154,1.6745804752224183,0.011780499921088265,0.09989015673053969,0.9877788053942284,0.130654984262346,0.9570015989378585,2.3913496149218703,0.4971848569082432,2.1482676074426683,5.6847047974809275,0.5163835360173865,0.6582798363195687,0.4812969636648004,1.8732105594042872,0.6837331712656334
17,0.612775620971742,0.8165420258969986,0.3693661370832279,1.6440954891198754,0.011583622365040567,0.09907741683924236,0.987969083056313,0.12545634344239295,0.9588136355842296,2.429932208589929,0.5039404555867183,2.1904238607844366,5.7787988503311505,0.5326075985097597,0.6642091321818787,0.46828293070501315,1.919873630533453,0.6841973904385918
18,0.5847911611331341,0.8245851995249907,0.3538787044766859,1.6152724846009874,0.011625033112957393,0.0992357788691274,0.9879480836410873,0.12244000160318426,0.9602033185105859,2.6117984984754825,0.48960165731389016,2.297361506804091,5.912950971728465,0.5412671970750137,0.6662227843595004,0.46659748219244646,1.9487810605950042,0.678103127485416
19,0.5684328708313392,0.8281205850334992,0.3465265366801378,1.6004170131649567,0.011503241077036435,0.09869708079650728,0.9880529566939487,0.12398178528056071,0.9584117168616708,2.4254720270998784,0.5219577065882136,2.183870886797788,5.7195295214731185,0.5064812962645523,0.6582473292986537,0.5048128923203884,1.9097749806222368,0.6867262358211103
20,0.5427154484493615,0.8354066726251819,0.330556394503951,1.5695279468427599,0.011324055000659299,0.09783968687046939,0.9882487417576459,0.11756618067525193,0.9609526578644426,2.4622176485356624,0.5084869034345949,2.1918483776655355,5.70688820157481,0.5155046812594791,0.6499951354036336,0.5046007246211568,1.890683216799478,0.6808231775159719
21,0.5285075748437608,0.8390809731453055,0.32190478023034735,1.548423116865033,0.011506600180568897,0.09858082487171016,0.9880862717420718,0.11447232612977784,0.962764695735422,2.418015360820729,0.5177609845575739,2.1763803374298285,5.696326970530338,0.5175953518365399,0.6619071238334708,0.4895671575236398,1.9022163489793167,0.6850552087084192
22,0.5104388059283502,0.8442833371674217,0.3123185009165432,1.5297862928976964,0.011472222247938558,0.09860558684333351,0.9880913920407595,0.11332743848204545,0.9630167459157862,2.4387187318229775,0.5217353776493033,2.190681846940615,5.732874076573575,0.537755482209821,0.665268313910206,0.46511304280244303,1.9109933137229231,0.6879021496743453
23,0.49614696325539615,0.8490828484286241,0.3039619779459053,1.5109550827494589,0.011208315025764316,0.09730209268859165,0.9883860729917161,0.11083001326693712,0.9638001467376747,2.4968492305013634,0.5212622172651721,2.211299424259389,5.654007321168165,0.4630828979546007,0.6307838814430181,0.5429025400944635,1.8944737477385607,0.6869409272695174
24,0.4831588005094802,0.8525973965502613,0.2965506084297635,1.4939413237478816,0.011091621537711649,0.09685969213106257,0.9885002337910798,0.10896989020769357,0.9643178715631551,2.4551713364053938,0.5115149764457687,2.176274210434468,5.571683178268495,0.454539117158508,0.6227390800700511,0.5494267466399002,1.8632039019553388,0.6912117349866961
25,0.4741610888044673,0.8536253670112401,0.2920074800871975,1.4827897213386214,0.011073599233820881,0.09676241390921737,0.9885100195731333,0.10873579005821299,0.9644336774338234,2.541553927129403,0.5022575026408571,2.22064762581665,5.633830892889226,0.4732394638093976,0.6378798073052079,0.5237941125010801,1.868688103236136,0.6822140974886105
26,0.46553866408456523,0.8573969080437172,0.28644778625660233,1.4677309644505185,0.011418118068682485,0.09824922370215997,0.9881657273094577,0.10626233823787457,0.9656462447887357,2.574207766587282,0.4993940079578611,2.2655905370194405,5.715819468465008,0.46444353819093237,0.6260865916053338,0.5380013841756478,1.921432210713625,0.6817579204401032
27,0.4481881419965404,0.8621061244966964,0.2772320658654724,1.450680900498396,0.0111806691060746,0.09712100019754352,0.9884250369892871,0.10478628604675158,0.965673493232619,2.518465838255285,0.5182586816349221,2.208835819096839,5.603669549844304,0.47082414019601515,0.6317314642961482,0.5305299654440271,1.8663388861124632,0.6942380589227207
28,0.444411704251414,0.8623422803796017,0.2750741280390994,1.4410373212765009,0.011140000910586947,0.09705944772871766,0.9884430986535157,0.10423568802558446,0.9655644975146038,2.561709713249312,0.5081743570038529,2.2529077497701175,5.711623345791317,0.4961490714345658,0.6433531312249486,0.5047825187227353,1.9100523547877053,0.6860383416311663
29,0.4340401554240684,0.8667945019159172,0.26913650267372474,1.4290312348719485,0.011103159300006432,0.09685979307151796,0.9884826139148735,0.10295497096353813,0.9663615220411425,2.4739035292059035,0.5204147949336005,2.1640417596321613,5.555802885544105,0.5222917328758477,0.6687664251567554,0.47353422786190447,1.822702125310898,0.6910429109501057
30,0.4256944580018795,0.8683364575862715,0.26415337693953067,1.4162252679007974,0.011286323014521404,0.09757956700928026,0.9883212392481345,0.10129717292517801,0.9674037841461754,2.469984693237836,0.5194724389466737,2.1806439146624235,5.585136238786041,0.5028401821906096,0.6606127231278038,0.4851038771826052,1.8602868655587805,0.6883428810507548
31,0.42047342366670576,0.8717954396525892,0.2611909220420719,1.407973773463415,0.011005583881020145,0.09644958231990067,0.9886095283557623,0.10050202186377419,0.9672130433287639,2.5614134273575266,0.5060142800495273,2.229399184027656,5.673886677202631,0.5434698216683805,0.6691137000068986,0.45554259904537,1.863880989013148,0.6887361664923488
32,0.4134371254145782,0.8731151308694124,0.2581990069814958,1.4015634640961558,0.011203399454410084,0.09725819124034901,0.9884051960535688,0.10151230073464672,0.9668656234575678,2.6598903723237237,0.497172213516763,2.2956352437509864,5.754292090099366,0.5232884188778855,0.6684052164452705,0.48016773338693186,1.902000340952248,0.6873424075319141
33,0.4059445398984714,0.8747195986581533,0.2531791772934886,1.3895366208332884,0.011196812657851184,0.09726243313590643,0.9884048745516467,0.09891152705929927,0.9673016023602082,2.627593766483311,0.506964564254538,2.274179529749956,5.664292561149988,0.46939105379491536,0.638402683035832,0.5257871684122479,1.8930707140877598,0.6829819108164701
34,0.3992158366493245,0.8765463311326787,0.24977235690292382,1.3816114456738895,0.011115628024619278,0.09682736544745466,0.9884962868361113,0.09883098758930645,0.9679351328874454,2.6151633987206,0.5299436705322539,2.2699132551638805,5.728007573401341,0.5422845584682247,0.6786978352006896,0.4588315659420885,1.8914643690214783,0.6882768347082568
35,0.3964502581237184,0.8774840067854344,0.2479218211535693,1.3747979886051276,0.011152551012437657,0.09706984121739083,0.9884620380452285,0.09775125214196953,0.9688139038857863,2.568887895859646,0.5224182228719602,2.219639124680738,5.603539398849987,0.5252073367563553,0.6623639099447105,0.4750189642385927,1.838423079688041,0.6903037903176956
36,0.3935888707241901,0.8781924726394656,0.246240561637332,1.3675841903838544,0.010926060504080438,0.09587705099451765,0.9886905610498029,0.09727817989189377,0.9684256090790171,2.575541532565012,0.5184232589314849,2.243440840913624,5.665711556805939,0.5271876931291237,0.6637685630243946,0.46638234645949456,1.8785839988012782,0.6908309013335431
37,0.3892560526781415,0.8791787693401706,0.24292362597218398,1.359515343073873,0.01100406724579561,0.0963837014649128,0.9886135166940476,0.09520493259932548,0.968602726677399,2.522590740206248,0.5163660420995266,2.209620058865821,5.604734040973616,0.5207554199911132,0.6665711529045437,0.4711067483063814,1.861322772345582,0.6881177882576575
38,0.3812766593587006,0.8824710523115166,0.23911801192499077,1.3520067977094499,0.010984866441931184,0.09616580780488651,0.9886453531331472,0.09529065060247167,0.9689092737666436,2.5262807848000604,0.5249818149121082,2.1955158974391513,5.581250605030138,0.5457736471999551,0.6728758513820635,0.45396548150168525,1.8298710237379934,0.691459843389812
39,0.37934580078698876,0.8832350858677545,0.2366826647468336,1.3440128574124728,0.011035609822271619,0.09654298223610512,0.9885675000080266,0.09263584040302626,0.9700877802658284,2.524703817952759,0.5188141303546115,2.2080274893573075,5.6142667515746885,0.5408017514915412,0.6708458545066943,0.4608431954744165,1.8599772847363205,0.6913744069635868
40,0.37917841376299305,0.882873905790304,0.23750052159685764,1.3427161534880645,0.011113186040579787,0.09688570433808606,0.9884910465680324,0.09420862882291675,0.9689365233506795,2.571715670860942,0.5168225939146808,2.234666841289059,5.624971724187741,0.5209930937601088,0.6555406461187729,0.46766739212293523,1.8660744886154035,0.6910397587091219
41,0.3725059548570381,0.885825848752541,0.23397497591548383,1.3360637890882963,0.010821794154596876,0.09544981049068253,0.988812642088183,0.09387826826975998,0.9698561661808448,2.5498907798990467,0.5284624741443845,2.21112371238431,5.584865671927812,0.53579896460356,0.6526601102186581,0.46647763164159195,1.8369612452123987,0.6984486504920193
42,0.3690903864106809,0.885061817265469,0.23179360417358175,1.3301710538563474,0.010986881349248969,0.09617254984661741,0.9886713554746835,0.0927016178649605,0.9699379117869756,2.5068880597119048,0.5195341555892098,2.209672446464906,5.668155163235352,0.5818539372182457,0.6880724971710332,0.43605634254232606,1.8783177009391003,0.6856644452526921
43,0.36330359103438536,0.8866315554356347,0.2280341397127677,1.3218477111398181,0.010727293629217741,0.09513172230561533,0.9889120976425763,0.09114406215441996,0.9705782559084377,2.582955335623296,0.5158928829348478,2.2524721511543775,5.6653150868337665,0.5280094439515249,0.6593112207251283,0.4685328305511598,1.890507379951047,0.6908996292176793
44,0.36297996662586157,0.8877289830645981,0.2282655036952472,1.3204119794131424,0.01078149296140105,0.09533617525944421,0.9888593611926675,0.09206720524023146,0.9700605309140459,2.62435178435605,0.5120253159662969,2.2470552327486337,5.61863543210655,0.544608393279329,0.6745861366044987,0.45704328415858114,1.8343222825292682,0.6965211599855149
45,0.35454572152228925,0.8897988159226645,0.22365026611318792,1.311976282089009,0.01076287068106601,0.09528505039149635,0.9888688246493554,0.09082855091532847,0.9705101347670587,2.5351023740816876,0.5269322057874476,2.1625492124621006,5.418762084409839,0.5057560237373123,0.6465205932758528,0.4954004156152493,1.759760149101742,0.6976460040597642
46,0.3544642626157138,0.8906531422179598,0.2232509178224604,1.3082664754852689,0.0107885636230901,0.09522894612344242,0.9888426916336617,0.09017067344306981,0.9709188642334609,2.6403156676931454,0.5160163157508999,2.252910179186063,5.592459816995214,0.5185994401824078,0.6648607581424641,0.47311878016333814,1.833303251456042,0.6946986521985687
47,0.35029520986194607,0.8917088965300419,0.221033702220133,1.3039111274377362,0.010730704816709511,0.09494300331528457,0.9889224937440991,0.09030022230330859,0.9708916160218309,2.6320740474874773,0.5152551458795769,2.273787872953493,5.661356756042261,0.5202839468733154,0.6530402508139403,0.47334879558179604,1.8826476566410455,0.6917916514238374
48,0.3533200924484349,0.8897015745235258,0.22257281231898135,1.303382847100507,0.01073090477163329,0.09493360834693047,0.9888904598052308,0.08996825768660821,0.9713207833782984,2.622102203582157,0.5251503571149756,2.2425134576617696,5.597746314388806,0.5431830087436781,0.6645920585917368,0.4623597476785262,1.8286776220515126,0.6953132482610765
49,0.34759060642079936,0.8915491438148463,0.21967967965165394,1.2974025019085917,0.010646917927664484,0.09458474579999264,0.9890269804541372,0.08996067198992681,0.970489697700437,2.585051761384891,0.5182832182968249,2.232054667416166,5.572223849683511,0.5097586765456203,0.6528351389742026,0.4966056068347782,1.8489874917312723,0.6914566903475855
50,0.3442577121715321,0.893452277957992,0.21695130106208174,1.2913209449894412,0.010638885677561528,0.09447864675844894,0.9890054389174594,0.08805722298667698,0.9715796450837216,2.536412874202586,0.5239405634588883,2.173424437227308,5.463366556425564,0.5303228057154638,0.6626373966190375,0.47140766015179175,1.7804742659823816,0.6971255110761181
51,0.3423375620688482,0.89427187666165,0.21596887401954062,1.288218358835767,0.010692292123998665,0.09487266304895804,0.9889688056240764,0.08789302096027503,0.9717227008340209,2.616888813615131,0.5127532706072585,2.237867643019215,5.595485267047022,0.5526447448240066,0.6812562831342848,0.43343780633232165,1.8279689132678705,0.6983493443888719
52,0.33828599798501996,0.8950498002115143,0.2131776184455917,1.281889994052383,0.010647362822239867,0.09470594305382778,0.9889781012038495,0.0862838777207403,0.9722063645715203,2.5918910889446156,0.5225748717628541,2.2341055230254034,5.58014578577925,0.5277886328791,0.6621903813467469,0.47404204197965377,1.8437081196229965,0.6948066263042513
53,0.34024633583588,0.8947650252231418,0.21546928973599946,1.2847098476955159,0.010754242080672546,0.09522069671550543,0.9889049649956461,0.08884741528932265,0.9716886397671539,2.67035732162287,0.5148848467122336,2.2803966050499773,5.574523761436588,0.4628001128894937,0.6266171063595722,0.5306533221392424,1.8579522366171977,0.6937170937085738
54,0.3357419202680225,0.8958971804859703,0.21253481530658624,1.2782094762800773,0.010710598680867378,0.09488382260669768,0.9889227861721297,0.08753433610260515,0.9717226999050077,2.6012779440730913,0.5170528522913085,2.2274801975127128,5.579557185931284,0.5616662846107959,0.6834751877218561,0.4344352540150915,1.8184243351870872,0.6960331397222691
55,0.33223243019062915,0.8972724394050001,0.20972878140969095,1.2719590239942054,0.010640307347574925,0.09462493865774153,0.9890161027859341,0.08532696087579755,0.9718998171233387,2.6356701471272626,0.5186289805208073,2.2488426049381007,5.615844225359745,0.5626210828370506,0.6714431164949349,0.43853751138339897,1.8339276692232147,0.6894495949603495
56,0.3339327487631381,0.8969251511158607,0.2100945203094946,1.2701330143130927,0.010605015964987924,0.0943815040009857,0.9890706382488639,0.0846276129868932,0.9730033884857548,2.6617897565682846,0.5077874503619358,2.2487515462930086,5.565631150542712,0.5453992811615381,0.6690679093502188,0.4560699640614721,1.8028106346936499,0.6993871759361908
57,0.3319487156484341,0.8973349517556399,0.21010405251712103,1.2706987969300192,0.0105522232659008,0.09419826937828173,0.9891135645723494,0.08640960890788545,0.9720088122290498,2.4910191022144197,0.5345724069344215,2.1876536282408434,5.538239974082494,0.5332690675740465,0.6489741825183523,0.47436456113228703,1.848746875580217,0.6989390344106761
58,0.3272937251914067,0.8989741471993598,0.20627469310535002,1.2637650072680184,0.010623853096294406,0.09436923846618275,0.9890387023842339,0.08372335594900947,0.9732622506556847,2.7085584609012887,0.5133379696822558,2.314715284105207,5.685502547043269,0.5214084952699171,0.6646493539810898,0.46708943240256545,1.8829628762827544,0.6948736204441454
