epoch,loss,reconstruction_loss,val_loss,val_reconstruction_loss
0,0.14487229635593424,0.14487229635593424,0.1335665173180898,0.1335665173180898
1,0.12104303008564851,0.12104303008564851,0.12065680940245589,0.12065680940245589
2,0.11395877512995602,0.11395877512995602,0.11317111684282621,0.11317111684282621
3,0.10918946732857124,0.10918946732857124,0.10837117080400388,0.10837117080400388
4,0.10568143182424361,0.10568143182424361,0.10572359885672729,0.10572359885672729
5,0.10301472782836564,0.10301472782836564,0.10331079914793372,0.10331079914793372
6,0.10094685959461272,0.10094685959461272,0.10146748523508509,0.10146748523508509
7,0.09926687886279897,0.09926687886279897,0.0998312525133292,0.0998312525133292
8,0.097771765112164,0.097771765112164,0.09851037014663219,0.09851037014663219
9,0.0964803788115465,0.0964803788115465,0.09785655744060874,0.09785655744060874
10,0.09531867267214014,0.09531867267214014,0.09662139276827375,0.09662139276827375
11,0.09427928085392177,0.09427928085392177,0.0952162334839503,0.0952162334839503
12,0.09329768629742476,0.09329768629742476,0.09466012993117173,0.09466012993117173
13,0.09244375537902708,0.09244375537902708,0.09367242472405235,0.09367242472405235
12,0.09328823379059448,0.09328823379059448,0.09463597384020686,0.09463597384020686
14,0.09167353778886267,0.09167353778886267,0.09326024728993575,0.09326024728993575
13,0.09244165735160595,0.09244165735160595,0.09402805225690206,0.09402805225690206
15,0.09094954239445778,0.09094954239445778,0.09236291203702489,0.09236291203702489
14,0.0916791419295405,0.0916791419295405,0.09358125081464648,0.09358125081464648
16,0.09028948642435193,0.09028948642435193,0.0916990349505345,0.0916990349505345
15,0.0909454133991878,0.0909454133991878,0.09260712058350444,0.09260712058350444
17,0.08971473220148957,0.08971473220148957,0.09192420026376844,0.09192420026376844
16,0.09027851524011883,0.09027851524011883,0.0921430228724579,0.0921430228724579
18,0.08913794851915144,0.08913794851915144,0.09112618970155716,0.09112618970155716
17,0.08971582511124769,0.08971582511124769,0.09147464824850361,0.09147464824850361
19,0.08862331294418772,0.08862331294418772,0.09093325941979885,0.09093325941979885
18,0.08913486692815359,0.08913486692815359,0.09074948433220387,0.09074948433220387
20,0.08816510206360105,0.08816510206360105,0.09012627147823572,0.09012627147823572
19,0.08862206230294328,0.08862206230294328,0.09078311420102914,0.09078311420102914
21,0.08771604878551902,0.08771604878551902,0.08980103496208787,0.08980103496208787
20,0.0881622369176205,0.0881622369176205,0.09063736820211013,0.09063736820211013
22,0.08729794890975173,0.08729794890975173,0.08949138688027859,0.08949138688027859
21,0.08771242929650785,0.08771242929650785,0.0895402744734784,0.0895402744734784
23,0.0869239418698929,0.0869239418698929,0.08922078182692329,0.08922078182692329
22,0.08730524140676373,0.08730524140676373,0.08950201787849267,0.08950201787849267
24,0.08656907484995999,0.08656907484995999,0.08853840603108207,0.08853840603108207
23,0.08691913138775105,0.08691913138775105,0.08917128291338682,0.08917128291338682
25,0.0861929415865359,0.0861929415865359,0.08877787682205439,0.08877787682205439
24,0.08656610800181554,0.08656610800181554,0.0888379044281443,0.0888379044281443
26,0.08586365648283424,0.08586365648283424,0.08774964347720146,0.08774964347720146
25,0.08620151621805745,0.08620151621805745,0.08803728876923521,0.08803728876923521
27,0.08552849464892229,0.08552849464892229,0.08770869722718994,0.08770869722718994
26,0.08585294013975521,0.08585294013975521,0.08783564511314035,0.08783564511314035
28,0.08525864152909368,0.08525864152909368,0.08766913800423344,0.08766913800423344
29,0.08496699853644836,0.08496699853644836,0.08736364150767525,0.08736364150767525
27,0.08552296413163042,0.08552296413163042,0.08835799590190252,0.08835799590190252
28,0.08524501948131633,0.08524501948131633,0.08762421814690034,0.08762421814690034
30,0.08467730612232151,0.08467730612232151,0.08714133897776405,0.08714133897776405
31,0.08444724789013175,0.08444724789013175,0.08669873264407119,0.08669873264407119
32,0.08417301192714495,0.08417301192714495,0.08669848860234022,0.08669848860234022
33,0.08394283609836424,0.08394283609836424,0.08681699435626467,0.08681699435626467
29,0.08495837776262048,0.08495837776262048,0.0877791339168946,0.0877791339168946
34,0.08373516343768725,0.08373516343768725,0.08610714475825429,0.08610714475825429
35,0.08350788981217974,0.08350788981217974,0.08586686449165146,0.08586686449165146
30,0.08467328437585536,0.08467328437585536,0.08721083903660377,0.08721083903660377
36,0.08330265628858584,0.08330265628858584,0.08590766915306448,0.08590766915306448
31,0.08440450456562858,0.08440450456562858,0.08720714817881584,0.08720714817881584
37,0.08310194010330123,0.08310194010330123,0.08684568678682049,0.08684568678682049
38,0.08290779376956726,0.08290779376956726,0.08640420287723342,0.08640420287723342
