epoch,loss,reconstruction_loss,val_loss,val_reconstruction_loss
0,0.9136335424635486,0.17653910171071038,0.8169389875300725,0.19937410140534242
1,0.776048087392137,0.15753760742177902,0.775082022502025,0.1553851574870944
2,0.7682969271267309,0.148632084161843,0.7741498874183496,0.15442708398640156
3,0.7654288360368691,0.14568922600449175,0.7741491468437512,0.15428476244856915
4,0.7637268579200936,0.14380401356826028,0.7704741561377049,0.15050706322660048
5,0.7626627312762317,0.14267218090341696,0.7766104415623347,0.15659779558430115
6,0.7619800690557186,0.1419511405683732,0.7757717183478673,0.155720472262005
7,0.7614100944237782,0.1413301376923658,0.7770636810564995,0.15693466333299874
8,0.7608682499500806,0.14074483289966921,0.782524176527659,0.16240948147108158
9,0.7604222767307155,0.14027827652986297,0.7825592735449473,0.162420110831062
10,0.7600631362290199,0.13987423155930592,0.7886337979300817,0.168416704261899
11,0.7596654374165462,0.13944835466405545,0.7893712080176671,0.16914883777002493
12,0.7592688886190101,0.13901942897514116,0.7892887172905604,0.16901172450770935
13,0.7589483724835316,0.13869052978456367,0.7944230392432213,0.17416815605074168
14,0.7586412690275608,0.13838001996139662,0.7958235112059117,0.17555619882136583
15,0.7582914607736305,0.13805173051433775,0.7994648433947563,0.17922515810738007
16,0.7578991882442176,0.13776251494388944,0.8007081445133686,0.18070058306674164
17,0.7572793832946408,0.13752716259820041,0.8005568488192558,0.18118684667716423
18,0.755839142405027,0.1372478223419906,0.7999098218584061,0.18242378254552682
19,0.7524793425546644,0.13690395622602214,0.791083321001927,0.17802539990961552
20,0.7455635395600888,0.1365874131409019,0.7828805806994438,0.17897843868712585
21,0.7330194504946783,0.13628754605046858,0.762115897603035,0.17358187532792488
22,0.7149680532958432,0.13604939892853293,0.7443057269851366,0.17521317445347706
23,0.6958293658501904,0.13586474375205948,0.7255114655764897,0.17375730921685695
24,0.6816423198375569,0.13566540267922705,0.7165700282915434,0.17499133720874788
25,0.675045731987113,0.13546693488051342,0.7118513871876399,0.17342101516445477
26,0.6734641283889635,0.13530587285209356,0.7041087707368533,0.16607009053518373
27,0.6731008528237303,0.13513285423712665,0.7139179027144115,0.17600649747620026
28,0.672940551382658,0.1350245002283342,0.7056438281889756,0.16772173408667246
29,0.6727402886612691,0.13483549794236518,0.7117091297940413,0.1738251228360335
30,0.6726272828972604,0.13473183002492442,0.7066700796167056,0.16878537308384975
31,0.6724795601053583,0.1345934527953315,0.7115926001493136,0.17371186182429393
32,0.6723735718145671,0.13449682486803208,0.7063734096089999,0.16850984770645697
33,0.6722398203305352,0.13437998513479216,0.7041646531971296,0.16630752739141386
34,0.6720749427550314,0.13422920929578805,0.7080761124837398,0.17023774216473103
35,0.671988959438325,0.13414885905704949,0.7101749733916919,0.17235884633143742
36,0.6718469734717695,0.13402733633614197,0.7100170564536253,0.17219906133224566
37,0.671750350169568,0.13393582382142682,0.7133864565404257,0.17558695858448745
38,0.6716814126336866,0.13387316142186054,0.7098062932773431,0.1719926200138529
39,0.6715362181185007,0.13373369467743568,0.712765967481931,0.17494144596378008
40,0.6714620700099504,0.13365611745437983,0.7131756770837308,0.17535731484442948
41,0.6713768380803851,0.13357601248058235,0.7134277309441567,0.17558658064027627
42,0.6712660621351789,0.13347334622067497,0.7079452819625537,0.17012015551070372
43,0.6711774833908993,0.1333854169548949,0.714312418123881,0.1765098222007354
44,0.6711115624446992,0.13332622629550123,0.714242146756649,0.1764737626236677
45,0.6710198515528419,0.1332365663932982,0.711298905929327,0.17353855390499034
46,0.6709750958369521,0.1331874842808746,0.7131102390273412,0.17535174999256928
47,0.6709089758376675,0.13312748882836958,0.7147246882375081,0.17693300829678774
48,0.6708617004693042,0.13307997526094542,0.7151890687672298,0.17739195542524258
49,0.6707648058164356,0.13298076863075708,0.7152793411238988,0.17750273415197929
50,0.670691709396024,0.13290475634260315,0.7123335247937839,0.17457742946942648
51,0.6706260849081649,0.13283693597216242,0.7140340538771948,0.1762615560422341
52,0.6705888920097396,0.13281277875560515,0.7140865212114652,0.176324553814133
53,0.6705051549083294,0.13272647843495133,0.7156240589837233,0.1778543940330545
54,0.6704354529098424,0.13266802726524296,0.7150667765959103,0.1773055544511477
55,0.6704306449119519,0.13265174404742977,0.7167410197114944,0.17898315609931945
56,0.670390063590319,0.13261175988070328,0.7097129508455594,0.17194280936866999
57,0.6703325777446097,0.13255926237909976,0.7117208611532052,0.1739679444745183
58,0.670254078531766,0.1324751948483523,0.7145605664849282,0.1767845336179932
59,0.6701978337597819,0.13242509275405312,0.7139751736617088,0.17615579787423213
60,0.6701521450260278,0.13237989145301743,0.7152270396447181,0.17747103330483038
61,0.6701066081902249,0.13233440047914605,0.7133237719345092,0.17556441900879144
62,0.670060147065126,0.13229149189433181,0.7120592539517084,0.17427162809878588
63,0.6700048260955855,0.13223832264942495,0.718065886824131,0.18031712326367696
64,0.6699522745511913,0.13218226569379782,0.7162013181598981,0.1784483521766464
65,0.6699517482811261,0.1321823023881246,0.7158686736671129,0.1781141482279698
66,0.66985012102294,0.13208312381715312,0.7146550858807563,0.17686309892306726
67,0.6698195550203879,0.13205075718662423,0.7135343478473027,0.17578012016435465
68,0.6697493303858413,0.1319833205449922,0.7227862947066624,0.18501704722950857
69,0.6697267717143897,0.13195936352040624,0.7154764057938258,0.17770365147014458
70,0.669689087077645,0.13191617976182957,0.7168725412329038,0.17905885732640822
71,0.6696428479398563,0.1318737199571301,0.7184905448993048,0.18072621420234442
72,0.6696034387675578,0.13183542210586988,0.711633498652776,0.17388804240415492
73,0.6695508229760334,0.131785892704317,0.7155100615692138,0.17770457378238438
74,0.6695018833201017,0.1317323936038632,0.7174711164601644,0.17970714184264341
75,0.6695244660038097,0.1317526309695551,0.7148794391155243,0.17709624412715436
76,0.6694270268760735,0.13166025536332623,0.7218667730661233,0.1841156347573797
77,0.6694300182537548,0.1316623895699669,0.7195462786841392,0.18177610618700585
78,0.669352425907846,0.13158356072544147,0.7157948286088308,0.1780420321134726
79,0.6693475785966236,0.13158254321042964,0.7227798963296413,0.1849810643051068
80,0.6692899107376642,0.13152817588695082,0.7162828630216916,0.1785365735389789
81,0.6692580067603702,0.13149688383314406,0.7156990989061197,0.1779397249002258
82,0.6692299009795228,0.13147369704166886,0.7137760950406392,0.17602933230827253
83,0.6691777129747765,0.13141657764150771,0.7230830444018046,0.18532696817626557
84,0.6691285147132785,0.1313691983736243,0.7156673602382342,0.17787925635039806
85,0.669114492511944,0.131357286777456,0.7174039708550771,0.17963967566470304
86,0.6690363238544976,0.13128503490687113,0.7181475311640898,0.1803654924384753
87,0.6690445866787865,0.13129007986930386,0.7183066915587584,0.18057249024738867
88,0.6689885014205162,0.13124012527172318,0.7211030050337315,0.1833768909322222
89,0.668967418798627,0.13122726667589804,0.7188930808107058,0.1811632072825233
90,0.6689413819318614,0.13119966917983153,0.717376979675293,0.1796435254525145
91,0.6689128457387103,0.1311812668217209,0.715216868976752,0.1775136629561583
92,0.6688652535511427,0.13113847803954762,0.7203626439595222,0.1826287798095743
93,0.6688337548089278,0.13110649543776326,0.7214282725405693,0.18369314861218133
94,0.6687993128352572,0.13107597715326758,0.7179618555084865,0.18024065939525763
95,0.66879930532382,0.13106767185110613,0.7191605148172379,0.18144973716139792
96,0.6687518413523115,0.13102931868558795,0.7154971889694531,0.17777121447334687
97,0.6687143322432473,0.13098872194116634,0.7220631606809298,0.1843661582532525
98,0.6686779779480942,0.1309534744527995,0.7207046023519834,0.18294828876793384
99,0.6686430171462452,0.1309243537889861,0.7137002468371392,0.17597797725786765
100,0.6686305736855559,0.1309141911079405,0.7155597801228364,0.17784542808045944
101,0.6685899859131287,0.13088183231051911,0.7115133256796996,0.17380818704654774
102,0.6685951344121156,0.13087839293516434,0.7143930890369415,0.176647453776896
103,0.6685162133590482,0.13080467522370356,0.720431772445043,0.1827294315981865
104,0.668512873221167,0.13080031058969477,0.715194235449632,0.17748621172944704
105,0.6684863008341405,0.13077513819240913,0.7159780367287,0.17828071041335664
106,0.6684623766807859,0.13075128573893874,0.7192877506891886,0.18158686937481164
107,0.6684245391897726,0.1307169739352572,0.7215106498797734,0.18381403968522947
108,0.6684042389918653,0.13069457873536866,0.7164157400711377,0.17872956089317799
109,0.6683979955096506,0.1306882969700365,0.717516283856233,0.17983040232896805
110,0.668381358389259,0.13066717920131554,0.7209088800545533,0.18322240289260944
111,0.6683290186952126,0.1306249393148037,0.7178192017988364,0.18010437328219414
112,0.6683308436266878,0.1306250231294885,0.7175964517601331,0.1798774498590827
113,0.6683136578062452,0.13060530831509182,0.7226804298305511,0.18497750105321406
114,0.6682683263004452,0.13056422284257663,0.7212470120370388,0.183469539210697
115,0.6682732765114016,0.13056837395702944,0.7201232718714078,0.18240421123007933
116,0.6682278921647278,0.13053567772742053,0.7167521303423245,0.17903251178403695
117,0.6682014423080197,0.13050792366048905,0.7200153046317895,0.18232942414949338
118,0.6681613204359591,0.13047060111587566,0.7213365533192952,0.18366291355639697
119,0.668171126686706,0.1304809131258566,0.716375153832833,0.17870298189163208
120,0.6681684197699315,0.1304715442337539,0.7154335554194451,0.17775922755946716
121,0.6681269801796665,0.13043489225660837,0.7214970983839035,0.18383862553626298
122,0.6680613403907317,0.13037075419435354,0.7212619596997897,0.18357449825425942
123,0.6680972141973335,0.1304025585690346,0.7221045794876416,0.1844164533640941
124,0.6680500864148001,0.1303614030528027,0.7185943640939395,0.18090656624287366
125,0.6680301109126735,0.1303446953801075,0.7177379414780934,0.18005008339027564
126,0.6680292908271803,0.1303402125648502,0.7213420160019398,0.18366397181421518
127,0.667992221693592,0.13030496795412888,0.7209261392935117,0.18326701616535584
128,0.667995688169673,0.1303091447630869,0.7222148330525557,0.18451357400198778
129,0.6679563523555998,0.1302681343658211,0.7175046614400545,0.17982372779508432
130,0.667968721067057,0.13028226213153699,0.7151328121002515,0.17745679613649845
131,0.6679110539557637,0.1302267135019863,0.7191016945075989,0.1814074098434051
132,0.6679142939585371,0.13023054957076854,0.7199510279381275,0.18226542494783798
133,0.6678854302702039,0.13020253985198682,0.7197462720501423,0.18207758621543646
134,0.6678863310862589,0.13020578335183852,0.719089861556689,0.18143249992400406
135,0.667849609008887,0.1301691087621374,0.7140606284026305,0.17640331828484931
136,0.6678622906621168,0.13018557713166,0.7182610599315167,0.18057215904027224
137,0.6678116736605398,0.13013383234517437,0.7206205158376694,0.18288812874654928
138,0.6678283977188614,0.1301543922266785,0.7169314497820536,0.17925688389460245
139,0.6678653907817609,0.1297306457193201,0.7208605252667268,0.18232291748901208
140,0.6679237858591168,0.129384874117364,0.7221119554595152,0.18358307618786893
141,0.6678590565537349,0.12932786553698214,0.7234614732376734,0.18493734224716823
142,0.6678280128446454,0.12929910998856659,0.7226824708108107,0.18416393265922865
143,0.6678057207422746,0.12928424912527672,0.72377901648283,0.18520150892029205
144,0.6678259343500037,0.12930709369428448,0.7229442745621999,0.18443784579614797
145,0.6678116868924928,0.12929511830523663,0.7237938905700048,0.18523503903041283
146,0.66781906220223,0.12930164893039328,0.7242235010290146,0.18571018859436114
147,0.6677985416166702,0.12928035804434584,0.7268377234701315,0.18833192092021306
148,0.6677672553681437,0.12925470668644304,0.7268482740704219,0.18833706809669734
149,0.6677665407035843,0.12925559485954957,0.7247760272924105,0.1862464029126366
150,0.6677653098711472,0.1292547755564977,0.7263800283650558,0.18783098227997622
151,0.6677484693507748,0.12923507396753361,0.7254441095503171,0.18693752211978037
152,0.6677410046688456,0.1292339970282732,0.7234366682040692,0.18493822657177847
153,0.667732503704179,0.12922190255816926,0.7246294135053952,0.18612127659330766
154,0.6677419323487209,0.12923232988479397,0.7259915940996011,0.18747676089465617
155,0.6677287738757206,0.12921875206234157,0.7265129577088356,0.18799832893053692
156,0.6677033301169008,0.12919410288794664,0.7252543018201987,0.18670260317693155
157,0.6677180415621438,0.12921234679950647,0.7253546253037453,0.18683817383994658
158,0.6677068922247047,0.1292040833101424,0.7261927555425962,0.18765916662772497
159,0.6677199658984482,0.1292156893673028,0.7245057646632195,0.18602958598564068
160,0.6676753673837232,0.1291823470302126,0.7250526358258724,0.1865749914847811
161,0.667678051487985,0.12920611738819573,0.7256086308701833,0.18716460859388112
162,0.6676419219273809,0.12921761610961432,0.7235313272241751,0.18517060256510973
163,0.6675262120807741,0.12920957414461615,0.7244478689968586,0.18621615358004967
164,0.6673485420757302,0.12919416725026964,0.7242618286832173,0.18623505885899067
165,0.6671157249422307,0.12919395639536121,0.7234003286480903,0.18560772470404704
166,0.6669126362860411,0.12920409701590707,0.7243756558831532,0.18676577059696117
167,0.6667869472865324,0.12917634310763734,0.7238710848244031,0.18627823639621338
168,0.6667954883817475,0.12919450131578583,0.7261792892765999,0.18857482777843873
169,0.6667716135395867,0.12917603789029974,0.7230647995940844,0.18547394941180945
