configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,mapping_loss,berlin_loss,sketchy_loss,classification_loss,mapping_weighted_med,mapping_weighted_r2,berlin_weighted_acc,sketchy_weighted_acc
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_8,4,58,0.2790185083554178,0.3978959454651151,0.2894680873586688,0.3453609111887495,0.2771259415861555,0.4005781514046022,3.2617487262858718,0.5056834567790606,1.5406070956925049,0.9909948963171146,1.2742745715492085,0.6865179557527246,0.462920290242121,0.619288578011462,0.7816083297851633
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_1,1,1,0.2273096685637871,0.3146814729813837,0.20128883331412278,0.27248496520663157,0.22809802051456946,0.325064861853394,7.136427547529095,1.2998539825590545,4.80162672138884,2.7656606378398956,3.8109288816666993,0.8905776557947328,-1.3187730152801482,0.04865316846136187,0.33433040987346013
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_7,3,62,0.25963862463817183,0.3823912436616724,0.28585785309399325,0.3110012064151845,0.258655795136617,0.3824916963542582,3.427775092619364,0.6009996039751571,1.6660085224873105,1.057329397763385,1.3721983769321051,0.7408633033277547,0.42537150647331673,0.5959106700283582,0.7759401381831678
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_7,1,200,0.2881876680478782,0.4428764651072775,0.31288240134059736,0.321786388913933,0.269494329241413,0.4430959170411922,3.268423664235678,0.6076955767546048,1.591542735592935,0.9975458964766537,1.3038565573440712,0.7383558676048204,0.35800242395603604,0.6274517596627845,0.7945794816906335
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_2,4,8,0.2782993329830981,0.36178778565172154,0.2584939480473835,0.32781438284634024,0.2782118833461736,0.37494379990642135,3.5583875895474777,0.25127532211015235,2.191864607164469,1.1559216791611227,1.6822752323946992,0.44768388709066786,0.5954316661711744,0.45515989060870937,0.6963173445101645
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_8,1,182,0.25226544554881825,0.39963491902111103,0.3265297655746709,0.3264281122606293,0.23489690348083653,0.38539985816667593,3.1518375885486605,0.589991342593473,1.539595863382163,0.9411237991606114,1.2491030374931507,0.7512937434848846,0.39984841307909724,0.627826025268582,0.7973315319531277
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_7,0,119,0.2739438189768717,0.43830392377676963,0.28788616258325783,0.32470060023989694,0.2681969420906221,0.43875275324283713,3.247102795475819,0.49933983623161066,1.578415354417179,0.9904472595653573,1.2923371696779962,0.6803348173157927,0.48224467478155114,0.6192766831458592,0.7884309948194222
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_2,0,23,0.27283046762916086,0.38781045106733936,0.2735509482199421,0.27834694983671027,0.27231229589992145,0.39987670902911804,3.430045526584641,0.34755686201932795,1.7207034294667547,1.064531808873669,1.4003364467149386,0.49679821954626013,0.5653490507442306,0.5686280172643114,0.7512183534468784
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_5,3,112,0.2643661259059429,0.3936708596979681,0.3007908575127036,0.31021325184820775,0.2577969613889104,0.3909717813642234,3.269592657898293,0.5368109739743784,1.5965048105596544,0.9859076571750348,1.3004137137209784,0.6958400995961779,0.5038509526799135,0.6158450970395667,0.7852880254260829
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_5,2,9,0.25530007847194575,0.40122952093018993,0.2719925173768392,0.34382272991384394,0.25846131758584456,0.3989903958007936,3.347630662236057,0.29388120597684275,1.918963254774604,1.058670743020343,1.4975959247311608,0.5134197270704899,0.6725537909244141,0.5146379810488615,0.7216608193218708
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_1,4,7,0.26123751725358313,0.32501088896407276,0.251945667025736,0.27776891928223363,0.2615155287858954,0.32648182072537635,3.548958977796992,0.4091310498042281,2.1705970335256173,1.1509543755704261,1.6707801699213318,0.45606616837965946,-393.6293060457981,0.4561884995249451,0.6899686694267343
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_6,2,17,0.2661085925521258,0.4479045485753099,0.2551852192473284,0.3648029899447395,0.2691066793583296,0.4342889186685121,3.3487371512338764,0.27120940524059267,1.7795387643983953,1.0555203227117413,1.4259478280685964,0.5037571670751028,0.6971020882786595,0.5479648850330564,0.7366047026138813
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_1,0,70,0.2598344074074059,0.3336128704137391,0.28125173714314733,0.28149528926333506,0.2574706567735204,0.34793195668865884,3.2235847810545906,0.21418536822041323,1.5995099070448022,0.9740815311567705,1.2938838758595654,0.3556320955409838,0.5158761214420245,0.6101014991461253,0.7803865440883597
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_8,3,184,0.26160819929666623,0.3788716144645936,0.30780249108820507,0.3114192969981534,0.24279216995481426,0.37578994841816504,3.263309361585828,0.6591652645801905,1.6279520642397516,0.9782719499070625,1.3124445300444227,0.7850053780035713,0.36026657425102276,0.6214035438904997,0.7948159263651879
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_3,0,18,0.27944400957388643,0.4235021229906054,0.2991436718142146,0.3502447803638431,0.28063567402929085,0.4292941965621117,3.241745259052417,0.39370353975260614,1.7279868715341031,0.990514794592486,1.3668502596348036,0.5556818935238926,0.5901621480762622,0.5588190601780766,0.7558110404703461
