configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,mapping_loss,berlin_loss,sketchy_loss,classification_loss,mapping_weighted_med,mapping_weighted_r2,berlin_weighted_acc,sketchy_weighted_acc
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_5,4,68,0.3015596311865626,0.4468513181690885,0.31467707672524264,0.32330333672790357,0.29920893273729265,0.4326228274098094,3.238952571121396,0.4439187530562974,1.5343622467413012,0.9824582448762949,1.2663555747851973,0.6375798621280809,0.5043104952919892,0.6184411535536657,0.7899869542048603
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_10,2,158,0.2687477442814005,0.42039951379830376,0.309785117931315,0.3152897410288884,0.2552922471611764,0.4236873558831876,3.3390283364174795,0.5951702584705983,1.5963300855347904,1.0397452122901307,1.32783124106585,0.7437896395267868,0.3737729074492188,0.6171862524493796,0.7814604723316724
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_1,3,14,0.2564578072473496,0.3330811716067759,0.26346552516746635,0.27227396630057166,0.25573863187502993,0.33291819013646956,3.4387356020896163,1.070157131077815,1.861514300907982,1.0502020132541656,1.4628069068716198,0.8300194539046779,-256.5241723489386,0.5265247277236376,0.7353145062185702
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_9,4,184,0.2888259198755812,0.4237624646219775,0.28319520743241045,0.3223898299551339,0.28004702050312724,0.41336606719096114,3.248536861945371,0.5614851010655183,1.57942190664497,0.9869645400443038,1.2920574600386325,0.727371884728628,0.40961979953124433,0.6248390970816378,0.7906300811581924
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_9,3,27,0.28764208673094604,0.43511969483329943,0.2875768258078681,0.35489466127116687,0.28744630396171206,0.43335969760847404,3.4143133103417567,0.5510815421470835,1.7176626291826338,1.0456428953834245,1.3891094130409545,0.7146251381856308,0.4655349513074024,0.5717629158262346,0.7619574757897463
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_10,3,196,0.2751798608599692,0.37318266165518904,0.31632034676834697,0.33567402619829123,0.2485834242687569,0.38064538332156694,3.2278949751541264,0.638609832140805,1.593535208867939,0.9674462720067775,1.290015951478579,0.772961971748616,0.3867591973079262,0.6294100811847898,0.7965255723830129
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_3,3,3,0.24993824103185638,0.3710875066464867,0.24120371908709548,0.3842120556374938,0.2505347258687894,0.3801746891655815,4.7930429451602405,0.643793657532505,3.169792533586923,1.749575610562426,2.4742171137684683,0.7189891799796169,0.4469437141517763,0.27886436822668453,0.545506495566886
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_6,4,11,0.2600275797397168,0.4059509728397696,0.29043655945714647,0.3588396562074212,0.2602781816843363,0.4001598683122246,3.32102691000016,0.45183460894993505,1.8758554027818504,1.0360426220757062,1.464110854548509,0.6360034182736902,0.5050439420256031,0.5190570318933393,0.7338684157587466
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_6,3,26,0.287520701414021,0.4017237191145172,0.29072109708176663,0.35683657288761217,0.2875441953463291,0.4047313746454943,3.2536577964942963,0.5644764934520272,1.6813339570359496,0.9692501248385086,1.3331461072764437,0.7137800956193368,0.4756436795997471,0.5705040483562672,0.7652479882978025
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_2,3,14,0.2742740392476465,0.3691750611149398,0.26751561805368773,0.3517406603881697,0.2739046624230249,0.381814653245258,3.2717539697983224,0.6385118921834021,1.778696562897944,1.013149288121794,1.4037071820346059,0.7051297865959697,0.3916761151499365,0.5446448382842736,0.7400559951189112
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_7,2,15,0.24441455650253358,0.38178269841572854,0.27252635172761736,0.35565026910850256,0.24364317239175148,0.38182763498616107,3.2599874538476348,0.377531223414243,1.7559396344561091,1.012027343035233,1.3921257654965902,0.6005551987677165,0.5862257266300082,0.5531451063429723,0.7438971053361892
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_9,2,164,0.2762083730076787,0.42028056480857573,0.3093752793343851,0.3170635837405321,0.26337024421977245,0.41746320215428645,3.2907314771902367,0.49326492055477894,1.6187584832639312,0.9977200592678102,1.316916266814607,0.6802569582873472,0.4674326504528194,0.6179846026242757,0.7908479238338157
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_10,0,195,0.2816654913954619,0.4330904301605195,0.2977405619680374,0.3440577386587051,0.264356989376712,0.43097503322512143,3.167170418950378,0.5264086681754703,1.5374605604416374,0.9522456484748447,1.2537336052437542,0.6958243219780087,0.45821506728705585,0.6265552663207055,0.7991899805625932
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_5,1,130,0.2952384581772265,0.4387904872042185,0.3050576166635439,0.3526981830767994,0.28953726393713153,0.4347520617089041,3.2359236568398164,0.5319141859891867,1.5293076155109777,0.9916201538849072,1.2684734619953593,0.6863279344200867,0.4416533315452617,0.62915925055256,0.7870228930540749
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_10,1,166,0.2684501544721648,0.4043570690699063,0.3517753010581684,0.34570888304015324,0.25676453358581625,0.39966163690222223,3.1946098026105614,0.5840507477063366,1.515994249660697,0.971997823575481,1.2520779810288891,0.7422960525424457,0.39779053285428073,0.6330473912153317,0.8007155160273685
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_3,2,194,0.28237291980162754,0.41011744678764905,0.27684793005384317,0.32898922383183204,0.26889262353063376,0.41408184004462145,3.2894221894467464,0.3119086435557166,1.5989063605774714,1.024596569849331,1.3222452180297648,0.5191675948139503,0.6675510055825408,0.6190994622082007,0.789169014633679
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_8,2,80,0.24994998799801044,0.4163883698529423,0.28788485736479624,0.3281201539230971,0.24995781930877978,0.4230124537504295,3.421441389384817,0.40397302390748674,1.6639318748813663,1.0691756309764306,1.3755907088322719,0.6182070053665408,0.5685944051411552,0.5962477540593656,0.7724639394512919
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_3,1,25,0.24406475795483545,0.39063140535959173,0.2764511436415289,0.320550778287045,0.24579547763486428,0.38243373728860447,3.459512176429639,0.5033978423782348,1.6939771955991776,1.0706189742764978,1.3897201946995785,0.6675001434225264,0.4714619386667905,0.5729560994124804,0.7574981454967475
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_8,0,20,0.2581663382135319,0.43004141841043,0.2685454354198587,0.33953561602468707,0.2578178448842954,0.42066836107614786,3.240584213439558,0.5291052378031952,1.6357281969259776,0.9812385234505426,1.314140972116443,0.6907218794735853,0.4521850727173943,0.5871675005672408,0.7605219475314265
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_2,2,4,0.24322419726559066,0.3637364110922955,0.258664931665848,0.34648284561807663,0.2453477877025491,0.35835544325270535,4.167495226326536,0.3886869252637675,2.6524966437466535,1.461349697290874,2.070929439912077,0.5107332202101614,0.20290214331589304,0.3716487957266022,0.6139721366171954
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_5,0,58,0.26165910281666704,0.44011352402120635,0.314999465685248,0.3416692073582562,0.26265367928437594,0.4339491296215233,3.3419176734275506,0.44283833078196827,1.6301434221505413,1.017282571216465,1.3307135303820499,0.6326786949361832,0.5389320597699767,0.6039583507404953,0.7784568456465104
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_2,1,46,0.2910004138325405,0.4091549177807077,0.29984718456499554,0.308612044633003,0.28815895324172397,0.41376699178779097,3.3009739415626056,0.46320668425457723,1.550812049481593,1.0260918065759002,1.2968091278887186,0.6082072701430533,0.507345371244418,0.6047812355971957,0.7685053976510392
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_9,1,182,0.28374992527857357,0.4399942761516328,0.3058890408235578,0.3241345164673848,0.2683953352967793,0.4318972865399088,3.2351774883836995,0.6053064275536175,1.598972864831108,0.9797048226692637,1.2974525371640921,0.761250578355176,0.38019014624562725,0.6227241277944731,0.7950112269681985
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_10,4,13,0.27723819037384967,0.3873442505221083,0.2691158158875605,0.3624828573894617,0.27567453865690056,0.3822458286427971,3.1828148845893436,0.6031461866112837,1.7941717325725803,0.9677912975373816,1.3882675933124589,0.7445003510553079,0.372631233748331,0.5421223919132694,0.7437760468481994
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_3,4,36,0.26624433527212804,0.3786402473607693,0.2947659690941417,0.33008321467800666,0.26409203002901527,0.38420471817228075,3.271781334828158,0.42380182900677277,1.5826004361455934,1.0162389164178587,1.306541300878173,0.5706887982844987,0.4569635383782805,0.596758094299035,0.7682785677548315
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_7,4,80,0.26114223630588923,0.41779489753151167,0.2692541690444859,0.2879486255655882,0.2586101124904624,0.42600137192491205,3.3675386806902337,0.4796391154643577,1.637063799207541,1.0365488956370315,1.3456777137454417,0.6595117194741346,0.49369779663769237,0.602456583628889,0.777139223724115
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_6,0,31,0.26326974239823236,0.4191292454904346,0.302902700983508,0.3247143210113158,0.26419514228747853,0.41872463038796415,3.2568032539535743,0.4406602524284987,1.6459239653818474,0.9833676785049869,1.3209689818014865,0.6281781420669197,0.5373827200913516,0.5819010271723153,0.7650840522456365
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_6,1,43,0.25490590249655454,0.42557629248569073,0.308040040848209,0.3454097022613473,0.2575137289827518,0.4140711659812114,3.461188307460214,0.5518515597666156,1.619811213302028,1.0963783532405487,1.36671884569599,0.719705790742588,0.42117329984318586,0.5971861441076779,0.7661313408920999
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_1,2,28,0.2508362313334098,0.3208466943288603,0.2518882374134273,0.26924771812402476,0.25111032721033744,0.3302409222822612,3.5345766743890574,0.1846621364095183,1.721699380687111,1.1320563687735894,1.4366265247996712,0.3508539669035655,-1.1055336552642698,0.5690513530261204,0.7432602827690664
c1.0_r0.0_m0.0625_b512_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_9,0,121,0.28418064737088844,0.4313615136440066,0.30429145342660807,0.3335569652094708,0.279130757143112,0.4393819879003578,3.2405455379427455,0.5099096054015483,1.5718815228774863,0.99379847224472,1.2908159757373763,0.6826804564166044,0.47553508102294195,0.6264563691449947,0.7875676615589955
