regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.017897813079402997,0.1256937167185957,0.9817980868298652,0.6900020372674486,0.8153020112873589,0.2956644922879731
lasso regression (beta = 0.001),correct,0.01977173290961877,0.13153101549147048,0.9798893308249037,0.6751869524634523,0.8059243443422935,0.3098758657464508
lasso regression (beta = 0.002),correct,0.021882127067723234,0.13821275446001483,0.9777413441317983,0.6760664367898652,0.8061227765433949,0.3085316427496907
lasso regression (beta = 0.005),correct,0.026668661757027527,0.15240852000510685,0.9728604338126874,0.6822942229988217,0.8090813178300984,0.3010977686774481
lasso regression (beta = 0.01),correct,0.03236431498980652,0.16783361641068745,0.9670321984376968,0.6888812970781351,0.8122204876237986,0.29307983452234637
lasso regression (beta = 0.02),correct,0.04088086400943698,0.18876166177264703,0.9583210822097621,0.6904873670915224,0.812278287307506,0.29037559935396534
lasso regression (beta = 0.05),correct,0.0602888487684174,0.23036118261594757,0.9384274591621531,0.6932968892395505,0.8122978580978418,0.2841430617151797
lasso regression (beta = 0.1),correct,0.08945798969904686,0.28321688646161225,0.9083840154766889,0.7122673696176527,0.8234453263100555,0.2630189875224265
lasso regression (beta = 0.2),correct,0.1535813934380949,0.37682075429630313,0.842326998328026,0.7365613410832391,0.839445075811824,0.23974814699223118
lasso regression (beta = 0.5),correct,0.38897316448110525,0.6134351383862171,0.5992878506221648,0.8072113930072069,0.8867684734195426,0.17242422109386266
lasso regression (beta = 1.0),correct,0.7710147701549619,0.8733517800489102,0.21254824834765434,0.9245605771437737,0.9572973463326971,0.06623368757212426
lasso regression (beta = 2.0),correct,0.9972793666937458,0.9965732499381985,0.0026095208999195874,1.0329525228498415,1.0139657922732932,-0.03231159614777232
lasso regression (beta = 5.0),correct,0.9977960686424909,0.9968349284129648,0.0021602764338688463,1.0330589703664737,1.014023162568169,-0.03240414652016396
lasso regression (beta = 10.0),correct,0.9977960686424909,0.9968349284129648,0.0021602764338688463,1.0330589703664737,1.014023162568169,-0.03240414652016396
random forest regression,correct,0.002285604889099026,0.020496342601890483,0.997681708576397,0.8536620361758097,0.9114752723241529,0.13270433538989426
