dim,metric_stress,nonmetric_stress
1,0.524653138963738,0.490935582857961
2,0.339966044471186,0.302355499046369
3,0.249262352618419,0.220695886410223
4,0.192793615922007,0.172246337601396
5,0.156153894561351,0.139373608660922
6,0.131062349066038,0.117263870559482
7,0.114342359030839,0.103058230323207
8,0.101136962077005,0.0922603900172684
9,0.0895725508689219,0.082821477283205
10,0.0804843814348566,0.0747824265690338
