regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.017127283286679874,0.11911570491393218,0.9828798952428889,0.6245430512891565,0.7596467842147033,0.37463627743668915
lasso regression (beta = 0.001),correct,0.01832355276800457,0.12270379622848589,0.981682040265237,0.6113685767455354,0.7503254376639692,0.3880265758303147
lasso regression (beta = 0.002),correct,0.019871298004621483,0.1276113641137958,0.9801334772796362,0.6068597233847493,0.7469822030200454,0.3926404270331347
lasso regression (beta = 0.005),correct,0.023539188097107186,0.13867752169367895,0.9764633679457313,0.6003085491977036,0.7423741301339256,0.39935244285629
linear regression,shuffled,0.023751578725255188,0.14035542469292792,0.9762506551199744,1.1741796357201564,1.064244876348566,-0.1747302584924057
lasso regression (beta = 0.01),correct,0.02791113555455191,0.15090542058201703,0.972091722657642,0.6014449580406965,0.7421686769163164,0.39851461533888694
lasso regression (beta = 0.02),correct,0.03442943718656817,0.1676458540679974,0.9655724978341571,0.6039848222807411,0.7427500822933203,0.39621570249719695
lasso regression (beta = 0.05),correct,0.04847146794177508,0.1996386044400749,0.9515413623436836,0.6211717359928308,0.7518204315039946,0.37950585516555096
lasso regression (beta = 0.1),correct,0.06824849733770802,0.23881252616676069,0.9317930176944996,0.6423683596735388,0.7650775750095893,0.35815047545176304
lasso regression (beta = 0.2),correct,0.11006339528134082,0.3081273741086576,0.8900214580472698,0.6602803285338026,0.7778599652957044,0.34014028694190634
lasso regression (beta = 1.0),correct,0.5175493514575008,0.707754673282132,0.4818717228877303,0.8138459917949487,0.8882883601751683,0.1861824428110552
lasso regression (beta = 2.0),correct,0.9737592124267312,0.9822341584890426,0.02606194516246499,1.030635162195547,1.0100638934156103,-0.030737890721931616
lasso regression (beta = 0.5),correct,0.25343314846273124,0.4824728362743356,0.7466267290315304,0.6871090125072528,0.8033074108992683,0.3130613001046312
lasso regression (beta = 5.0),correct,0.9977273006099749,0.9943454490930392,0.002280809383675697,1.0340904908557902,1.0118524396850828,-0.03421214075582746
lasso regression (beta = 10.0),correct,0.9977273006099749,0.9943454490930392,0.002280809383675697,1.0340904908557902,1.0118524396850828,-0.03421214075582746
random forest regression,correct,0.002552725720869113,0.02163290984028557,0.9974451038150162,0.8057108136575789,0.8696541592323812,0.1949029933008951
random forest regression,shuffled,0.0034608292800746834,0.029049703193210794,0.9965447091425081,1.1386084569817594,1.055229678574543,-0.13864349055735953
