configuration,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,berlin_loss,sketchy_loss,classification_loss,berlin_weighted_acc,sketchy_weighted_acc
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.25_mean_4,190.8,0.21289535796170078,0.2741194286207545,0.22897721567027637,0.23119934728483554,0.2045088072587918,0.28243378495644356,3.3131238252338093,1.5777743512525217,1.038214019074306,1.312334191146736,0.6094221398219903,0.7827829956059553
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.55_mean_4,138.6,0.22172724920369405,0.27718240244327697,0.2176369555888567,0.2425240373531719,0.21753332124300878,0.28254729221054475,4.101530516384086,2.6501884390125134,1.1473717371495098,1.894014122787711,0.3872787647739965,0.7423826212316142
c1.0_r0.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.0_mean_4,164.0,0.21678203749653474,0.2998981909635249,0.25108030718572155,0.22736727212467506,0.2101235960367315,0.30371278932765433,3.045648479938751,1.5389474954563649,0.9300241918296533,1.23829735345585,0.6505863157343025,0.7944604517388101
