aggregator,block_size,image_size,scoring,pearson,spearman,kendall,r2_linear,r2_isotonic
median,3,100,Euclidean,0.4354718455132051,0.2102993951888771,0.14314912636086005,0.1896357282346769,0.4544404504117855
median,3,100,Manhattan,0.39666183678928013,0.2547952416912234,0.17400991711062366,0.15734061276504552,0.4699570560863151
median,3,100,Cosine,0.2843304342121879,0.2025301867764506,0.13768795464458758,0.08084379581929135,0.4495092148745583
min,3,100,Euclidean,0.44908437297630566,0.22034937359342546,0.1502967521880471,0.20167677405152173,0.4573187953036085
min,3,100,Manhattan,0.4078544197985179,0.26519873742311273,0.18128544343999572,0.1663452277491857,0.47276654532433793
min,3,100,Cosine,0.2950609161647798,0.21307785251965422,0.14505795953676795,0.08706094424799926,0.454962298757294
mean,4,75,Euclidean,0.431464161308095,0.21132477720368356,0.14390502429851956,0.18616132249329786,0.4548167710068135
mean,4,75,Manhattan,0.3937042886457051,0.2538113107967649,0.1734561892882223,0.1550030668980208,0.4699016897243554
mean,4,75,Cosine,0.2820331367636804,0.2037695226442922,0.13864428006571744,0.07954269023276106,0.45128859469212934
max,4,75,Euclidean,0.410716389428949,0.1921142194377052,0.13075316371651424,0.16868795254555213,0.4486402701172897
max,4,75,Manhattan,0.3727177861466039,0.2333395049541997,0.15925110535620188,0.1389185481100258,0.4621063723698273
max,4,75,Cosine,0.2662017985017526,0.1832751376843748,0.12461626505597038,0.0708633975255678,0.44346498372377186
median,4,75,Euclidean,0.4333136124102011,0.21017426752519702,0.14309472461534667,0.18776068669997803,0.4546829691288754
median,4,75,Manhattan,0.3952571780901522,0.2545005814728417,0.1739267997733219,0.15622823683179032,0.47033051798777437
median,4,75,Cosine,0.28311879344181556,0.20261723180401295,0.1378139376341975,0.08015625119994962,0.45098483922382526
min,4,75,Euclidean,0.4529006540195392,0.22301383175789238,0.1522070533041517,0.20511900241132652,0.45972505384139795
min,4,75,Manhattan,0.4104728204950926,0.26824294703731083,0.18344902514296552,0.16848793636519666,0.4736656989856469
min,4,75,Cosine,0.29838984612924535,0.21624138306011878,0.147149086280975,0.08903650027303489,0.4554440101542073
mean,5,60,Euclidean,0.4298360479835565,0.21176863014952008,0.14424002452089138,0.18475902814612244,0.45504158115242543
mean,5,60,Manhattan,0.3924641074129646,0.2532748234676237,0.17310400948324017,0.15402807560745513,0.47073732895129106
mean,5,60,Cosine,0.2811282335307962,0.20407076529958207,0.1388771577131782,0.07903308368814588,0.4508828884777303
max,5,60,Euclidean,0.40410076182005505,0.18779441244551462,0.12786987120430537,0.163297425703549,0.44844633951996427
max,5,60,Manhattan,0.3658383432147346,0.2269840420915057,0.15494417962124127,0.13383769336610196,0.4615094442029384
max,5,60,Cosine,0.26197648034318255,0.17907617448712917,0.12180455378785807,0.06863167625300204,0.44372783853818454
median,5,60,Euclidean,0.4330614376083535,0.21001680137090473,0.14305992254277314,0.18754220874341399,0.45394541222013496
median,5,60,Manhattan,0.39513127199533316,0.2547712566180691,0.17394829498574516,0.15612872210864992,0.4702238485207151
median,5,60,Cosine,0.28271504244391266,0.20213149152077048,0.13747702857864977,0.07992779522406346,0.44973664684623316
min,5,60,Euclidean,0.4552566738489216,0.22489309776877323,0.1535007286738085,0.20725863908398345,0.46186696488153367
min,5,60,Manhattan,0.4120164684003035,0.2695644946374514,0.18419408162048473,0.16975757023305826,0.4760255378511431
min,5,60,Cosine,0.3003178644605601,0.21838443921038686,0.14879163722884375,0.09019081971415166,0.4571552644530579
mean,6,50,Euclidean,0.4276529091851354,0.2112881846020742,0.14395700200800507,0.18288701073450986,0.45611196399536647
mean,6,50,Manhattan,0.39051410054577984,0.25140927642717315,0.17192955857061118,0.15250126272507958,0.47096199716911535
mean,6,50,Cosine,0.27962815356533177,0.20342753678611264,0.13841426566802054,0.07819190426635703,0.4517101103207095
max,6,50,Euclidean,0.3954450240285192,0.18220997638953118,0.1239300395292315,0.15637676702891612,0.4457839944936628
max,6,50,Manhattan,0.3572875483326212,0.21952028288280562,0.14980744561345385,0.12765439219353514,0.4590273612204838
max,6,50,Cosine,0.25582901659405594,0.1732618896299714,0.11772251404117906,0.06544848573148188,0.44212574560916285
median,6,50,Euclidean,0.43177075960704486,0.2096981441186455,0.14284943955224252,0.18642598885164463,0.45394641643491795
median,6,50,Manhattan,0.3938080058003186,0.253276191390428,0.17306659906494704,0.1550847454324239,0.4701792579170131
median,6,50,Cosine,0.28218236138535757,0.20198032466867058,0.13738349575303027,0.07962688507701654,0.4497136823446365
min,6,50,Euclidean,0.45660972159450924,0.22575758080314337,0.15396743838531798,0.20849243785461535,0.46147331866934993
min,6,50,Manhattan,0.4126727943566585,0.27000361645347015,0.18472066486953223,0.17029883520213296,0.47730023063993543
min,6,50,Cosine,0.3017914262688417,0.21980403982756785,0.14987394563958353,0.09107806496938187,0.45928458330898647
mean,7,43,Euclidean,0.4257536784483179,0.21166688110748783,0.14432973968015908,0.1812661947122738,0.45563418019064306
mean,7,43,Manhattan,0.3897775207262455,0.25168719145093704,0.17202977231234637,0.1519265156634989,0.47040368111126873
mean,7,43,Cosine,0.27840576774058884,0.20377181650128331,0.13864237123254153,0.07750977151122673,0.4516730787399861
max,7,43,Euclidean,0.389457538700194,0.1777925519521726,0.12099520852127313,0.15167717445041318,0.44486789150656336
max,7,43,Manhattan,0.3511691978731633,0.2142619947484287,0.14606458745912315,0.12331980553488109,0.4568204848875239
max,7,43,Cosine,0.25231718719101615,0.16868014847701904,0.11453094497106106,0.0636639629519864,0.442055008692708
median,7,43,Euclidean,0.4304465159061919,0.20937041034878692,0.14254593507727317,0.18528420305577964,0.45325334413189466
median,7,43,Manhattan,0.3928818450680895,0.25383513641467365,0.17346618622294957,0.15435614418410637,0.47018818023673314
median,7,43,Cosine,0.28094633947359404,0.20151562025544745,0.1369645068709185,0.07893084566361208,0.450234318689828
min,7,43,Euclidean,0.458149879434485,0.22571922164190844,0.15385437672799765,0.2099013120258333,0.4607644609474172
min,7,43,Manhattan,0.41379070438941074,0.2691016607233119,0.18406107171377625,0.1712227470390848,0.47720582650389853
min,7,43,Cosine,0.3025152536688764,0.21991526395184247,0.1498873074718149,0.09151547870234467,0.458064057020638
mean,8,38,Euclidean,0.4250816407141508,0.212458495765176,0.14484226138789033,0.18069440127223468,0.457296166431745
mean,8,38,Manhattan,0.3886320052097781,0.25102514627316347,0.1716695210092886,0.15103483547337315,0.4705783025200808
mean,8,38,Cosine,0.27784844812907933,0.20444724213351154,0.13913675902510167,0.07719976012773777,0.45226870157966115
max,8,38,Euclidean,0.3813936657405753,0.17243576862964724,0.1171746789196935,0.14546112826703383,0.4446562775376509
max,8,38,Manhattan,0.34364696131638445,0.2078277363600555,0.14152520241892538,0.11809323402198468,0.4545594685738882
max,8,38,Cosine,0.2465246243812728,0.16352987933919386,0.11093947535059037,0.06077439042632771,0.44166238815122205
median,8,38,Euclidean,0.4293297874879792,0.20982701711155402,0.142921975212927,0.18432406642447352,0.45317078458621185
median,8,38,Manhattan,0.3922545979016601,0.2530610359532145,0.17299319139714908,0.1538636695749932,0.469635849832457
median,8,38,Cosine,0.2802560884843403,0.2019346116751318,0.13738826783597005,0.07854347513254267,0.4487682374473393
min,8,38,Euclidean,0.45979125767377665,0.22594742750443272,0.15409437579151586,0.21140800063323328,0.461700453279108
min,8,38,Manhattan,0.41291749625836993,0.26834112989766584,0.18355687911785432,0.17050085871628096,0.47653027145265014
min,8,38,Cosine,0.3038757075129278,0.22053057432582454,0.15045518534164748,0.09234044561648269,0.459588339771295
mean,9,34,Euclidean,0.4228717661176375,0.21245450456577072,0.1448680306357651,0.1788205305794499,0.4566866340425956
mean,9,34,Manhattan,0.38746200860244634,0.2504581171705059,0.17123569771116867,0.15012680811024226,0.47057893043131804
mean,9,34,Cosine,0.2763314095171735,0.20423456163653445,0.13905277036536173,0.07635904788574799,0.45280830647034087
max,9,34,Euclidean,0.3718868524035841,0.16773577439903986,0.11392584485429827,0.13829983099064536,0.4437761253104705
max,9,34,Manhattan,0.33502524071756923,0.20234163428970867,0.1380227584594296,0.11224191191786537,0.4514896753415706
max,9,34,Cosine,0.24204634378369913,0.15959917587180603,0.10832246506642067,0.05858643253905693,0.4415130040772708
median,9,34,Euclidean,0.42719135715361195,0.20829976943482326,0.14182395276648085,0.182492455626745,0.45274559217904475
median,9,34,Manhattan,0.38983135051122075,0.2519226111270978,0.17227443878143034,0.15196848184140233,0.4695861285829551
median,9,34,Cosine,0.2778207050327917,0.19994314007686634,0.13594900762133552,0.0771843441449176,0.4488382853844304
min,9,34,Euclidean,0.4619936586374599,0.2292989376695309,0.15651763950833092,0.2134381406212259,0.46077527028349463
min,9,34,Manhattan,0.41531318996107347,0.27156291956041684,0.18586235166916024,0.17248504575564272,0.4781259384728975
min,9,34,Cosine,0.30644250053416155,0.22446548273203282,0.15319340653248734,0.09390700613362979,0.46040539588528706
mean,10,30,Euclidean,0.42180995782236225,0.2129680184000727,0.145160082111679,0.17792364051810305,0.45626166218238495
mean,10,30,Manhattan,0.3866149664908219,0.25068078823890305,0.17127769204103865,0.14947113231469944,0.469832856189223
mean,10,30,Cosine,0.2762447107538447,0.20516734768543873,0.13960537756978705,0.07631114021947538,0.4527199142525725
max,10,30,Euclidean,0.36690218325074253,0.16516978289345263,0.11216309093868224,0.13461721207416155,0.4430834437337886
max,10,30,Manhattan,0.3295435940871213,0.19892791184101632,0.1354609584656695,0.10859898040385763,0.4511405879452538
max,10,30,Cosine,0.2383275806067712,0.15677921747125878,0.1061502129122375,0.05680003567787728,0.440539232932599
median,10,30,Euclidean,0.42710947388762116,0.20772481732033662,0.1414569457504177,0.18242250268456062,0.4522538365771833
median,10,30,Manhattan,0.39082275492404067,0.2512068894813315,0.17176422775264272,0.15274242576641694,0.4694788630101202
median,10,30,Cosine,0.2791125476094788,0.20022683724075574,0.13626205626218438,0.0779038142330537,0.44936724621928825
min,10,30,Euclidean,0.4611119333541321,0.2291747781196723,0.15648041726140072,0.2126242150815857,0.4644920403821595
min,10,30,Manhattan,0.4131141340409535,0.27033082124881924,0.18488285238400182,0.17066328774440698,0.47673876193979103
min,10,30,Cosine,0.30547320036097375,0.22415206042255492,0.15305978821017377,0.09331387613877584,0.46189569678090225
mean,11,28,Euclidean,0.42040140157102357,0.2124172721584947,0.14490856922757958,0.1767373384428812,0.4574241158523291
mean,11,28,Manhattan,0.38454194078225384,0.24845319535597363,0.1699109674870886,0.1478725042205825,0.47097690483707066
mean,11,28,Cosine,0.2746972052415658,0.2043797556594228,0.13919784168673072,0.07545855456752693,0.45443681503695965
max,11,28,Euclidean,0.35975958734938845,0.1620411837275371,0.11011682079766338,0.12942696068980242,0.44343597148090874
max,11,28,Manhattan,0.3215778915700761,0.1951440682494956,0.13298171877808135,0.10341234034665558,0.45049924053859125
max,11,28,Cosine,0.23414918995293152,0.15350610077687402,0.10402186392110022,0.05482584315561423,0.4404229636649373
median,11,28,Euclidean,0.42755566439905546,0.2086230943054867,0.1419862036251447,0.1828038461597179,0.4538553533324349
median,11,28,Manhattan,0.39025773529188423,0.2509803150663163,0.17123752151278007,0.1523010999551505,0.46928783907126537
median,11,28,Cosine,0.2788876312212634,0.200317812698674,0.13615802485409742,0.07777831084820741,0.4506590763266204
min,11,28,Euclidean,0.4611376816020877,0.23004770595642438,0.15713323820756123,0.21264796139334863,0.46432693258574287
min,11,28,Manhattan,0.41418714871719126,0.2704184800198016,0.18484624712145045,0.17155099416247677,0.477648121819787
min,11,28,Cosine,0.30581814716855843,0.2251993570138651,0.15387676880946238,0.09352473913761006,0.4613611437044327
mean,12,25,Euclidean,0.41834063355075707,0.2132164786705917,0.14550213618204935,0.1750088856796489,0.4576684664002857
mean,12,25,Manhattan,0.3836671604390483,0.24912536189837498,0.17031806679830025,0.14720048999936253,0.47018794738798786
mean,12,25,Cosine,0.2743070573226846,0.20559290146396333,0.1399422866253348,0.07524436169703075,0.45273655749975306
max,12,25,Euclidean,0.3531284358174024,0.15967161327718365,0.10840740814274857,0.12469969218284538,0.44180302505215074
max,12,25,Manhattan,0.3157282562597712,0.19141774896330996,0.13045040646741812,0.09968433180083569,0.4490718600938377
max,12,25,Cosine,0.23012419228167938,0.15092508069060248,0.1023392274765374,0.05295714387329542,0.43995722253644565
median,12,25,Euclidean,0.4225380934157009,0.20726346358676817,0.14137772917361752,0.17853844038737565,0.4536168819682217
median,12,25,Manhattan,0.3871642877019937,0.2518412186547604,0.17226745406622446,0.1498961856717922,0.46957560167274115
median,12,25,Cosine,0.2757396248086647,0.19914393068499298,0.13557964840179731,0.07603234068962339,0.44926244977966334
min,12,25,Euclidean,0.46176988790248086,0.2282373149494488,0.15592399239062357,0.21323142937346984,0.46369861237468757
min,12,25,Manhattan,0.4143656795831332,0.26897643588151854,0.1839216714693577,0.1716989164163919,0.47755310495052705
min,12,25,Cosine,0.3078715757592208,0.22523638073183477,0.15388917622510576,0.09478490716046573,0.46208887893199324
mean,13,24,Euclidean,0.41614069856254793,0.21309042263244699,0.14535764634538548,0.1731730810001254,0.4568907926985504
mean,13,24,Manhattan,0.38203159241425716,0.24841171314556368,0.16981075374535343,0.1459481376025733,0.47053584970984186
mean,13,24,Cosine,0.2723596204818563,0.2054503058418079,0.13993083362627934,0.07417976286902095,0.45307930851601796
max,13,24,Euclidean,0.3446340258604412,0.15621703466789533,0.1059903734221613,0.11877261178077525,0.4407262206209305
max,13,24,Manhattan,0.3071957742658249,0.18525580820175702,0.12589515040111146,0.09436924372677968,0.4480064866814526
max,13,24,Cosine,0.22632669273920963,0.14828152785551038,0.1005325168755406,0.051223771846268695,0.43911201526543786
median,13,24,Euclidean,0.4249551808125924,0.20799857288008636,0.14168747116184008,0.18058690569946334,0.4527493190859413
median,13,24,Manhattan,0.38778707525996864,0.25231172326126833,0.1725520551733774,0.15037881573868062,0.47035146982849696
median,13,24,Cosine,0.27756378507692964,0.19964124223343466,0.13585929246206782,0.07704165478623215,0.44939232024000686
min,13,24,Euclidean,0.4606543784950559,0.22775842550340744,0.15550786675827563,0.21220245642666635,0.46548549648048954
min,13,24,Manhattan,0.4118461821062972,0.2648201267930754,0.1811884269675835,0.16961727771553337,0.4768425563002957
min,13,24,Cosine,0.3065076039957687,0.22441301948454706,0.15325448919411638,0.09394691130722699,0.4624780441751043
mean,14,22,Euclidean,0.4148687135622719,0.21300750990024375,0.14528701951787687,0.17211604949281445,0.45916396749119126
mean,14,22,Manhattan,0.3808122041675203,0.24724540281573867,0.16904149397546256,0.14501793484292524,0.47078382047308454
mean,14,22,Cosine,0.27167345372063795,0.20483698408258033,0.13937345433891424,0.07380646545649971,0.45476471177392563
max,14,22,Euclidean,0.33418205987011135,0.15126796905692028,0.102971553034198,0.11167764913903089,0.44200575164139533
max,14,22,Manhattan,0.29741835735712835,0.17934901222424024,0.12225919932813517,0.08845767929301263,0.44710164993088
max,14,22,Cosine,0.21821649364527435,0.1429105168919828,0.0969286398394265,0.047618438098838145,0.44049649506495603
median,14,22,Euclidean,0.4251261874382944,0.20828905515002086,0.14195324237615375,0.18073227524581992,0.45393538618576823
median,14,22,Manhattan,0.3888117128877648,0.25201901064872834,0.17232436552523625,0.15117454807871766,0.4693757295815788
median,14,22,Cosine,0.2779781684274469,0.20038955929267396,0.13625632976265667,0.0772718621222781,0.4500433583567992
min,14,22,Euclidean,0.4623258623385025,0.2291541767134314,0.15634011802297149,0.21374520298704014,0.4651202017835592
min,14,22,Manhattan,0.412779715097161,0.26673759257886576,0.18236785440919992,0.17038709319569367,0.47905546280556155
min,14,22,Cosine,0.3058969675591606,0.2257475043168604,0.15418122770101966,0.09357295476189043,0.46213948178719644
mean,15,20,Euclidean,0.41426410966620597,0.21300898651829467,0.14526315910317802,0.17161475255753444,0.46129322977407794
mean,15,20,Manhattan,0.3792615739205253,0.2451727626268372,0.16761941325941118,0.1438393414526743,0.4708232371366815
mean,15,20,Cosine,0.27117079273656836,0.20533552358491677,0.13992606154333959,0.07353359883337895,0.457453173789671
max,15,20,Euclidean,0.32862711876431816,0.15109042744234522,0.10258933357648073,0.10799578318733738,0.4448035703263531
max,15,20,Manhattan,0.29271532555863883,0.17756401575619044,0.12085195818299474,0.08568226181690008,0.4491283923348266
max,15,20,Cosine,0.21723120332159504,0.14186965972442442,0.09629204397526124,0.04718939569654845,0.44303351059123
median,15,20,Euclidean,0.42123032446340675,0.20250974881799777,0.13784257013183612,0.17743498624754694,0.4544674350884773
median,15,20,Manhattan,0.3825752861093409,0.2439579945366989,0.16656064348543514,0.14636384954164416,0.4694421921030115
median,15,20,Cosine,0.2731975476563872,0.19478704619073156,0.13234799383498527,0.0746369000454642,0.45008097411016057
min,15,20,Euclidean,0.4611285317061997,0.23070294927930415,0.15767534682951906,0.21263952275351572,0.4652327551283548
min,15,20,Manhattan,0.4122484665558477,0.26774244612416204,0.18328454956477142,0.16994879817764796,0.47829790385972804
min,15,20,Cosine,0.30733470775010685,0.22632427034964822,0.15474624232108838,0.09445462258784365,0.46213943454326323
mean,16,19,Euclidean,0.41383420468604853,0.21540488172826464,0.14689807471834312,0.17125874896813442,0.45943019511798555
mean,16,19,Manhattan,0.3815201710577929,0.24951097452048077,0.17053575520909736,0.14555764092396783,0.47194549997712587
mean,16,19,Cosine,0.2709759668770948,0.20783458508291014,0.1415667036580324,0.07342797462497663,0.4546823930339795
max,16,19,Euclidean,0.3281091886842135,0.1470824212011068,0.09986829058578821,0.10765563969901304,0.4404005965325737
max,16,19,Manhattan,0.2918152903069708,0.17465930998081639,0.11874289521318104,0.08515616365694156,0.44541079799467465
max,16,19,Cosine,0.2161201771906366,0.1394237571747582,0.09456168670130073,0.04670793098891235,0.4386678932767125
median,16,19,Euclidean,0.4223932659859272,0.20763087186244086,0.141430222085955,0.17841607115025837,0.4531944436548452
median,16,19,Manhattan,0.38735922784760024,0.2510097292014779,0.17139522113259464,0.15004717139868928,0.46880092259666883
median,16,19,Cosine,0.2764389077403788,0.20013648972968134,0.13617615876926853,0.07641846971269384,0.45084307040978266
min,16,19,Euclidean,0.46386853598707933,0.2293832675388124,0.15682077902336514,0.2151740186787966,0.46256262586804364
min,16,19,Manhattan,0.4136788680316315,0.26483108831557656,0.18117228286873122,0.17113020585593208,0.47748585227148077
min,16,19,Cosine,0.3076850769981881,0.2247061882382048,0.15322585669647779,0.09467010660738095,0.4610748192495877
mean,17,18,Euclidean,0.4109092298973426,0.21420841632318077,0.1462678282371824,0.16884639521482725,0.46078597082050576
mean,17,18,Manhattan,0.3767793804132136,0.24543308186757365,0.16785610857322375,0.14196270150456525,0.4704437718688146
mean,17,18,Cosine,0.2689840662787759,0.2064158526947913,0.1406762329814714,0.07235242791186502,0.45667392311983657
max,17,18,Euclidean,0.31263583642705617,0.14592259843940303,0.09891719040123302,0.09774116621844542,0.44517796965471423
max,17,18,Manhattan,0.2749735690147629,0.16922810334444852,0.11501216113682594,0.07561046365671664,0.4514971634877073
max,17,18,Cosine,0.20706379703097,0.13791336620078648,0.09331235538766902,0.04287541604088285,0.44398552619714415
median,17,18,Euclidean,0.42174979259339623,0.21093101653833113,0.14374710265005533,0.1778728875525728,0.45593668229084816
median,17,18,Manhattan,0.3829720137642687,0.252425208325702,0.1726214536569216,0.14666756332665942,0.47005458278922485
median,17,18,Cosine,0.2762477312748425,0.20247988117946594,0.1378196641337252,0.07631280903449766,0.4519536842465023
min,17,18,Euclidean,0.46281420146431235,0.22804111315231912,0.1556721006955041,0.2141969850770492,0.4664543834761752
min,17,18,Manhattan,0.4142238669721473,0.26511094160418297,0.18146607781492913,0.17158141196935928,0.47771824314311206
min,17,18,Cosine,0.30674281822513166,0.22410671623428147,0.15298152604996154,0.0940911565326964,0.46384704485534045
mean,18,17,Euclidean,0.41224233002800037,0.21752630200146245,0.14839459992825493,0.1699437386669148,0.4605709136516424
mean,18,17,Manhattan,0.37819724577290625,0.24801621629766732,0.16955497009978177,0.1430331567102121,0.4701710113944758
mean,18,17,Cosine,0.2701340747999675,0.20985590057088363,0.1430613200347683,0.07297241836803448,0.45763507733830033
max,18,17,Euclidean,0.30592952376819293,0.1441628169747415,0.09781202240295685,0.09359287351303347,0.4403651261230854
max,18,17,Manhattan,0.2731960235693699,0.17166924182348456,0.11686329607454468,0.07463606729411587,0.44605140887417516
max,18,17,Cosine,0.20344519993551635,0.13777277525876636,0.09343356629433917,0.04138994937680229,0.43914928089032135
median,18,17,Euclidean,0.42063356304681415,0.20525666282116828,0.1397475856413922,0.17693259436145836,0.45300464032152576
median,18,17,Manhattan,0.3807288058887153,0.24508000383603648,0.1677595648182443,0.14495442363344724,0.46887395722498304
median,18,17,Cosine,0.2757592858608211,0.19807814423728481,0.13478175613426782,0.07604318373847008,0.4499700386348586
min,18,17,Euclidean,0.4652816793879612,0.23354298599503587,0.15945680343597887,0.21648704117408168,0.46723284040726243
min,18,17,Manhattan,0.41882655718150147,0.27326767435765975,0.186995482117072,0.17541568500050964,0.4817860764527837
min,18,17,Cosine,0.3098551050346706,0.22886371253171933,0.15639261093530896,0.09601018611604684,0.4628942297607178
mean,19,16,Euclidean,0.4073955964291625,0.21239036807284195,0.14485848646988556,0.1659711719898731,0.4616110098818711
mean,19,16,Manhattan,0.3753197367400361,0.2440450343569268,0.16689405665256618,0.14086490478661018,0.47031047666768677
mean,19,16,Cosine,0.26666748832991677,0.20474316505224716,0.13952520657639894,0.07111154933218644,0.45662635285084907
max,19,16,Euclidean,0.30253401019930615,0.14458525471781766,0.09811216322595862,0.09152682732727391,0.4456614688029594
max,19,16,Manhattan,0.267576055388935,0.16818144348216776,0.11420834684619136,0.0715969454175025,0.44919362989122436
max,19,16,Cosine,0.2059125648267615,0.13756812465824775,0.09326749780803519,0.042399984353535314,0.44365702367130777
median,19,16,Euclidean,0.4115931100183366,0.19835840250047693,0.1352905247340034,0.16940888821456657,0.451583821212322
median,19,16,Manhattan,0.3728930262905004,0.23882256167545415,0.16319446101630725,0.13904920905608797,0.4652066582504579
median,19,16,Cosine,0.2661385086235762,0.19078082355881731,0.1300965251040019,0.07082970577238146,0.4477427770604303
min,19,16,Euclidean,0.46570283150167596,0.23440195511159162,0.16000845635543598,0.21687912726867853,0.4680273667193343
min,19,16,Manhattan,0.4142558874723622,0.2681696405350373,0.18359572510272282,0.17160794030551452,0.4776987149223919
min,19,16,Cosine,0.30887266700734317,0.2301685071431852,0.15727258302940247,0.09540232442422913,0.4650743889205615
mean,20,15,Euclidean,0.4088191216771565,0.21712416456330605,0.14803764812436013,0.1671330742488818,0.4608103489056582
mean,20,15,Manhattan,0.37731712040224685,0.24851232014856411,0.16989569682168135,0.1423682093486438,0.47083671578331554
mean,20,15,Cosine,0.26861946190834474,0.20980613770437456,0.14293438262857042,0.07215641531592887,0.45585421520505187
max,20,15,Euclidean,0.29495160300166734,0.13561565016791052,0.09189940740848147,0.08699644811325347,0.4394877565797638
max,20,15,Manhattan,0.25907494779824913,0.16027565024253435,0.10890306621359132,0.06711982857666554,0.44261251221130427
max,20,15,Cosine,0.19834955956580985,0.12861195910759213,0.08702275007305255,0.03934254777995083,0.43801552052699166
median,20,15,Euclidean,0.4248512990795665,0.21421950179134056,0.1461774901944379,0.18049862632959546,0.4569525708284219
median,20,15,Manhattan,0.38982558387029564,0.2564343948156911,0.1753274473308745,0.15196398583981696,0.47358833222138974
median,20,15,Cosine,0.27939125335664594,0.2062030220214278,0.14041949491931177,0.07805947245219769,0.4537292276073771
min,20,15,Euclidean,0.4573328683609773,0.22470023636383785,0.15337570010078655,0.20915335248327904,0.46157151359526993
min,20,15,Manhattan,0.40497044757352185,0.2582521059059853,0.17685299013864075,0.16400106340789866,0.4745684404345193
min,20,15,Cosine,0.30318227033857753,0.2203844170785785,0.15044945884211974,0.09191948904765457,0.4588672630968397
mean,22,14,Euclidean,0.40268122384454214,0.2131832211618472,0.14545595125394473,0.16215216803693833,0.4629211133069355
mean,22,14,Manhattan,0.37113499599303373,0.24233691766008864,0.16556264551237043,0.1377411852507494,0.47139131414186886
mean,22,14,Cosine,0.26278674114178174,0.2052837993449513,0.14002436645189884,0.06905687131991789,0.45947373457066853
max,22,14,Euclidean,0.2827302272268282,0.12985934489223197,0.08786861972947789,0.07993638138773396,0.44403081169598113
max,22,14,Manhattan,0.250179802992767,0.1579902264393235,0.10735295978685591,0.06258993382549993,0.44852346843551627
max,22,14,Cosine,0.19152275729562945,0.1239005644278256,0.08385402993785332,0.03668096656212061,0.44356418187395086
median,22,14,Euclidean,0.4141525533080524,0.20580025943040686,0.1402868310135862,0.1715223374115794,0.45576960253350574
median,22,14,Manhattan,0.3757411360237343,0.24478385828379032,0.16739641170755012,0.14118140130040646,0.4689306813608264
median,22,14,Cosine,0.2698495721725726,0.19734429789524532,0.1343952174161465,0.07281879160172056,0.452395272103714
min,22,14,Euclidean,0.4581655162845818,0.2315454660485539,0.1580637943808163,0.20991564031231758,0.46600188793653174
min,22,14,Manhattan,0.4087810485859522,0.26443181658837667,0.1810126987020891,0.16710194568303072,0.4767675393748171
min,22,14,Cosine,0.3041228827384273,0.2272525413280317,0.15522249619847742,0.09249072780513135,0.4627140628892894
mean,24,13,Euclidean,0.402847548436117,0.2182582480469308,0.14908809618381724,0.16228614728098967,0.46320153296310573
mean,24,13,Manhattan,0.37274987227351936,0.2470898292461107,0.16887976065708601,0.1389424672799252,0.4709953172382515
