item;ratingType;ratings
horse;attentive;-0.876
horse;attentive;-0.918
horse;attentive;-0.96
horse;attentive;-0.694
horse;attentive;-0.908
horse;attentive;-0.474
horse;attentive;-0.842
horse;attentive;-0.886
horse;attentive;-0.646
stork;attentive;-0.712
stork;attentive;-0.30800000000000005
stork;attentive;-0.958
stork;attentive;-0.38
stork;attentive;-0.43799999999999994
stork;attentive;0.974
stork;attentive;-0.95
stork;attentive;-0.724
stork;attentive;-0.722
bus;attentive;-0.56
bus;attentive;-0.42200000000000004
bus;attentive;-0.6719999999999999
bus;attentive;0.5840000000000001
bus;attentive;-0.94
bus;attentive;-0.98
bus;attentive;-0.372
bus;attentive;-0.28800000000000003
bus;attentive;-0.866
bicycle;attentive;-0.756
bicycle;attentive;-0.488
bicycle;attentive;-0.45399999999999996
bicycle;attentive;-0.126
bicycle;attentive;-0.5720000000000001
bicycle;attentive;-0.968
bicycle;attentive;-0.946
bicycle;attentive;-0.874
bicycle;attentive;-0.744
dishwasher;attentive;-0.55
dishwasher;attentive;-0.33599999999999997
dishwasher;attentive;0.528
dishwasher;attentive;0.9239999999999999
dishwasher;attentive;-0.028000000000000025
dishwasher;attentive;0.20999999999999996
dishwasher;attentive;0.018000000000000016
dishwasher;attentive;0.8740000000000001
dishwasher;attentive;0.8240000000000001
parrot;attentive;0.23199999999999998
parrot;attentive;-0.702
parrot;attentive;0.236
parrot;attentive;0.08000000000000007
parrot;attentive;0.29600000000000004
parrot;attentive;-0.020000000000000018
parrot;attentive;-0.07999999999999996
parrot;attentive;0.1499999999999999
parrot;attentive;-0.0040000000000000036
onion;attentive;0.1479999999999999
onion;attentive;0.22999999999999998
onion;attentive;-0.31000000000000005
onion;attentive;0.030000000000000027
onion;attentive;-0.28
onion;attentive;-0.026000000000000023
onion;attentive;-0.008000000000000007
onion;attentive;-0.01200000000000001
onion;attentive;-0.5900000000000001
axe;attentive;0.030000000000000027
axe;attentive;0.014000000000000012
axe;attentive;-0.018000000000000016
axe;attentive;-0.07199999999999995
axe;attentive;-0.008000000000000007
axe;attentive;-0.014000000000000012
axe;attentive;0.0040000000000000036
axe;attentive;0.03400000000000003
axe;attentive;-0.03400000000000003
lighthouse;attentive;0.8680000000000001
lighthouse;attentive;0.9259999999999999
lighthouse;attentive;0.956
lighthouse;attentive;0.9279999999999999
lighthouse;attentive;0.8480000000000001
lighthouse;attentive;0.5840000000000001
lighthouse;attentive;0.5800000000000001
lighthouse;attentive;0.8759999999999999
lighthouse;attentive;0.804
television;attentive;-0.376
television;attentive;-0.522
television;attentive;-0.47
television;attentive;0.07000000000000006
television;attentive;-0.8
television;attentive;-0.5840000000000001
television;attentive;-0.20199999999999996
television;attentive;-0.28200000000000003
television;attentive;-0.838
washing machine;attentive;0.8500000000000001
washing machine;attentive;-0.496
washing machine;attentive;0.45999999999999996
washing machine;attentive;-0.364
washing machine;attentive;0.16799999999999993
washing machine;attentive;0.6080000000000001
washing machine;attentive;0.9359999999999999
washing machine;attentive;0.8500000000000001
washing machine;attentive;0.768
owl;attentive;0.8220000000000001
owl;attentive;-0.856
owl;attentive;0.07000000000000006
owl;attentive;0.8500000000000001
owl;attentive;0.492
owl;attentive;0.246
owl;attentive;0.9139999999999999
owl;attentive;0.71
owl;attentive;0.81
bowl;attentive;-0.912
bowl;attentive;-0.944
bowl;attentive;-0.792
bowl;attentive;-0.872
bowl;attentive;-0.778
bowl;attentive;-0.968
bowl;attentive;0.8280000000000001
bowl;attentive;0.74
bowl;attentive;-0.856
eagle;attentive;0.19999999999999996
eagle;attentive;-0.56
eagle;attentive;0.256
eagle;attentive;0.8160000000000001
eagle;attentive;0.20999999999999996
eagle;attentive;-0.010000000000000009
eagle;attentive;-0.958
eagle;attentive;0.3620000000000001
eagle;attentive;0.552
fly;attentive;-0.556
fly;attentive;-0.554
fly;attentive;-0.616
fly;attentive;-0.43200000000000005
fly;attentive;-0.7
fly;attentive;-0.986
fly;attentive;-0.43600000000000005
fly;attentive;-0.65
fly;attentive;-0.842
pliers;attentive;0.062000000000000055
pliers;attentive;-0.020000000000000018
pliers;attentive;-0.02400000000000002
pliers;attentive;0.03400000000000003
pliers;attentive;0.15599999999999992
pliers;attentive;0.0020000000000000018
pliers;attentive;-0.0040000000000000036
pliers;attentive;-0.018000000000000016
pliers;attentive;0.262
car;attentive;-0.982
car;attentive;-0.884
car;attentive;-0.946
car;attentive;-0.952
car;attentive;-0.914
car;attentive;-0.892
car;attentive;-0.948
car;attentive;-0.946
car;attentive;-0.852
stag;attentive;-0.842
stag;attentive;-0.88
stag;attentive;-0.852
stag;attentive;-0.396
stag;attentive;0.3320000000000001
stag;attentive;-0.942
stag;attentive;-0.838
stag;attentive;-0.9359999999999999
stag;attentive;-0.84
