aggregator,block_size,image_size,scoring,pearson,spearman,kendall,r2_linear,r2_isotonic
max,4,75,Euclidean,0.31076641087289175,0.13074965016480666,0.0882744884897,0.09657576212681929,0.4383069424518373
max,4,75,Cosine,0.1936249302640593,0.12627600383366835,0.08542314787164172,0.037490613619761914,0.4373084392517673
var,4,75,Manhattan,0.02654309456387472,0.02655614094408015,0.01832002640577593,0.0007045358690269676,0.43112623878156653
var,4,75,Euclidean,0.03152046649546169,0.024568693583217418,0.01707384918056826,0.0009935398080918034,0.43097709094658043
var,4,75,Cosine,0.6452686136812285,0.06500594052051105,0.04275137911878914,0.4163715838020947,0.4329928827898083
median,4,75,Manhattan,0.3816311320803737,0.25129588784297807,0.17146579392944994,0.14564232097294771,0.46539886422594434
median,4,75,Euclidean,0.42460315285405664,0.21126953534380122,0.14357765940885137,0.18028783741360543,0.4508528029331459
median,4,75,Cosine,0.2737242182805768,0.20311737854293177,0.13794087504039537,0.07492494767331304,0.44903729559657846
mean,4,75,Manhattan,0.40083141310235854,0.2560726786096101,0.17534350670572244,0.16066582172963384,0.4712799324706436
mean,4,75,Euclidean,0.4471191349568024,0.21376985150361588,0.14577835069305223,0.19991552084451947,0.4556401287140561
mean,4,75,Cosine,0.2944600715169595,0.20475815125862462,0.13965214398259682,0.08670673371777315,0.4515198616636198
min,5,60,Manhattan,0.4007045100417778,0.27452687047156626,0.18770269494636352,0.16056410436782131,0.4781841600183335
min,5,60,Euclidean,0.4668351641905626,0.2286497922064356,0.15571879282421347,0.21793507052482963,0.46068162508910027
min,5,60,Cosine,0.296557022208522,0.2192055687667225,0.14935951509867634,0.08794606742118605,0.45875699353010246
product,5,60,Manhattan,0.4664068751449318,0.2358782643459141,0.16082492156976708,0.2175353731824602,0.4546523786259018
product,5,60,Euclidean,0.5720578353804417,0.18767619010163164,0.12769807621847368,0.32725016702015675,0.44344768474883667
product,5,60,Cosine,0.529286888827336,0.20294014386412448,0.1385622002391534,0.280144610684521,0.44699282285078135
std,5,60,Manhattan,0.14582728978815018,0.10273238164380306,0.06987092957093223,0.02126559844695708,0.43601846167072766
std,5,60,Euclidean,0.15882155597258604,0.07523959224923482,0.05127754546354125,0.025224286641553406,0.43325543726606663
std,5,60,Cosine,0.5407721228351353,0.15086656045133212,0.10251985681562532,0.29243448883561884,0.4479793669380868
max,5,60,Manhattan,0.2876284154153363,0.15821404889834725,0.107212385066493,0.08273010535433734,0.4424247499922507
max,5,60,Euclidean,0.3028232175634341,0.12748523527323385,0.08601965823911294,0.09170190109547116,0.43791342435181235
max,5,60,Cosine,0.18867329416384807,0.12290961852286915,0.08318599538947768,0.03559761193063804,0.43696527684871134
var,5,60,Manhattan,0.030507049075882354,0.0303107552641666,0.020904586525955206,0.0009306800433184215,0.4311563345567899
var,5,60,Euclidean,0.03814773627097279,0.024273728567039864,0.01660282200719041,0.0014552497826000321,0.43001247111016516
var,5,60,Cosine,0.6355450404829723,0.08897879374937258,0.05948947604110157,0.4039174984825029,0.4317259989178488
median,5,60,Manhattan,0.3816273489450584,0.25175089811556495,0.17178167960546142,0.14563943346283348,0.465530716860451
median,5,60,Euclidean,0.4244342193358424,0.21116980495180068,0.14347935450029212,0.18014440654322605,0.4500005120217452
median,5,60,Cosine,0.27353623876860916,0.20283955502198936,0.13774426522327687,0.07482207391967766,0.447754958817402
mean,5,60,Manhattan,0.3995570317582674,0.2553698985232148,0.17480998783305618,0.1596458216274772,0.4707181680336856
mean,5,60,Euclidean,0.44527690847175605,0.21426817919689828,0.14605818812094368,0.1982715252181647,0.45667627162835134
mean,5,60,Cosine,0.2933817633241943,0.20505297823898663,0.13975617539068377,0.08607285905121365,0.45352160297195465
min,6,50,Manhattan,0.4007271032003487,0.2741856855378684,0.1876039725163007,0.16058221123934302,0.4783601593124446
min,6,50,Euclidean,0.46794746625971045,0.22838821427803235,0.15568920590998692,0.21897483117888306,0.4606812068523636
min,6,50,Cosine,0.2977021833257893,0.21995857761567228,0.14985962939076422,0.08862658995694184,0.4596620081241145
product,6,50,Manhattan,0.42809482954293715,0.2297369665655527,0.1561616421210241,0.1832651830813966,0.4509225308671503
product,6,50,Euclidean,0.5369349826335731,0.15166558438677777,0.10241558080357373,0.2882991755757156,0.4334630426328917
product,6,50,Cosine,0.5271304159483281,0.1897945649374114,0.12915547034827934,0.2778664754178575,0.43914683020343825
std,6,50,Manhattan,0.14858754876637595,0.10174683618560909,0.06937272411202028,0.022078259648400267,0.435305596813237
std,6,50,Euclidean,0.16445062589077947,0.07626838281641497,0.05185296454459785,0.027044008355869176,0.43280809594381575
std,6,50,Cosine,0.5232922760335835,0.12322757833582376,0.08347816636856693,0.2738348061564082,0.44136097874984526
max,6,50,Manhattan,0.27816943452703147,0.1523927750245875,0.10343086597100824,0.0773782343050885,0.4407167387343792
max,6,50,Euclidean,0.2933782413388567,0.12290162774212067,0.08291303224532286,0.08607079249108063,0.4375021391628474
max,6,50,Cosine,0.18257217616862448,0.11820632111025475,0.08002878531652605,0.03333259951094747,0.43650704863239553
var,6,50,Manhattan,0.031335258571729245,0.028293284291686118,0.019394699483812068,0.0009818984297573774,0.43129531030505674
var,6,50,Euclidean,0.03956836341060522,0.023124104580480517,0.015494268153488049,0.0015656553829938025,0.43073973096001794
var,6,50,Cosine,0.629814360430442,0.06004083823339551,0.03974391038128649,0.39666612860440675,0.43076531615922875
median,6,50,Manhattan,0.38006810341163266,0.2501095773355771,0.1706765724786289,0.1444517632309157,0.46532704022303795
median,6,50,Euclidean,0.42285467119279413,0.2107704125982895,0.1432388415201277,0.17880607294956608,0.45090930308259247
median,6,50,Cosine,0.2726978345081569,0.20251798477042834,0.13752474940804746,0.07436410894543821,0.4498027106185776
mean,6,50,Manhattan,0.3976375970164834,0.2536794823836272,0.17361410384834988,0.15811565856104326,0.47145278370497845
mean,6,50,Euclidean,0.4427410640520686,0.21368348033044646,0.1455408682866635,0.19601964979795794,0.4570548458141347
mean,6,50,Cosine,0.2916129997444268,0.2043230504528911,0.13921120351896207,0.08503814161994327,0.4535978612829341
min,7,43,Manhattan,0.40059933614240817,0.27259260927471946,0.18645250734508634,0.1604798281177382,0.4776297557713314
min,7,43,Euclidean,0.4678119405246744,0.2274704655050709,0.1551571556813868,0.2188480116974616,0.4595197420293471
min,7,43,Cosine,0.2968074361937098,0.21885448221952444,0.149201081945076,0.08809465417988327,0.45897047109394995
product,7,43,Manhattan,0.41461699719348744,0.26448862128101097,0.18102896632016408,0.17190725436174448,0.4735418745525777
product,7,43,Euclidean,0.5650726722972325,0.25766278879746496,0.17624161271498712,0.31930712497713565,0.4711736533425762
product,7,43,Cosine,0.396515981673717,0.2578090892361492,0.17632751020790294,0.1572249237226716,0.46979777076331763
std,7,43,Manhattan,0.15350592875772565,0.10172706738519448,0.069254376455114,0.023564070163772155,0.43619101447002173
std,7,43,Euclidean,0.16904402921906558,0.07344846909089008,0.04992692535163118,0.02857588381461651,0.43328723590385243
std,7,43,Cosine,0.49831641761179624,0.1116177331785631,0.07497982003941253,0.24831925206145433,0.4428489712463356
max,7,43,Manhattan,0.27122031233212723,0.14873521882350008,0.10086979105995758,0.07356045782153675,0.4393034601658361
max,7,43,Euclidean,0.2864099616738395,0.11999574120722935,0.08080758925229646,0.0820306661460104,0.43738500102559585
max,7,43,Cosine,0.17770008117294997,0.11576580395565592,0.07827838529421852,0.03157731884887294,0.43631841980056474
var,7,43,Manhattan,0.032239251055775874,0.026601051367069983,0.01860348813239825,0.0010393693086374611,0.43126289769016624
var,7,43,Euclidean,0.0387303975235156,0.017995655774194177,0.012544688511566726,0.001500043692329478,0.4307642254502211
var,7,43,Cosine,0.6289590785829533,0.06753433138519797,0.045126474006574345,0.3955895225319178,0.43039423563161305
median,7,43,Manhattan,0.3793977230428311,0.2508724353203427,0.17134720017335983,0.14394263225008497,0.4651566644749008
median,7,43,Euclidean,0.4220156884136302,0.21078089812690465,0.1432536691563541,0.17809724126723026,0.45078218112002655
median,7,43,Cosine,0.27209558047846477,0.2025726971712366,0.13759728506873195,0.07403600491591278,0.4487754341326624
mean,7,43,Manhattan,0.3967364799687821,0.25392845597299146,0.17379544300006114,0.15739983453801998,0.4707569198354504
mean,7,43,Euclidean,0.4407223500476612,0.21431963940582152,0.14614790328021132,0.19423618983153335,0.45673407441361746
mean,7,43,Cosine,0.2902298080895248,0.20463749326330202,0.13946316949818194,0.08423334150368256,0.45363976633649494
min,8,38,Manhattan,0.4000905529917555,0.2726078863718121,0.18658545157872708,0.1600724505932487,0.47579160154883315
min,8,38,Euclidean,0.4697897494920382,0.22789106897135797,0.15534370710514758,0.22070240872779223,0.4604379291301284
min,8,38,Cosine,0.298984271970782,0.2197760993362462,0.1498768088893474,0.08939159488589865,0.4595211021445499
product,8,38,Manhattan,0.3933552542476455,0.26746981463800323,0.18325466580327265,0.15472835604422985,0.4746649281814569
product,8,38,Euclidean,0.5363915803890528,0.2641929931270896,0.18075027667648152,0.2877159275122658,0.47255422827910887
product,8,38,Cosine,0.37236127965412996,0.2675040394872264,0.18311436656484345,0.1386529225856612,0.47117029972982805
std,8,38,Manhattan,0.13858332117512354,0.09633924434982818,0.06574212341144348,0.019205336907927584,0.43451235821487866
std,8,38,Euclidean,0.16070520867896307,0.07477852616428353,0.05113903106148841,0.025826164096549142,0.4342064449622489
std,8,38,Cosine,0.5355733490280664,0.11909944847573861,0.08021036030860643,0.2868388121891392,0.447108614860001
max,8,38,Manhattan,0.2656463901070814,0.14583662115578114,0.0989501785431614,0.0705680045769238,0.4388782915224866
max,8,38,Euclidean,0.2809856537242157,0.1177838428455613,0.0793869591021836,0.07895293759882493,0.4372999875089135
max,8,38,Cosine,0.1744694468021844,0.11297335926609485,0.07623784262917299,0.03043958786746026,0.436308734963072
var,8,38,Manhattan,0.03276685942735081,0.028678669030063587,0.01983563994744679,0.0010736670767318435,0.431512113785784
var,8,38,Euclidean,0.0411927012248296,0.025019494382368602,0.017027530012328783,0.0016968386341982278,0.43130785282696094
var,8,38,Cosine,0.6310074197212369,0.05929759754942236,0.03931691724464661,0.3981703637432533,0.4317018618848013
median,8,38,Manhattan,0.3789450773399689,0.2506543766670317,0.17109902469045665,0.14359937164019498,0.4649594001560948
median,8,38,Euclidean,0.42088544533381217,0.21136191058534004,0.14356429757662,0.17714455809384144,0.45003056334286407
median,8,38,Cosine,0.271187478031265,0.20292319558579572,0.13787120262947475,0.07354264824095769,0.44853058432528137
mean,8,38,Manhattan,0.3958105074229092,0.25351830330676783,0.17353393285496177,0.15666595778638104,0.47115165193650055
mean,8,38,Euclidean,0.4398961509572754,0.21502910999861227,0.1465579527386185,0.19350862362702625,0.457341794652141
mean,8,38,Cosine,0.289613741091773,0.20544695516215317,0.13992415271016367,0.08387611902917269,0.4546491761188085
min,9,34,Manhattan,0.39981900073817145,0.27366062789983503,0.1873245951555168,0.15985523335127005,0.4779717977480936
min,9,34,Euclidean,0.4696050693098593,0.22989862341286943,0.15665984757993606,0.2205289211215179,0.46096151601441204
min,9,34,Cosine,0.298293796914983,0.22279784031757838,0.1519927504648413,0.08897918927795723,0.45958625044171586
product,9,34,Manhattan,0.42070450664067366,0.24153233614454947,0.16445933993669568,0.17699228190777294,0.46399463020476694
product,9,34,Euclidean,0.5486661642221828,0.17038396803372047,0.1152038086655686,0.30103455976228355,0.44300941974326435
product,9,34,Cosine,0.44548668257457097,0.1977337059637899,0.13431695525593426,0.1984583843512967,0.44804363919885204
std,9,34,Manhattan,0.15821649699660528,0.10576977798955095,0.07224265479199779,0.02503245992187708,0.4356805141769964
std,9,34,Euclidean,0.1748817267536932,0.0795421764373466,0.05430493806441696,0.03058361835235357,0.433445041503725
std,9,34,Cosine,0.4863182209973016,0.13008368360884243,0.08800497072557961,0.23650541207398035,0.4451518018179895
max,9,34,Manhattan,0.25799217274425873,0.14209463830331043,0.09640136509595432,0.06655996119730345,0.43773901950272387
max,9,34,Euclidean,0.27154276630565743,0.11469711146030401,0.07749244172307922,0.07373547393292901,0.4358629933021295
max,9,34,Cosine,0.17047716228799883,0.11022628810158977,0.07447503519122206,0.029062462861768834,0.43502991803500335
var,9,34,Manhattan,0.0333878717954036,0.03256829890651154,0.022858277281496926,0.0011147499830265195,0.43133002842051926
var,9,34,Euclidean,0.03991871533344633,0.02632406021062157,0.01879031841656454,0.0015935038338728003,0.43133542250547574
var,9,34,Cosine,0.61648469410769,0.08531396176685586,0.0571171424721533,0.38005337806905215,0.4318166477019709
median,9,34,Manhattan,0.37668725879455117,0.24897525849170288,0.16993958748075882,0.14189329093815328,0.46405436920591314
median,9,34,Euclidean,0.41898204000234074,0.20985095914256463,0.1425655346322562,0.1755459498445231,0.4496468846405526
median,9,34,Cosine,0.2692737341225154,0.2012575578514766,0.13672781155710592,0.07250834388828309,0.44724749595933455
mean,9,34,Manhattan,0.3944963266937741,0.2527497704104287,0.17291928857231942,0.15562735177488107,0.4711094497021605
mean,9,34,Euclidean,0.43739064556614743,0.21503466620190767,0.1465878893272581,0.19131057682877128,0.45767445502544357
mean,9,34,Cosine,0.2878975977768552,0.20538570624681304,0.14000527812013977,0.08288502680568421,0.4551466472866563
min,10,30,Manhattan,0.39681035005332116,0.2749069239830464,0.188294502545469,0.15745845390943936,0.47819926624409426
min,10,30,Euclidean,0.4681041641515941,0.2309124201925802,0.15741383668441966,0.2191215084960626,0.4611751867562689
min,10,30,Cosine,0.2967379917017133,0.22429081083072255,0.1530368822120629,0.08805343571916613,0.4606485523724563
product,10,30,Manhattan,0.4111074998255521,0.23858967246036022,0.1629437263950248,0.16900937641281633,0.4583790995635353
product,10,30,Euclidean,0.5428809006009788,0.18326653362517378,0.1240397974368462,0.29471967223732976,0.4402319251555721
product,10,30,Cosine,0.41779693217284364,0.20243448460408092,0.1375610172383897,0.1745542765330399,0.44382541165971245
std,10,30,Manhattan,0.15616571767535348,0.09870146512449363,0.06722242353936005,0.024387731377058186,0.4355135651496219
std,10,30,Euclidean,0.17487061558009845,0.06895848858611198,0.04692154330867663,0.03057973219336263,0.43318945243150175
std,10,30,Cosine,0.4862323225774793,0.13088523376752506,0.08876286329379968,0.23642187151909,0.44528480358454414
max,10,30,Manhattan,0.2527553252022157,0.1404042929190966,0.09527427282287373,0.06388525441807791,0.43750941279455946
max,10,30,Euclidean,0.2674748592394361,0.11333051154231565,0.07645449519463854,0.07154280032515614,0.435631333004716
max,10,30,Cosine,0.16692845851321658,0.10910230865338191,0.07364182950993826,0.02786511026159877,0.4350005259229307
var,10,30,Manhattan,0.03276532347939833,0.029195087904324735,0.02031284824142376,0.0010735664227096153,0.43090760117125604
var,10,30,Euclidean,0.03886529010210671,0.022871355610078112,0.01622771293897315,0.0015105107747209745,0.4308906991404928
var,10,30,Cosine,0.6022174404841417,0.07487076557877526,0.04991992432118554,0.362665845623271,0.4312693659082899
median,10,30,Manhattan,0.37743620609927436,0.2483814922376235,0.1695028816074088,0.14245808967461393,0.4651439492606523
median,10,30,Euclidean,0.41879315158690994,0.20921327206446513,0.14196946745814898,0.17538770381609659,0.45052055826656423
median,10,30,Cosine,0.270167047837327,0.20119145649261724,0.13660469181725987,0.07299023373713664,0.4486368581618997
mean,10,30,Manhattan,0.3935837362456332,0.25295920430347923,0.17311685280602587,0.1549081574370722,0.4706977194838241
mean,10,30,Euclidean,0.43624786264571597,0.21565217124661623,0.14695343088044446,0.19031219766295548,0.4573234027935076
mean,10,30,Cosine,0.2877293620786666,0.20628013375414536,0.14061228707007847,0.0827881858021966,0.4544178600463278
min,11,28,Manhattan,0.39912464984362006,0.2724083162993673,0.18655727634578242,0.15930048611279246,0.47767073200714416
min,11,28,Euclidean,0.47044404294628617,0.2305748614751017,0.15722060483686473,0.22131759754364722,0.46172760276728797
min,11,28,Cosine,0.3002812570834428,0.2243720716226749,0.15318672561637164,0.09016883335561265,0.4607374357813042
product,11,28,Manhattan,0.40519405070016135,0.24141209305515038,0.1654290271900569,0.16418221872280503,0.4652170029645595
product,11,28,Euclidean,0.5445640306084227,0.19902262378798194,0.1359843210350898,0.2965499834324913,0.4528315219982981
product,11,28,Cosine,0.3877361157412267,0.2070049967542962,0.14188834204817288,0.15033929545009406,0.454765744130075
std,11,28,Manhattan,0.16490569602975608,0.09868271333253792,0.06708975963363444,0.02719388858305849,0.43684626361968526
std,11,28,Euclidean,0.18159945157871407,0.06872432241405788,0.04678794856364486,0.03297836081368977,0.4337831140886099
std,11,28,Cosine,0.4711977621261992,0.12415927333907208,0.08412812499541189,0.22202733103273842,0.4441218711220095
max,11,28,Manhattan,0.24678096344321668,0.13766042403138914,0.09351260567580778,0.060900843917962466,0.43655403622695765
max,11,28,Euclidean,0.26082006613630165,0.11033753807017278,0.07446739985851843,0.06802710689934477,0.4342471894217613
max,11,28,Cosine,0.163605509274311,0.10595681185219744,0.0715459306827914,0.02676676266490674,0.43331009884729255
var,11,28,Manhattan,0.03160264464786122,0.02601016945245125,0.018325752905303652,0.0009987271487391647,0.43116270644055477
var,11,28,Euclidean,0.03495003549639579,0.015795413171954813,0.011355497519596074,0.0012215049811995504,0.42949862667298766
var,11,28,Cosine,0.5908260250093585,0.061108755932087554,0.040376651554590116,0.3490753918283592,0.43361509882327454
median,11,28,Manhattan,0.3762957860719007,0.24758729946868957,0.16895165669794998,0.14159851861546957,0.4651547265286621
median,11,28,Euclidean,0.41829822575475145,0.20950869179085282,0.14220571949274874,0.1749734056695731,0.45076726288336555
median,11,28,Cosine,0.2690995607553737,0.20064498767267602,0.13624678559677714,0.07241457359873515,0.44940375179527936
mean,11,28,Manhattan,0.39148945558242815,0.2506041284323345,0.17138458669888948,0.1532639938322261,0.4705881811691046
mean,11,28,Euclidean,0.43448095823424027,0.2150695436555571,0.14661606706807012,0.18877370306814367,0.4592092962056955
mean,11,28,Cosine,0.2858585589915649,0.2055568067441052,0.140186617271851,0.08171511574873402,0.4556139470800419
min,12,25,Manhattan,0.3971177547229687,0.26951308174274397,0.18436035333578607,0.15770251111621214,0.4762948927844757
min,12,25,Euclidean,0.46919157213166807,0.22666932609256463,0.15436543010249476,0.2201407313593864,0.4611372753235894
min,12,25,Cosine,0.30023654054625,0.22200562425584955,0.15154417466850292,0.09014198027918019,0.4602672079585056
product,12,25,Manhattan,0.4094976145051037,0.23678261187668959,0.16179938090606805,0.16768829628537052,0.4601456442452455
product,12,25,Euclidean,0.5131811025497528,0.15356904563763876,0.10439217755722634,0.2633548440141801,0.43619507984290484
product,12,25,Cosine,0.3993038299701286,0.17866653451610393,0.12139701790480173,0.1594435486288135,0.4407963369469683
std,12,25,Manhattan,0.16380428985535056,0.10086030795620371,0.06868554416869344,0.026831845375015706,0.4351418908183994
std,12,25,Euclidean,0.18239681677853936,0.06955815409328356,0.04757151761838962,0.033268598770944235,0.43366586956353714
std,12,25,Cosine,0.471391864108607,0.12617301016527419,0.08562274351176902,0.22221028954778754,0.44451685470055113
max,12,25,Manhattan,0.24336463373663408,0.13679496196702004,0.09300769618605315,0.05922634495376633,0.43637779383377917
max,12,25,Euclidean,0.25750719581532305,0.11080952778437554,0.07472795558702985,0.06630995589667132,0.4355351149729988
max,12,25,Cosine,0.1610984226761548,0.10634321848849754,0.07168527550463269,0.02595270178874498,0.4344794248286976
var,12,25,Manhattan,0.03419577355330494,0.02929845186638238,0.020215497749452457,0.0011693509289091297,0.4311695059322824
var,12,25,Euclidean,0.04245941180623989,0.021774815867659385,0.015299101705987984,0.001802801650932051,0.4307707684016706
var,12,25,Cosine,0.5814591138063543,0.07427898059604982,0.04917924834664743,0.33809470102847106,0.4338894184560881
median,12,25,Manhattan,0.373714518996759,0.248859861652756,0.1699260135097449,0.13966254170897896,0.4633129200312496
median,12,25,Euclidean,0.4140651399197052,0.209346408669759,0.14231973834592807,0.1714499400967251,0.4503876049845812
median,12,25,Cosine,0.26703257212387993,0.20084489968433122,0.1364338512480161,0.07130639457509536,0.447738248490019
mean,12,25,Manhattan,0.39080815585654965,0.25177430912196075,0.1723046442896771,0.1527310146839973,0.4699058107330033
mean,12,25,Euclidean,0.4322964056146426,0.2163068541497233,0.14743836707644312,0.18688018230733972,0.4581795602936668
mean,12,25,Cosine,0.2853873145716093,0.2069509234762488,0.14116393985791584,0.08144591931839495,0.45586794036445255
min,13,24,Manhattan,0.3950224615200884,0.2635134434256922,0.1802086585439095,0.15604274510538985,0.47590447157543037
min,13,24,Euclidean,0.467087629726238,0.22400700827234907,0.15259263769768228,0.2181708538432754,0.46315715485000697
min,13,24,Cosine,0.29907376255991275,0.21949487763800118,0.1496697004897614,0.08944511545174327,0.4601804151692763
product,13,24,Manhattan,0.417017534648993,0.24589158783775814,0.16778166407936335,0.17390362420472416,0.46364875656432614
product,13,24,Euclidean,0.5519372404316577,0.20983644329915901,0.1422137981046652,0.30463471737531345,0.45097225396660623
product,13,24,Cosine,0.4073887707268506,0.21614657007165577,0.14677400056190912,0.16596561051433456,0.45093554145876624
std,13,24,Manhattan,0.17275579403021274,0.10695643547350203,0.07278380899736767,0.029844564371009574,0.43595418686712206
std,13,24,Euclidean,0.19133579189825942,0.07955163472440475,0.05418656221544505,0.03660938526133417,0.43410194469074137
std,13,24,Cosine,0.45183520686436623,0.12042284152461312,0.08136126734603814,0.20415505416216473,0.4471859392009073
max,13,24,Manhattan,0.23723918835939897,0.13419149188531215,0.09087314741856362,0.05628243249342657,0.4368447830435892
