regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.004346546043737107,0.12042828074313028,0.9825317184913321,0.15842809066680236,0.7689876839233202,0.3597006394526737
linear regression,shuffled,0.0058534908369676135,0.139584658737829,0.9765615144522417,0.27342478940780734,1.0294445620044503,-0.09404811234864333
lasso regression (beta = 0.001),correct,0.0046429898916038655,0.12404921784211256,0.9813393486708856,0.15597455246620923,0.7622384097907953,0.3695368074108172
lasso regression (beta = 0.002),correct,0.005032196994703718,0.12900658574936213,0.9797740532845799,0.15558454890882084,0.7608485750152645,0.3709439302712763
lasso regression (beta = 0.005),correct,0.005978968175240393,0.1404204088725099,0.9759651468351496,0.15403093103616847,0.7562283678613869,0.37690201542673196
lasso regression (beta = 0.01),correct,0.007118393622434305,0.1530724638515594,0.9713777958365468,0.15252704129660205,0.7515203092909739,0.38282650221008346
lasso regression (beta = 0.02),correct,0.008774414013541003,0.1698973805414837,0.9647025669065779,0.15281101369613126,0.7502573207743714,0.3810825019968749
lasso regression (beta = 0.05),correct,0.012376147838509013,0.2021396763770961,0.9501790044464649,0.15403853334656042,0.7497152346331387,0.37526184960220593
lasso regression (beta = 0.1),correct,0.017343804892035308,0.2408215096188349,0.9301433272089508,0.15588616525093424,0.7522055640638234,0.36798634203777014
lasso regression (beta = 0.5),correct,0.06345882771113698,0.4839330098929748,0.7439126690989788,0.17475503828504152,0.8075259502267736,0.2917755883784542
lasso regression (beta = 0.2),correct,0.027424184591054578,0.30732693721691373,0.8894544211505364,0.15786282836397664,0.7573060890182216,0.3598600093768236
lasso regression (beta = 1.0),correct,0.13455261150667505,0.7241531967007597,0.4563938199091111,0.20674411911987467,0.8976603142067157,0.16583407673227582
lasso regression (beta = 2.0),correct,0.24206867597590426,0.9817466693229483,0.029790629110936995,0.2566903478407885,1.010773470988114,-0.026529354855190312
lasso regression (beta = 5.0),correct,0.2495112800563271,0.9968963862612004,0.0019341385070037742,0.2573307991550219,1.0121820625472895,-0.029012077611725196
lasso regression (beta = 10.0),correct,0.2495112800563271,0.9968963862612004,0.0019341385070037742,0.2573307991550219,1.0121820625472895,-0.029012077611725196
random forest regression,correct,0.000642015360764243,0.021789091377224075,0.9974222487341612,0.20408686835141734,0.883769762863044,0.18017137371899736
random forest regression,shuffled,0.0007661610961014187,0.027415952973890087,0.9969280898086336,0.2798408016701921,1.0473593748172298,-0.12167461114705252
