regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.01738618417494843,0.12042828074313028,0.9825317184913321,0.6337123626672094,0.7689876839233202,0.3597006394526737
linear regression,shuffled,0.023429967100116453,0.13971929092323368,0.9765668093014432,1.112162928978536,1.0338796838090765,-0.11632176759017221
lasso regression (beta = 0.002),correct,0.02012878797881487,0.12900658574936213,0.9797740532845799,0.6223381956352834,0.7608485750152645,0.3709439302712763
lasso regression (beta = 0.001),correct,0.018571959566415462,0.12404921784211256,0.9813393486708856,0.6238982098648369,0.7622384097907953,0.3695368074108172
lasso regression (beta = 0.005),correct,0.02391587270096157,0.1404204088725099,0.9759651468351496,0.6161237241446739,0.7562283678613869,0.37690201542673196
lasso regression (beta = 0.01),correct,0.02847357448973722,0.1530724638515594,0.9713777958365468,0.6101081651864082,0.7515203092909739,0.38282650221008346
lasso regression (beta = 0.02),correct,0.03509765605416401,0.1698973805414837,0.9647025669065779,0.611244054784525,0.7502573207743714,0.3810825019968749
lasso regression (beta = 0.05),correct,0.04950459135403605,0.2021396763770961,0.9501790044464649,0.6161541333862417,0.7497152346331387,0.37526184960220593
lasso regression (beta = 0.1),correct,0.06937521956814123,0.2408215096188349,0.9301433272089508,0.623544661003737,0.7522055640638234,0.36798634203777014
lasso regression (beta = 0.5),correct,0.2538353108445479,0.4839330098929748,0.7439126690989788,0.6990201531401661,0.8075259502267736,0.2917755883784542
lasso regression (beta = 0.2),correct,0.10969673836421831,0.30732693721691373,0.8894544211505364,0.6314513134559065,0.7573060890182216,0.3598600093768236
lasso regression (beta = 2.0),correct,0.968274703903617,0.9817466693229483,0.029790629110936995,1.026761391363154,1.010773470988114,-0.026529354855190312
lasso regression (beta = 1.0),correct,0.5382104460267002,0.7241531967007597,0.4563938199091111,0.8269764764794987,0.8976603142067157,0.16583407673227582
lasso regression (beta = 5.0),correct,0.9980451202253084,0.9968963862612004,0.0019341385070037742,1.0293231966200875,1.0121820625472895,-0.029012077611725196
lasso regression (beta = 10.0),correct,0.9980451202253084,0.9968963862612004,0.0019341385070037742,1.0293231966200875,1.0121820625472895,-0.029012077611725196
random forest regression,correct,0.0025680614430569726,0.02178909137722407,0.9974222487341612,0.8163474734056693,0.8837697628630441,0.18017137371899739
random forest regression,shuffled,0.003475097428541819,0.027794067168990893,0.9965252703424081,1.1119741174857536,1.0421715492456438,-0.1128821247350194
