regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.0033895480486874304,0.12029806665515691,0.9828580936469884,0.125625221110884,0.7664614803409922,0.36509783954911873
lasso regression (beta = 0.001),correct,0.003663304164789058,0.12459755182667345,0.9814723818626876,0.1222827070123618,0.7554508476201982,0.38252111031847863
lasso regression (beta = 0.002),correct,0.003999498019685852,0.1300458435853228,0.9797715233464912,0.12191516715981085,0.7534654317244874,0.3847637986491188
lasso regression (beta = 0.005),correct,0.004787623737979396,0.14211056016090262,0.975785300347465,0.12199355789521402,0.7529066030369314,0.3852555449151204
lasso regression (beta = 0.01),correct,0.00574019784064709,0.15553011555513857,0.9709563814564917,0.12261404925249253,0.7541867617163742,0.38280561616828723
lasso regression (beta = 0.02),correct,0.0071584672452333145,0.1736952196777551,0.9637658533469116,0.1221171941115172,0.7519901645738781,0.38555608829030585
lasso regression (beta = 0.05),correct,0.010212695618192626,0.20800093749996332,0.9483061063454998,0.12310697081796818,0.7536178927362249,0.3817674077939757
lasso regression (beta = 0.1),correct,0.014613589952392276,0.2506718223805079,0.926112911442603,0.1257241619846407,0.7607265611481633,0.36871007540778833
lasso regression (beta = 0.2),correct,0.0237457613648112,0.32416015258325004,0.8799834111611411,0.12643594527142665,0.7651057425866022,0.3648606859421412
lasso regression (beta = 0.5),correct,0.05595635076589337,0.511913519451235,0.716780242300685,0.13364112759718672,0.7943981705432661,0.3278239329798048
lasso regression (beta = 1.0),correct,0.11521083682894984,0.7491407909357674,0.4158953039418837,0.15517943503723125,0.8702987688500345,0.2143439176374266
lasso regression (beta = 2.0),correct,0.19355374960585103,0.9801185715848235,0.02829358055510116,0.2027134896878103,1.0027290086750458,-0.01559712976118548
lasso regression (beta = 5.0),correct,0.1995625491668979,0.9954021618938993,0.002152209237640834,0.20656176249636524,1.0123746494055665,-0.03228313856640783
lasso regression (beta = 10.0),correct,0.1995625491668979,0.9954021618938993,0.002152209237640834,0.20656176249636524,1.0123746494055665,-0.03228313856640783
random forest regression,correct,0.0004946046597367596,0.02140038288286337,0.9974967015390936,0.16591451041917177,0.8900014715771895,0.16536640382479526
