epoch,berlin_loss,berlin_weighted_acc,classification_loss,loss,mapping_loss,mapping_weighted_med,mapping_weighted_r2,sketchy_loss,sketchy_weighted_acc,val_berlin_loss,val_berlin_weighted_acc,val_classification_loss,val_loss,val_mapping_loss,val_mapping_weighted_med,val_mapping_weighted_r2,val_sketchy_loss,val_sketchy_weighted_acc
0,5.21318255980894,0.0215040329570598,4.630309112435995,9.105052931951455,1.046376905182005,0.9742451902403715,-0.07148960119511191,3.90111984515756,0.1286956117578508,5.173274678576015,0.026698704710138625,4.082144391118503,7.558624867431453,1.2996481947377885,1.0677284750157796,-0.3843667806527104,2.936908488488588,0.29935862286486586
1,4.094110127843275,0.1245441919240838,3.41303828993124,6.622921606686113,0.44441982266584523,0.6345077640001883,0.5407028768212923,2.696922385646146,0.3366508808249579,3.7490464282085436,0.17738584506194122,2.9677336955080267,5.696533090229894,1.1805228999166595,0.985382082800031,-0.24293697429108663,2.144443796079667,0.4559421756345718
2,3.4044160359808626,0.22835532936102274,2.7687932613932236,5.423531779574031,0.2749864982610639,0.49914834403712993,0.7167964213459449,2.1034574790749194,0.4585002565738625,3.2427195209454416,0.25946878175730587,2.505817847519624,4.842288767339753,0.8042625577529452,0.8246686008387911,0.15982366210908522,1.7321359455458454,0.5448928449662005
3,2.9846762879453057,0.3017996603077369,2.381176125314951,4.719337375629383,0.21870879456796757,0.4440355477521405,0.7752250094511726,1.7516387129691404,0.5363974810026657,2.809779664362747,0.34650564532104083,2.1402118044847347,4.219257041210033,0.7738983853079942,0.8219109604540485,0.19349295684963952,1.4415124697695012,0.6097569719645821
4,2.70764924489223,0.3514200793358184,2.1243889918785084,4.2604565703189,0.19752789348933952,0.42124211745949613,0.7972151756793355,1.5183228827139355,0.5881291394786045,2.5582647100476117,0.3870905633456394,1.9593584995255118,3.966380585482863,0.7180079901557255,0.7975400694961517,0.24735462209601414,1.342382732707946,0.6361994383804134
5,2.5059930751647164,0.38942026279621245,1.9355895678877957,3.9265276513283784,0.1846097414845319,0.4066957042777196,0.810508079850585,1.3446752816238092,0.6295676007048694,2.2834310154841977,0.4383112882512515,1.7383425207304173,3.609203990238612,0.7183442317876708,0.7828551347110134,0.25108901271675177,1.178563369275605,0.6760779063086041
6,2.3548893086926292,0.4173491123695556,1.7910485468221564,3.6711784971550006,0.17399118771018435,0.39435850857125926,0.8215643619967402,1.2079385017149422,0.6619799285018608,2.2545096017381168,0.44763047854235916,1.6972967615274133,3.5352574198910447,0.6318336219119922,0.7605941637476997,0.3393016797043078,1.1254374554504136,0.6904158643083494
7,2.221187278855324,0.44520155868545475,1.6657302884653533,3.4550639470756117,0.1701143441436099,0.3901254033476505,0.8250995350356986,1.0927378359180455,0.689596483861982,2.133456597895805,0.4692518239685746,1.6128854605619047,3.427934025428334,0.6161191425886664,0.7395637305736498,0.35194318512606926,1.0797702440121135,0.7040113868830634
8,2.1278990351727276,0.46169076224949357,1.5682935656869492,3.279167911071453,0.16486920262223392,0.38387780067264465,0.8305976633226623,0.9923009582436596,0.7146652863036644,1.9519447410037654,0.5151894651749095,1.4976376171796049,3.2815939086851524,0.5695391079577549,0.7219882555668564,0.4049836996336254,1.030167740612245,0.7186117961260139
9,2.03829741304832,0.480485953562149,1.4817449875516415,3.131040424477999,0.16248459162027584,0.3809798158971798,0.8331223331653096,0.9102793746686261,0.7338211225821454,2.01718760283736,0.4966333740226558,1.5225852726893347,3.311354401221041,0.5636680078842776,0.7223305213159286,0.40854941303287556,1.0159900769478962,0.7226226731856338
