configuration,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,reconstruction_loss
c0.0_r1.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.0_mean_4,132.2,0.16128571477314863,0.21932907328583912,0.11627395090778332,0.16731668152251628,0.15254492777977222,0.22281668286542478,0.12929672969354195,0.12657665271259347
c0.0_r1.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.55_mean_4,156.0,0.10853713795503903,0.13416418125450008,0.10661742264177629,0.12084547035406361,0.1058891107402257,0.13152903366706967,0.15572858374105888,0.15269926707660159
c0.0_r1.0_m0.0_b512_w0.0005_v0.0_eTrue_dFalse_n0.25_mean_4,24.0,0.1758146235561599,0.21681052110063176,0.10572778573837685,0.18845563960524267,0.17136931051977813,0.2215948037128225,0.1425067035523057,0.13955992738319437
