configuration,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,reconstruction_loss
c0.0_r1.0_m0.0_b256_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,72.8,0.16069836646544652,0.19837303572102444,0.0885785203719373,0.1532303288892257,0.15162579293914152,0.20570192401030368,0.13177241847523052,0.12903076758618157
c0.0_r1.0_m0.0_b64_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,87.8,0.1549000639718115,0.19745606149131043,0.11579728512562153,0.18754385504196952,0.1522601291114598,0.1996828700537197,0.1324408718717893,0.12965813383628927
c0.0_r1.0_m0.0_b32_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,74.6,0.15654724967030045,0.1870475725880939,0.08798020822915809,0.17879325092471995,0.15427512537241644,0.1847315249120392,0.13351170836286744,0.13090599279655019
c0.0_r1.0_m0.0_b16_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,73.2,0.14911794618709978,0.160570215260397,0.0676519527777425,0.15106954540452006,0.14533672830395983,0.15977766245226444,0.13531961615154148,0.13283838513955473
c0.0_r1.0_m0.0_b128_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,91.0,0.16417599053442755,0.20177850113352883,0.08781418444084763,0.11999553979430569,0.15611548340321635,0.205701616029222,0.13345363108957808,0.1303580614011486
c0.0_r1.0_m0.0_b2048_w0.0005_v0.0_eTrue_dFalse_n0.1_mean_4,101.2,0.17183527351055514,0.2309553850173621,0.13458459966131917,0.2095050411755492,0.16195816332454444,0.23824902477047522,0.13462293820269902,0.13186455450695753
