configuration,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,reconstruction_loss
c0.0_r1.0_m0.0_b512_w0.0005_v0.001_eTrue_dFalse_n0.1_mean_4,170.2,0.06555394462263062,0.06405816166060194,0.05849871675051308,0.055376004970179284,0.06555472775370755,0.06352092085304864,0.170211123093009,0.1650888280709982
c0.0_r1.0_m0.0_b512_w0.0005_v0.0002_eTrue_dFalse_n0.1_mean_4,124.4,0.06086533886501404,0.06550027209251949,0.055793259923391084,0.05288744456277317,0.061150659620711104,0.064087862771118,0.16717457773824532,0.16467759015699227
c0.0_r1.0_m0.0_b512_w0.0005_v0.0005_eTrue_dFalse_n0.1_mean_4,145.4,0.06567132043345161,0.06640645992481377,0.06170444246988047,0.05942154984341728,0.06589947262053233,0.06511447431727717,0.1683246258017222,0.16454506845442454
c0.0_r1.0_m0.0_b512_w0.0005_v0.002_eTrue_dFalse_n0.1_mean_4,167.4,0.06206999024411103,0.061806060832997264,0.0410034379699139,0.05222003198856762,0.06206999024411103,0.061004470153011164,0.1754772637002468,0.16930146850275993
