configuration,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,reconstruction_loss
c0.0_r1.0_m0.0_b256_w0.0005_v0.0_eFalse_dFalse_n0.1_mean_4,156.2,0.23684637777502288,0.2562390305870307,0.2574187090787502,0.22533471372695213,0.23238566316079473,0.2591963237206761,0.12045912461022537,0.11703074249330163
c0.0_r1.0_m0.0_b256_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,192.0,0.20539974938065284,0.27642772510237357,0.19749482429005957,0.1575242930435635,0.19740580839098118,0.2690583921053281,0.08341345910657447,0.08341345910657447
c0.0_r1.0_m0.0_b512_w0.0_v0.0_eFalse_dFalse_n0.1_mean_4,192.4,0.19963198899901824,0.30192471448978087,0.18570661323263243,0.15370436882445632,0.19563306067649008,0.29404383760467756,0.08276532641188303,0.08276532641188303
