configuration,fold,epoch,kendall_Euclidean_fixed,kendall_Euclidean_optimized,kendall_InnerProduct_fixed,kendall_InnerProduct_optimized,kendall_Manhattan_fixed,kendall_Manhattan_optimized,loss,reconstruction_loss
c0.0_r1.0_m0.0_b512_w0.0005_v0.0005_eTrue_dFalse_n0.1_mean_4,3,114,0.0705177590895521,0.07083394651609387,0.06472180291854628,0.06557205249101972,0.07052167482122579,0.0660840253993756,0.1716527804479003,0.16785194126218558
c0.0_r1.0_m0.0_b512_w0.001_v0.0_eTrue_dFalse_n0.1_mean_4,4,87,0.15968368963342963,0.22758597744751427,0.17901136461221318,0.19225591006928067,0.15637757127029764,0.23571614903555588,0.13822230444441239,0.13538329017703732
c0.0_r1.0_m0.0_b512_w0.001_v0.0_eTrue_dFalse_n0.1_mean_4,1,64,0.18727861834773551,0.21131864880763276,0.08203624335521291,0.22847688463922045,0.1774124719968019,0.22459534118957758,0.13996368753050764,0.1371479789569974
c0.0_r1.0_m0.0_b512_w0.002_v0.0_eTrue_dFalse_n0.1_mean_4,4,190,0.16882674495665886,0.20915410045563262,0.1307770163652557,0.17768962162963037,0.14944033514710514,0.21896168021050508,0.1428171020020048,0.13951204937070608
c0.0_r1.0_m0.0_b512_w0.0005_v0.001_eTrue_dFalse_n0.1_mean_4,3,150,0.06717633117034995,0.06645703065542316,0.05222635891163934,0.061741229803593825,0.06716327898573436,0.06645703065542316,0.17437067828605574,0.16915865443180006
c0.0_r1.0_m0.0_b512_w0.0005_v0.001_eTrue_dFalse_n0.1_mean_4,2,131,0.07182421411196585,0.06894912956793235,0.057002153262488135,0.06447097001154127,0.07183074020427364,0.06921728153260409,0.17140803741176924,0.16609465585907301
c0.0_r1.0_m0.0_b512_w0.0005_v0.002_eTrue_dFalse_n0.1_mean_4,2,200,nan,nan,nan,nan,nan,nan,0.1776995564906796,0.17506614877869686
c0.0_r1.0_m0.0_b512_w0.0_v0.0_eTrue_dFalse_n0.1_mean_4,4,145,0.09737908637085314,0.1446680920120426,0.13856656014384702,0.1347590290662522,0.09927687401396168,0.14734455299525231,0.1099204965535303,0.1099204965535303
c0.0_r1.0_m0.0_b512_w0.0002_v0.0_eTrue_dFalse_n0.1_mean_4,2,27,0.15768931582416562,0.22376005410490638,0.1856457900523237,0.15696639455006367,0.15470558642103902,0.2274464181594376,0.12633691886881987,0.12356749659140905
c0.0_r1.0_m0.0_b512_w0.0005_v0.0002_eTrue_dFalse_n0.1_mean_4,3,191,0.055841814050161115,0.06657651965950019,0.05890124612405825,0.06082299057978553,0.056331270973246195,0.06627895334657813,0.17036726824363072,0.1679903244169553
c0.0_r1.0_m0.0_b512_w0.0005_v0.001_eTrue_dFalse_n0.1_mean_4,0,181,0.06355565515798195,0.06226111065554089,0.06105877224101726,0.03664478611951559,0.0635700125610591,0.06099213305312007,0.16648437469730776,0.1616102048708002
c0.0_r1.0_m0.0_b512_w0.002_v0.0_eTrue_dFalse_n0.1_mean_4,3,109,0.14416203168855563,0.20120249206389085,0.14447397890086852,0.18833705379977922,0.1312116541129553,0.21450522947015824,0.14663484185814857,0.14325764268517494
c0.0_r1.0_m0.0_b512_w0.001_v0.0_eTrue_dFalse_n0.1_mean_4,2,104,0.1611442290919155,0.1965926050728775,0.17627301627985986,0.13527034625260392,0.1551023728333533,0.20688464683559546,0.141213335172981,0.13837105789800486
c0.0_r1.0_m0.0_b512_w0.001_v0.0_eTrue_dFalse_n0.1_mean_4,0,53,0.16705947915970637,0.22779596280117942,0.18981596303700857,0.14607622938342485,0.15487787525796493,0.2382729327956153,0.1362274320067962,0.13337841967215142
c0.0_r1.0_m0.0_b512_w0.0005_v0.0002_eTrue_dFalse_n0.1_mean_4,0,156,0.059670019797917195,0.06694758767903558,0.049512809730055674,0.0623134266710134,0.060138593225617314,0.06552649752518215,0.16402819956203302,0.1615943183984359
c0.0_r1.0_m0.0_b512_w0.001_v0.0_eTrue_dFalse_n0.1_mean_4,3,93,0.1353270079222546,0.2406228614714055,0.15326854089486122,0.15954683345614476,0.12679479483903552,0.25339582199465116,0.1421024090405802,0.13925676413223148
c0.0_r1.0_m0.0_b512_w0.002_v0.0_eTrue_dFalse_n0.1_mean_4,1,123,0.1713745313936244,0.22184306520224015,0.14039647642695446,0.16938267506520277,0.15768278973185781,0.23227040592309764,0.14261647746518255,0.1392768887856106
