aggregator,block_size,image_size,scoring,pearson,spearman,kendall,r2
std,50,6,Cosine,0.22275903981111353,0.17409677627025222,0.11784820670183371,0.049621589817569256
std,50,6,Manhattan,0.27016191006227064,0.1893407791189639,0.1290840250364211,0.07298745764849424
max,50,6,Euclidean,0.09839578566485384,0.11218417828788528,0.07904150998802587,0.009681730636603714
max,50,6,Cosine,0.077905142408593,0.11136027394442455,0.07841775342343119,0.006069211213703185
max,50,6,Manhattan,0.09610706306130133,0.11724978860661413,0.08264828844742,0.009236567570269028
product,50,6,Euclidean,0.1516222771207618,0.05559747076709262,0.037110148200612945,-0.8941291499551407
product,50,6,Cosine,0.19169049044867648,0.093458651813869,0.06317825944700858,0.036745244128454146
product,50,6,Manhattan,0.17667901957825488,0.09626815238633743,0.06475366935287138,-1.0619965551384936
var,60,5,Euclidean,0.13342262907702301,0.10561402622867655,0.07121120255616893,0.01780159794982472
var,60,5,Cosine,0.23168536363487796,0.14141973268129646,0.09609807505779679,0.0536781077226256
var,60,5,Manhattan,0.12292568760042645,0.10934028000254425,0.07396810346666347,0.015110724672037446
mean,60,5,Euclidean,0.25169638756727647,0.16638894055750456,0.11331451518723538,0.06335107151441666
mean,60,5,Cosine,0.17141429886537626,0.15843182136012018,0.10791128828683974,0.029382861855508646
mean,60,5,Manhattan,0.2607097718343831,0.19669947595650242,0.13447145343179578,0.06796958512993612
min,60,5,Euclidean,0.28167876768493644,0.16429385648703548,0.11207627346257043,0.0793429281645045
min,60,5,Cosine,0.18660545097742567,0.15295165075706246,0.10375213630330693,0.03482159433448839
min,60,5,Manhattan,0.26774336147008904,0.1866521561528388,0.12734202153109728,0.07168650761130269
median,60,5,Euclidean,0.23678948185199536,0.14036229542564324,0.09463025134263536,0.056069258715736425
median,60,5,Cosine,0.16032479758346121,0.13128572684819254,0.08873986904746221,0.025704040720177845
median,60,5,Manhattan,0.24195994182014383,0.18395014968084572,0.12500161153157288,0.058544613445607574
std,60,5,Euclidean,0.25647915639607144,0.14191809658666563,0.0963278603055099,0.06578155766564042
std,60,5,Cosine,0.1909380418366937,0.1453152973607591,0.09871687107496385,0.03645733582043076
std,60,5,Manhattan,0.24886245296993403,0.16211509252549272,0.10976563255118217,0.06193252049821263
max,60,5,Euclidean,0.08574388216499046,0.08480759164753128,0.0587686256617633,0.0073520133287238165
max,60,5,Cosine,0.07356243008835077,0.08480451603968539,0.058843049193657286,0.005411431120503463
max,60,5,Manhattan,0.08333068541794127,0.08575033721399003,0.059472946269509455,0.006944003132223986
product,60,5,Euclidean,0.14727956390835023,0.07618306942552837,0.0511074599814171,-1.1750632214162038
product,60,5,Cosine,0.13125350042008554,0.0710202670988503,0.0479208632805026,0.01722748137252539
product,60,5,Manhattan,0.18843518226624673,0.12624369920830228,0.08541361846938329,-1.2457253372567823
var,75,4,Euclidean,0.10867921642916438,0.09888371573205484,0.06643952391881153,0.011811172083657118
var,75,4,Cosine,0.13923090662180865,0.06837718509606729,0.04596683701488446,0.01938524535873065
var,75,4,Manhattan,0.0950447976738912,0.0985671814942476,0.06615847962975455,0.00903351356487092
mean,75,4,Euclidean,0.2433321488928494,0.17727645925247265,0.12074281614792254,0.059210534684811744
mean,75,4,Cosine,0.17418871277851433,0.1708446838281622,0.11624581657325372,0.03034170765943578
mean,75,4,Manhattan,0.24127994426574104,0.1858135628601289,0.12649290579931888,0.058216011504879095
min,75,4,Euclidean,0.1836418626832603,0.0722703855726705,0.048793779202740736,0.033724333729777456
min,75,4,Cosine,0.12134728401937785,0.0941277876496955,0.06329250133545691,0.014725163338879632
min,75,4,Manhattan,0.17966305939521732,0.0906642966007765,0.061205930195060355,0.03227881491124951
median,75,4,Euclidean,0.25599641790099276,0.184893105837106,0.12565427437237664,0.06553416597813988
median,75,4,Cosine,0.19511566458277238,0.17742448570492697,0.12058752427684014,0.03807012256557696
median,75,4,Manhattan,0.2644794705609082,0.21226817155606348,0.14501752150264502,0.06994939034817826
std,75,4,Euclidean,0.16316038383535553,0.0876539500494769,0.05912074151349967,0.02662131085330066
std,75,4,Cosine,0.0797799659311865,0.044044764404702286,0.028782419709815175,0.006364842963981099
std,75,4,Manhattan,0.14976102272252612,0.09409023098314204,0.06324191963395916,0.022428363926896844
max,75,4,Euclidean,0.03407626769378131,0.03721182358582761,0.028958876093950873,0.0011611920199381398
max,75,4,Cosine,0.025284792079698925,0.03729613757419273,0.029026349593017732,0.0006393207105135357
max,75,4,Manhattan,0.03566465884801767,0.03778233152582365,0.02940496821071519,0.0012719678907455734
product,75,4,Euclidean,0.06068145389831026,0.03929433742375573,0.026626619549477017,-3.7871644629321493
product,75,4,Cosine,0.0815142132431421,0.021748895983939982,0.014119151919198375,0.006644566960648413
product,75,4,Manhattan,0.07051368771629805,0.04918373284100447,0.033625617581916935,-3.7880360786703147
var,100,3,Euclidean,0.11836969504774496,0.08774030399050387,0.059190163275121464,0.014011384705696184
var,100,3,Cosine,0.166709397017471,0.12018996636639787,0.08036334840508784,0.027792023053928694
var,100,3,Manhattan,0.12661858694535316,0.10260973391969627,0.0694978263003331,0.016032266560037978
mean,100,3,Euclidean,0.23507119023154227,0.15741737698150585,0.10683967387242824,0.05525846447687388
mean,100,3,Cosine,0.15032692128525454,0.14535127962011102,0.09851931612760467,0.022598183263103144
mean,100,3,Manhattan,0.23503327753123981,0.16581327725260425,0.1131756027295123,0.05524064154707675
min,100,3,Euclidean,0.2816639686918069,0.16401793702708423,0.11101450741652581,0.07933459125921916
min,100,3,Cosine,0.14435464115123484,0.11892682589476743,0.07972773683532353,0.020838262421901566
min,100,3,Manhattan,0.29333300345376434,0.2040041166398879,0.1393959384190829,0.08604425091520607
median,100,3,Euclidean,0.17811141371922762,0.14646707669930747,0.09892494001904062,0.031723675697061915
median,100,3,Cosine,0.12411267453528985,0.14010529463425744,0.09460002671523704,0.015403955980302864
median,100,3,Manhattan,0.16232515165099623,0.14871707675800253,0.10031091214582125,0.026349454858518806
std,100,3,Euclidean,0.24284754860691643,0.15219616478618436,0.10272875569055095,0.058974931864388735
std,100,3,Cosine,0.17717499501935133,0.16857665805305858,0.11436952175920473,0.03139097886010711
std,100,3,Manhattan,0.25650216923040436,0.18156326202602951,0.12296077604001299,0.065793362819903
max,100,3,Euclidean,0.04343984605442496,0.0472020935846772,0.037021576353228114,0.0018870202252320167
max,100,3,Cosine,0.0379400896741514,0.0472020935846772,0.037021576353228114,0.0014394504044825673
max,100,3,Manhattan,0.04343984605442496,0.0472020935846772,0.037021576353228114,0.0018870202252320167
product,100,3,Euclidean,0.08746855600588195,0.07746429840744277,0.052830549884175126,-2.830873449618701
product,100,3,Cosine,0.15531922825713768,0.09020128839504317,0.06692124020961734,0.024124062666392776
product,100,3,Manhattan,0.14311662173390904,0.1209881514996917,0.0828850125666206,-2.6591943121431965
var,150,2,Euclidean,0.10770001681395054,0.08062623860539476,0.05419950359957002,0.011599293621725182
var,150,2,Cosine,0.04783883674459037,0.08493799097526672,0.05702800532354563,0.0022885543010755516
var,150,2,Manhattan,0.10591042056684091,0.08283452497896579,0.05575773655574338,0.011217017184645073
mean,150,2,Euclidean,0.21098036970127854,0.1675450134151176,0.11363751864507676,0.04451271639928811
mean,150,2,Cosine,0.08098356012981353,0.07653781329649892,0.0514706987608766,0.0065583370112990425
mean,150,2,Manhattan,0.21189791585420747,0.17608754293011258,0.11958230012865316,0.044900726743356545
min,150,2,Euclidean,0.17952538660929745,0.14870583022336953,0.10079068271426515,0.03222936443721769
min,150,2,Cosine,0.042257782457339424,0.04137215549598099,0.027203615770944815,0.0017857201782117693
min,150,2,Manhattan,0.17361980539398614,0.15074214391708635,0.1023496953047499,0.030143836825045622
median,150,2,Euclidean,0.051031910620031415,0.051128893621282936,0.03895491704017688,0.002604255901530683
median,150,2,Cosine,0.0438010334718396,0.05049831976180927,0.03843066971516477,0.0019185305332012348
median,150,2,Manhattan,0.05381186147421826,0.054658000920010504,0.04158931371535763,0.0028957164353203835
std,150,2,Euclidean,0.1572612313529609,0.10145469764928146,0.06849595329776167,0.024731094886649374
std,150,2,Cosine,0.03387530856697083,0.0941795824335497,0.06353968361258748,0.0011475365305072538
std,150,2,Manhattan,0.14670527897781155,0.09848651093678606,0.06615370777112269,0.021522438879957417
max,150,2,Euclidean,nan,nan,nan,0.0
max,150,2,Cosine,nan,nan,nan,0.0
max,150,2,Manhattan,nan,nan,nan,0.0
product,150,2,Euclidean,nan,nan,nan,0.0
product,150,2,Cosine,0.4029991207857231,0.21480867249913038,0.17545483187655128,0.16240829135406587
product,150,2,Manhattan,nan,nan,nan,0.0
var,300,1,Euclidean,0.10165830439268701,0.10455312067559759,0.07042963490128543,0.010334410851996156
var,300,1,Cosine,nan,nan,nan,0.0
var,300,1,Manhattan,0.10165830439268696,0.10455312237810495,0.07043120184872573,0.010334410851996156
mean,300,1,Euclidean,0.18797194446156498,0.17226745625818848,0.1166442945993559,0.03533345190466164
mean,300,1,Cosine,nan,nan,nan,0.0
mean,300,1,Manhattan,0.18797194446156892,0.17226917659063207,0.11664569832660393,0.03533345190466319
min,300,1,Euclidean,0.15800666616539402,0.1534614108694486,0.10400559137023331,0.02496610655270215
min,300,1,Cosine,0.04312671448981629,0.03585639473379656,0.02928735435364233,0.0018599135026862168
min,300,1,Manhattan,0.15800666616539402,0.1534614108694486,0.10400559137023331,0.02496610655270215
median,300,1,Euclidean,0.0012253870737828439,0.0015411724162302757,0.0012521407182214997,1.501573480666707e-06
median,300,1,Cosine,nan,nan,nan,0.0
median,300,1,Manhattan,0.0012253870737828439,0.0015411724162302757,0.0012521407182214997,1.501573480666707e-06
std,300,1,Euclidean,0.12700019266573162,0.10752575234361642,0.07248501509081923,0.01612904893713274
std,300,1,Cosine,nan,nan,nan,0.0
std,300,1,Manhattan,0.12700019266573212,0.1075257554464402,0.0724878729190592,0.016129048937133184
max,300,1,Euclidean,nan,nan,nan,0.0
max,300,1,Cosine,nan,nan,nan,0.0
max,300,1,Manhattan,nan,nan,nan,0.0
product,300,1,Euclidean,nan,nan,nan,0.0
product,300,1,Cosine,0.4029991207857231,0.21480867249913038,0.17545483187655128,0.16240829135406587
product,300,1,Manhattan,nan,nan,nan,0.0
