regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.017025666421813877,0.11905888705623996,0.9829811070937456,0.6277960593301852,0.760970143335102,0.37137374009871094
linear regression,shuffled,0.023318905129863742,0.13931358333493007,0.9766874164448148,1.1282747847430614,1.0403353333417191,-0.12987284249441244
lasso regression (beta = 0.002),correct,0.01974147753922904,0.12760525932213146,0.9802633651787112,0.6072578501720948,0.7471258009158012,0.3920688934271536
lasso regression (beta = 0.01),correct,0.02777195188418935,0.15093382957702856,0.9722323989798237,0.6018985787403546,0.7419899956353063,0.3979940025767398
lasso regression (beta = 0.005),correct,0.023389612604930495,0.13866352982574157,0.9766142892580235,0.6001889892604861,0.7419365439559262,0.3994356019552153
lasso regression (beta = 0.02),correct,0.03423379360145251,0.16752439545886988,0.9657680929481127,0.6045061214669606,0.7427298037445609,0.3957555163941431
lasso regression (beta = 0.001),correct,0.01821339381540144,0.1227097964566882,0.9817921823969995,0.61363608754623,0.7514812818412668,0.3856070693318123
lasso regression (beta = 0.1),correct,0.06811537163555852,0.23868244877912081,0.9319276002538934,0.6390541946788727,0.7628922931005815,0.3616090863341248
lasso regression (beta = 0.05),correct,0.04829069437502237,0.1994553398493262,0.951725860376774,0.6192415493209646,0.7505677507983625,0.3816230953758021
lasso regression (beta = 0.2),correct,0.10981562096361626,0.3078501928621588,0.8902634407636827,0.659450502591974,0.7771384680862212,0.34115786340630516
lasso regression (beta = 0.5),correct,0.253173181188084,0.48232447503091175,0.7468820186859362,0.6854717220361132,0.8022880738819655,0.3148328060442057
lasso regression (beta = 10.0),correct,0.9977273006099749,0.9943454490930392,0.002280809383675697,1.0340904908557902,1.0118524396850828,-0.03421214075582746
lasso regression (beta = 2.0),correct,0.9731378397481734,0.9819118264555489,0.02668996113690683,1.0298679740413257,1.009670272636421,-0.029979172809747157
lasso regression (beta = 1.0),correct,0.5176170701071896,0.7077428865047457,0.4818378121267265,0.8112383417716853,0.886546341381327,0.1888043146885375
lasso regression (beta = 5.0),correct,0.9977273006099749,0.9943454490930392,0.002280809383675697,1.0340904908557902,1.0118524396850828,-0.03421214075582746
random forest regression,correct,0.002496124288368367,0.021636546289917995,0.9975013705609501,0.807304976071783,0.8719885253154287,0.1930531918157767
random forest regression,shuffled,0.003073361779412732,0.02759937992156626,0.9969271933029784,1.1198323740764422,1.0432300594064692,-0.12106303716192701
