2001,0.03464286403701496
2002,-1.7041430856255113
2003,-0.7867243559682588
2004,0.736112660117973
2005,1.7681734500806487
2006,-0.7838362911655788
2007,-0.5389391292436959
2008,1.3736435239399059
2009,1.0152412411944602
2010,1.5271422799283416
2011,-0.8744197579599359
2012,0.6474870349138707
2013,0.40871384247376535
2014,-0.3424453768708001
2015,-1.2599475880984146
2016,0.3212748481624247
2017,-1.5703201407049807
2018,-0.5741643766166941
2019,1.2615893923152117
2020,0.787966641241248
2021,0.09099888698965003
2022,-0.8419613283469687
2023,-1.561214686568002
2024,0.9322704985530603
2025,1.5757623440289434
2026,-0.6935609111189194
2027,-1.0597269799065185
2028,0.3857305710950271
2029,-0.6551355368826798
2030,0.14055513727198815
2031,-1.559358215456024
2032,1.1975649908293937
2033,-1.198507139980438
2034,1.1422823023526314
2035,-0.2103179028908499
2036,-0.6921596133309794
2037,0.9315509669229253
2038,0.40343860229049106
2039,1.3218511601661633
2040,0.687373336631162
2041,1.0574729775071845
2042,-0.1252958988066638
2043,-0.9220400308728314
2044,1.167229378290926
2045,-0.5029208069524129
2046,-0.48139448774185034
2047,-1.3769648978457942
2048,0.7103367314455309
2049,-0.2840400801318219
2050,-0.3022251488721177
2051,0.13744445494839344
2052,-1.0696473731825908
2053,-0.4426789156658291
2054,1.064225046422997
2055,-1.3298037735698043
2056,0.509585418985007
2057,-1.7948994785298908
2058,1.6339032824618267
2059,-1.1055941398421498
2060,-1.3810217046333062
2061,0.6810187990027076
2062,0.908295386612349
2063,-0.006390315444317426
2064,1.4709214176134051
