2001,-0.5448663786391036
2002,-1.6273865915271246
2003,0.8859896104592943
2004,-0.7113002039459821
2005,1.5457751301036315
2006,0.5287691911352501
2007,-0.4987312426028891
2008,0.6098956720573466
2009,1.2588913589429804
2010,1.6542718202588833
2011,0.28450906040194873
2012,1.6275242960003038
2013,-0.00019544619075000875
2014,0.12543465736146808
2015,-0.9499972923153598
2016,1.1093907629829802
2017,-0.862026089981404
2018,-0.603551886575189
2019,0.7263985264915086
2020,-0.20696449935635
2021,1.0134271272142998
2022,-0.050610740037448664
2023,-0.8526984591963219
2024,0.7758203326590263
2025,0.05370822051827681
2026,0.04905211300449313
2027,-1.0994474983860025
2028,1.3349473671093195
2029,-1.1475485908217853
2030,-0.1344381800915957
2031,-1.726178913810332
2032,0.38449477831062995
2033,-0.7116941506275131
2034,1.459008675555059
2035,-0.6960912768664235
2036,0.2998930004192366
2037,1.3299993748608117
2038,0.8601401526765169
2039,0.43191158139151403
2040,1.6936051351146082
2041,0.4812418826307621
2042,-0.1749776927103621
2043,0.32456932267719657
2044,-0.5615243394465051
2045,-1.5362805891901383
2046,-1.4755457832637335
2047,-1.276092147102539
2048,1.196142163168652
2049,-1.4570849708454594
2050,-1.1631336096422777
2051,0.2360869097226529
2052,-0.3940595336403806
2053,-1.297761552532902
2054,-1.4928373556166734
2055,-0.9723781458596186
2056,0.9704000321711768
2057,-1.7833833049118077
2058,-0.571717676344388
2059,-0.13616283714694316
2060,1.0278518372479253
2061,1.5843931718339892
2062,1.4103961377847887
2063,-0.2465837066421487
2064,-0.3106887163990791
