regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.17951984330485793,0.8196691629382866,0.27622885569585365,0.26932987406627695,1.0039331659583095,-0.0863297831584639
linear regression,shuffled,0.20506709632522374,0.8800474578891239,0.1802423629651315,0.3056461348398195,1.0813702350970087,-0.22274685130482164
lasso regression (beta = 0.005),correct,0.18399274211695174,0.832567944161311,0.258166067938146,0.259875812236589,0.989480869729332,-0.04823238159901075
lasso regression (beta = 0.01),correct,0.18546891728276368,0.8367459025112506,0.2521986283549994,0.25754813047747205,0.9860869573090264,-0.03880646300475743
lasso regression (beta = 0.02),correct,0.18674956528990624,0.8407762528492166,0.2469988859713322,0.25489052024086195,0.982328578357638,-0.027963688782382284
lasso regression (beta = 0.05),correct,0.18956255571087183,0.8496457758649422,0.23562450626857598,0.25047082138536436,0.9765599890793025,-0.009596078355868232
lasso regression (beta = 0.1),correct,0.19380253464445368,0.8621314465149722,0.218501250364888,0.24679736838586014,0.9725885090846277,0.0059829095507367425
lasso regression (beta = 0.2),correct,0.2012946349418748,0.8826662688828797,0.18827933967502655,0.2446023874308294,0.9724892024151487,0.016023900725430418
lasso regression (beta = 1.0),correct,0.2327504822789775,0.9594762338902204,0.06536890457630334,0.2494729112775683,0.9933353270999862,-8.30236385089278e-05
lasso regression (beta = 0.5),correct,0.21827557248216453,0.9250017910010764,0.12135586186443223,0.24475577707198112,0.9796341612335742,0.017892952791361133
lasso regression (beta = 2.0),correct,0.24860004848288528,0.9931414526386828,0.005169870596988868,0.2594270662733798,1.0143292860110755,-0.03789148991853142
lasso regression (beta = 5.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 10.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 50.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 20.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 100.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 0.002),correct,0.18143903213242105,0.8257319449517897,0.2684751791504156,0.263166457993561,0.9944462078008383,-0.06147406168962563
lasso regression (beta = 0.001),correct,0.180233494456152,0.822312840866158,0.27334651663934184,0.26548766895407244,0.998011769819906,-0.07083048619152077
random forest regression,correct,0.0034747398256122805,0.08413435936487285,0.9858617356017344,0.22770115224978837,0.9189306751676692,0.07781397152117611
random forest regression,shuffled,0.004175010882791267,0.09804908120318287,0.9832958458685584,0.286482163986112,1.0490014198089634,-0.14154414076963845
