regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.1896339520316005,0.8463357498674273,0.23556894231491377,0.2571432794964915,0.9851856481447853,-0.037180250593554676
linear regression,shuffled,0.215589950250155,0.9070229460528924,0.13805533687608423,0.2911662644820825,1.0598129043564586,-0.1648835357328226
random forest regression,correct,0.0026543018857497908,0.06713676804216391,0.9892315704588939,0.2413236254810421,0.9420831162492037,0.027074864719206504
random forest regression,shuffled,0.0033077817830469347,0.07849140131996,0.9868486901801442,0.3110244955015892,1.0881594343060348,-0.23522869936267032
lasso regression (beta = 0.001),correct,0.1909812111183872,0.8519213602669903,0.23009944477991529,0.25159518804381337,0.9775798938729943,-0.01446267287797895
lasso regression (beta = 0.5),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 1.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 2.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 5.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 0.01),correct,0.20596714946573697,0.8944292024184344,0.1697599649217356,0.24439170322251313,0.9738429420145704,0.017749724736012357
lasso regression (beta = 0.02),correct,0.21831460111044382,0.92483344320221,0.12147690519557713,0.24361378520648436,0.9768337917057242,0.02222154929799189
lasso regression (beta = 0.1),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 0.2),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
lasso regression (beta = 0.002),correct,0.19268644649637418,0.857504563390887,0.2232159379406447,0.2490366787201098,0.9745584875060479,-0.003750572288998194
lasso regression (beta = 0.05),correct,0.23684785476480005,0.9685059452321415,0.049503322020734875,0.2518911742545941,0.9987370565050381,-0.00978854663012027
lasso regression (beta = 0.005),correct,0.19782775319765614,0.87275715324396,0.2023643908523017,0.24571278284597364,0.9720239499343908,0.010792904359758826
lasso regression (beta = 10.0),correct,0.2493523479998396,0.9946285773065243,0.0025918300328866273,0.2597147800023477,1.014921671242767,-0.038877450493291776
