regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
lasso regression (beta = 0.002),correct,0.019458626217767633,0.1268726806665882,0.9802748787502761,0.5817948196618707,0.735385754813541,0.40618440188665444
lasso regression (beta = 0.01),correct,0.027290885739291813,0.14990674400797155,0.9723251711994317,0.5696825537170787,0.7242054705659744,0.41924462703289905
lasso regression (beta = 0.005),correct,0.02297849453180221,0.1376729747928867,0.9767060228143423,0.5687402024006196,0.7251954467731541,0.41990493764560355
lasso regression (beta = 0.001),correct,0.01794985883721628,0.12199337574824108,0.9818024399049492,0.5921313246270556,0.743047472154178,0.39505672833499517
lasso regression (beta = 0.02),correct,0.03362926263031585,0.16641479778199153,0.9658831133868896,0.5796667336931075,0.7295969011548045,0.4087659304533561
lasso regression (beta = 0.05),correct,0.04755014815348102,0.19845314483053897,0.951725724119979,0.5873414976316269,0.7338894249740602,0.400732227824642
lasso regression (beta = 0.1),correct,0.06677583396289577,0.23692358809199363,0.932171389697479,0.5907222307752407,0.7351406059391717,0.39712284567140815
lasso regression (beta = 0.2),correct,0.10602694840000876,0.3033256148617324,0.8922427910184729,0.6190008179150799,0.7541475815960546,0.3675647096663093
lasso regression (beta = 1.0),correct,0.5217730555770614,0.710092006202518,0.4684068961017267,0.774034100891462,0.8674015682251492,0.21202891641180835
lasso regression (beta = 0.5),correct,0.24867687505250297,0.4793559105662388,0.7468308883914849,0.6769795107878613,0.7997473177108588,0.3078156634093396
linear regression,correct,0.016758767785471782,0.11826742551180808,0.9830079410402233,0.6128045646197051,0.7571832140522615,0.37296194107937397
lasso regression (beta = 2.0),correct,0.918595691986123,0.9536907977424122,0.0727722796047219,0.9821930156145624,0.986012761593626,0.011047504236010336
lasso regression (beta = 10.0),correct,0.9974093919993584,0.9946285773065243,0.0025918300328866273,1.0388591200093908,1.014921671242767,-0.038877450493291776
lasso regression (beta = 5.0),correct,0.9974093919993584,0.9946285773065243,0.0025918300328866273,1.0388591200093908,1.014921671242767,-0.038877450493291776
linear regression,shuffled,0.023517072674141222,0.1400188317492377,0.9764265000806055,1.1655976215651487,1.0551595392843824,-0.1715148463994769
random forest regression,correct,0.002365069106593773,0.02075270715093427,0.9976096210218646,0.8171509121334719,0.882697412401516,0.1734568444853119
random forest regression,shuffled,0.003408518762866429,0.027653384345649047,0.9965869700146501,1.1375522883167593,1.050172658235417,-0.13941473044413638
