epoch,loss,mapping_loss,mapping_weighted_med,mapping_weighted_r2,reconstruction_loss,val_loss,val_mapping_loss,val_mapping_weighted_med,val_mapping_weighted_r2,val_reconstruction_loss
0,0.43089505716236776,0.12373816532266511,0.291717002431285,0.8711247382524028,0.16280566578428832,0.6083086570818226,0.8021920377979073,0.8199318213208311,0.2625893647859292,0.14872337966561316
1,0.20331726790935045,0.0490776184259489,0.20248244105552432,0.9487793148781065,0.14197148708680965,0.5728962882689635,0.805966983347727,0.8196842160134322,0.2618524216966717,0.14482896087696154
2,0.18190350147483647,0.043177277982113245,0.1897987713091849,0.954944814082622,0.13924311818674537,0.5474518567646544,0.7759389199128517,0.8177098003089875,0.27978341720662175,0.14121041263217726
3,0.17468666682148062,0.04035900235165219,0.1835734855444491,0.9579048236547301,0.13735001299056457,0.5312082429839174,0.7499250241610895,0.8019099456887846,0.29322398256187815,0.13991136816049615
4,0.1710313260989957,0.03869310016999219,0.17985336171069738,0.9596215833582705,0.13601499971963005,0.532828065806528,0.7591483161349182,0.8116823436093791,0.290757116617703,0.13802382707277933
5,0.16882104232316117,0.03791741937585827,0.17807839849535614,0.9604892214649339,0.13498980670411015,0.5141609217326343,0.7249709555320156,0.7960178013758737,0.31352324961829836,0.13709042610098918
6,0.16708436907380994,0.036951399741361794,0.17575174043674452,0.9614747482218292,0.1342185564673872,0.5148266896380485,0.7269715764726914,0.7912266342152595,0.3136422030729292,0.13706788894429803
7,0.16580777193659801,0.036300404169004465,0.17431581240960223,0.9621569073847044,0.13361615127945795,0.5286151208197077,0.7546581108416592,0.8133307313050272,0.28927060275553995,0.1373962336895863
8,0.16489011859097447,0.03595311331313838,0.173399092310055,0.962563334313268,0.13310924620131767,0.5212768212160468,0.7437962436430003,0.8041108655906635,0.3007659544229877,0.13565888118932645
9,0.16384841129618458,0.035250884473167335,0.17187492395756612,0.9632433300257564,0.13260688246070226,0.5367857659474016,0.7738961094102469,0.8218525362194885,0.26833138235882587,0.13631003717864554
10,0.16336521424153166,0.03521568974362667,0.17164615032892314,0.9633363892727443,0.13225677184751877,0.5077723491005599,0.7193887899155309,0.7945349675553864,0.31788664109122583,0.13467535971482594
11,0.1626299790551184,0.034848862160823134,0.17088290498686504,0.9636951698514099,0.13186137209556206,0.5256772298407555,0.7549250413099456,0.8108513640056212,0.28837731077437656,0.1349175362578531
12,0.16215058614781327,0.03467775941304776,0.17031194679134784,0.9639015186278099,0.13155630080935696,0.51918088041236,0.7410849902395898,0.8015480384227581,0.3014190821100591,0.13536459792951744
13,0.16162518940892076,0.03440570684346558,0.16978008246599166,0.964143358892571,0.13127853885692922,0.5175583265865843,0.7399143974385478,0.7997383833179359,0.3025088174147995,0.13447970079421998
14,0.1612018189037625,0.034279054002521195,0.16942517663914028,0.9643701967134498,0.13099622286099816,0.5227190929859876,0.7481170007024408,0.8092708373953565,0.2928196421671372,0.13566623748620352
15,0.16086332690374994,0.034171628497612676,0.16916179167304532,0.9643973725540357,0.13078216163391548,0.5171443350194395,0.7385936787837165,0.8033955617671493,0.30846815694433577,0.13482272835940123
16,0.1604339770207675,0.03402850475290501,0.1687761065240432,0.9645834934474985,0.13050556170037983,0.5225095357298851,0.7500979324186227,0.8093925159928151,0.29712448692338267,0.13461680437033374
17,0.1601068916075288,0.03387640965146164,0.16857208200059876,0.9647710725508604,0.13030732251364682,0.5232534058150649,0.7508790922729184,0.8049453804831463,0.29714955271394455,0.13503031158755224
18,0.1597516169617237,0.03375258486578839,0.1681414718414758,0.9648673807204535,0.13007685309547665,0.5348425084712108,0.7752341669938522,0.8206047658329564,0.26866641985283135,0.13445566510125995
19,0.15952282585855682,0.03377395086240376,0.16816385438102824,0.9648571698953557,0.1299045108097889,0.5237986422009766,0.7521792301359896,0.8097064125665442,0.29594577203550454,0.13502904233152668
20,0.15917680562933517,0.03354142535729997,0.16772613188419208,0.9650800174043505,0.12972225859335243,0.5250596688459813,0.7547924077282827,0.8126832600867868,0.2849316711085799,0.13496390774329503
21,0.15893715691329996,0.03342511487283604,0.16736306464832054,0.965234585097679,0.12957964955569357,0.5322312053178251,0.7693429303262495,0.8194342586693606,0.28389932880698965,0.13494614624117812
22,0.1588646562872161,0.03362333005383315,0.16760689848675334,0.9650954548856341,0.12944044096693136,0.5254810890020927,0.7561988915971647,0.8148279275060227,0.28634817161151277,0.13478049885496496
23,0.15854654195115336,0.03336686080255379,0.1672140442947732,0.9652972617289844,0.12926612470772816,0.5246802056922019,0.7566261933508776,0.8157834158862046,0.28906614352759524,0.1338216964115699
24,0.15824314971892392,0.033201823601131886,0.16679264124061222,0.9654612612661709,0.12909004719473657,0.5195562760075927,0.7424321006060879,0.8058322348560119,0.3031851975096088,0.13583626473839083
25,0.1579566939778478,0.03290111201249124,0.1660618566306984,0.9657786924787553,0.12897694992203626,0.5185893740818401,0.7449560863271062,0.8089697718474929,0.3002784667341479,0.13358468965798617
