epoch,loss,mapping_loss,mapping_weighted_med,mapping_weighted_r2,reconstruction_loss,val_loss,val_mapping_loss,val_mapping_weighted_med,val_mapping_weighted_r2,val_reconstruction_loss
0,0.25983471186916357,0.20208108346352882,0.38271920516860947,0.7942593176239262,0.16050305920832356,0.2192084629943967,0.8806682147710898,0.8778850045604953,0.09901160293059462,0.15096236343999703
1,0.15594721045192927,0.0912619190173204,0.2742945974521,0.9067249079533747,0.13955179207426874,0.203191828135252,0.8672521663418248,0.8735695102143284,0.10161017507251799,0.13952638988032937
2,0.15062101127508085,0.08356291846488467,0.26228390230233223,0.9144203879000008,0.13639402440602402,0.19468865971515575,0.8045349941547801,0.8365433331172402,0.17214716259716487,0.1357464708404243
3,0.14794149684916438,0.07978498688469725,0.25630248968284075,0.9182129970196387,0.13445924485891259,0.19765267957180738,0.8678373970861604,0.8618061246053663,0.12473524137466564,0.13506761124263206
4,0.14623894568971743,0.07675387375187151,0.2517160606356457,0.9213446357668906,0.1331795887932477,0.19611826651056607,0.825522006026615,0.8390083426977242,0.16406988960681387,0.1363168929308653
5,0.1451335807473267,0.07565015100938123,0.24965732978915528,0.9224810317906366,0.1322284648814342,0.1946234735737741,0.8353145109251835,0.8491455644373653,0.14493213296886728,0.13425585964952905
6,0.14422229593543634,0.07385180907404373,0.24667499040969612,0.9242290452626928,0.13147371718084033,0.19016237302303315,0.8100458631263859,0.8356527993649036,0.16077436583679947,0.13143942067439357
7,0.14354715105515656,0.07330747282995366,0.24586414640536802,0.9248454140253635,0.1308783456757056,0.1926759171876808,0.8489730573676648,0.8563009267482916,0.12943040785645077,0.13154890894363325
8,0.14286741961224075,0.07249774806018888,0.24444514749921606,0.9257651430444929,0.13029481845070004,0.19208248930354913,0.8174504546808624,0.8409843290321517,0.16457078332603636,0.13300635326460003
9,0.14237353413897189,0.07152026144802884,0.24293400614566954,0.9266495663963927,0.12988649812052103,0.19235051393772165,0.838468296823431,0.8507257324367766,0.13325215280844113,0.13192194048956035
10,0.14189576849671756,0.07091798981740775,0.2418726371077423,0.9273873230088132,0.12946491554605502,0.1934506044936677,0.8503681530603039,0.8520238298198445,0.13109364522174213,0.13232984800294043
11,0.1416050176741501,0.07113470231881637,0.2423895342642813,0.9271320738898136,0.12917284629239223,0.19105565976172686,0.8283311485747833,0.8459918520105695,0.14432803314437564,0.1313080583121876
12,0.14119029009895118,0.07041771632489882,0.24104942188814474,0.9279614107959329,0.12882382631336656,0.19466467666476964,0.8695391670790472,0.865650886956642,0.1042583941807557,0.13238146461849412
13,0.14095121732062052,0.07066430708789022,0.24156987174580366,0.9276536257118161,0.12858590125915884,0.19156188301225505,0.8358233216158999,0.8459766315850549,0.1394763787863027,0.13135068490087987
14,0.14061285207610982,0.06992368705901061,0.24011335039865594,0.9283838245839472,0.1283068258680464,0.19308769065807263,0.8574079182041732,0.8582801762415105,0.12078567565828194,0.13157268021166324
15,0.14035746582991324,0.0702928549402514,0.24095452551228996,0.928107748492735,0.1280545222365418,0.1968242564835151,0.8880348935059559,0.8745282258467675,0.0966780889043796,0.1334237747074167
16,0.14006675540957525,0.06980016740645383,0.24008750082227284,0.9285247098467592,0.1278068306861291,0.19100189504633347,0.8236721714523662,0.8412155381967718,0.1571291019389177,0.1316209838799139
17,0.13988182863248827,0.06982670557036422,0.2401435831724693,0.928530477361195,0.127617297737556,0.1939149307545523,0.8624204951277838,0.8639206695855172,0.11902866635938272,0.1321317999372383
18,0.139647887724092,0.06937991182755596,0.23945841733518392,0.9290249192241748,0.12743489443603795,0.1918195556159814,0.8530543719867548,0.8564547997809174,0.13369289967634015,0.1306390329065919
19,0.13944114731405205,0.06928949517740182,0.2391913778375717,0.9291153297158634,0.12724933075602302,0.19026145958105722,0.8443932676228466,0.8529447503424659,0.13536734668626083,0.12963188217833638
20,0.13931100562979906,0.06948356369190796,0.23946307237448047,0.9289390732346227,0.12711869150643587,0.19159048929760852,0.8487243863417202,0.8530460802695597,0.13650878194910765,0.1307218519658347
