epoch,loss,mapping_loss,mapping_weighted_med,mapping_weighted_r2,reconstruction_loss,val_loss,val_mapping_loss,val_mapping_weighted_med,val_mapping_weighted_r2,val_reconstruction_loss
0,0.15825985141246293,0.0917123099894979,0.16896918257361532,-36.69934174550432,0.15252783192080405,0.16834808537711698,0.5296882927230806,0.616305799233661,-329.01389862304296,0.13524256707837184
1,0.12496286501962357,0.006107194159400531,0.059759096384304926,-1.5556657995893908,0.12458116529659394,0.1479217893061042,0.40017664716990925,0.5273886887337444,-263.8640789341484,0.1229107488369445
2,0.11726767717357486,0.003981277659808311,0.04831745623433778,-1.2379757054802139,0.11701884734919218,0.1408558851481974,0.39402274616193017,0.5270240300485521,-240.37229899371525,0.11622946355635921
3,0.11222065308391005,0.0030882713092054166,0.042618404345504304,-0.853664894082965,0.11202763611952858,0.13731466511880358,0.410562538727575,0.5417415388695687,-240.8053300610975,0.11165450661296646
4,0.10870813831573954,0.0024711220579320603,0.03806838557170867,0.1983874048407395,0.10855369317663731,0.1332099540282289,0.39858813215494776,0.5249507138698315,-218.94546718508255,0.10829819585303466
5,0.10589405558047035,0.0021581852882474966,0.03574230191172856,-0.3536110272155064,0.10575916902178435,0.1307075114733974,0.39175288421340304,0.5211011679177833,-230.43525671174726,0.10622295613651474
6,0.10376221740068466,0.001990824529322534,0.03439411552092593,-1.312810151648676,0.10363779090944777,0.1295772249005238,0.40470353532892206,0.5307549131918304,-228.6161441249524,0.10428325404052934
7,0.10184620098670555,0.0017088917654143922,0.031927153856635894,-0.7669190707178558,0.10173939525550764,0.12599694364473224,0.3715062051432841,0.5163979916823842,-246.9580151473998,0.1027778059190015
8,0.10040539066886471,0.0015165276703663967,0.030014245995280173,-0.09013491156516443,0.10031060768832543,0.12732499690418442,0.4042186646102105,0.5304507137692435,-261.50789691696605,0.1020613305536906
9,0.09907557258910588,0.0014515688405800779,0.029410894791722784,-1.3671422447985344,0.09898484956859986,0.12451974216764172,0.3895727515618312,0.5207422843472966,-263.8591100132978,0.10017144494901101
10,0.09784214346383806,0.0013382330720880776,0.02821869647745456,-0.5141706136919236,0.09775850391330561,0.12371248817349474,0.39222559196745516,0.5242958066205594,-291.45916844181,0.09919838858281572
11,0.09673965996394288,0.0011618923496275236,0.02637916073434559,0.18050797372760824,0.09666704170649291,0.12282504192670186,0.3878957580131091,0.5143842174574397,-247.88771163318634,0.09858155713369449
12,0.09585340163706342,0.0011403013638853676,0.02615866027696356,-0.04676912179436261,0.09578213276930563,0.12167467859993378,0.38676389686320334,0.5146709542326701,-273.85002412282205,0.09750193493972222
13,0.09503966118257967,0.0010654351029516474,0.025336445781675057,-0.4171297878174757,0.09497307145331259,0.12063180552462736,0.37575956139415884,0.5086605133923389,-279.8526338536598,0.0971468328987062
14,0.09430189198589381,0.0010256040897502583,0.024801355848564844,-0.2762349673124115,0.0942377917546792,0.12016886399666468,0.37586942019399994,0.505275590509658,-287.8141750634519,0.0966770253055791
15,0.09357693141745783,0.000929647084912417,0.02355154779606011,0.4309787382279352,0.09351882847110755,0.12019209574346741,0.3883406425493146,0.5204491413419025,-308.656455694817,0.09592080542852481
16,0.09288048880911555,0.0009331711488734817,0.02355633970744508,0.2866528744449624,0.09282216556205077,0.12065904735098283,0.4080138813218932,0.5336070608698339,-282.5548107087132,0.09515817983294526
17,0.09226615448963753,0.0008746130028318806,0.022885731669184138,-0.8104111747805338,0.09221149121205754,0.11914237667098641,0.3935153909945152,0.5268326291481655,-289.9100415021377,0.09454766477783522
18,0.09169863126606896,0.0008336624012238622,0.022366192785733954,0.08418244881122922,0.09164652739115746,0.11870935166239739,0.3889056170176939,0.520874473338604,-306.1116880409475,0.0944027504813671
19,0.09119589303814683,0.0008199134435576467,0.02218357175469068,-0.5254885119580541,0.09114464847077566,0.11710325411304831,0.374764728363785,0.5072024761186014,-318.5994258995664,0.093680458595256
20,0.09072246894570743,0.0007847584038139134,0.021801349485799443,0.15958448936738934,0.09067342153238513,0.11731735467587909,0.3835981056324277,0.5122038424410237,-307.6841083478402,0.09334247309952974
21,0.09029794738887698,0.0007519143942590108,0.021278845253069053,0.4076967643380443,0.09025095266484533,0.11820037178536257,0.4031156654612689,0.5305157762024064,-339.82381194450346,0.09300564279834429
22,0.08987992434885218,0.0007320763509012122,0.02099337339370817,-0.024894569577734,0.0898341695596589,0.11737737495442231,0.3887973554450194,0.511306945023728,-319.8536343429702,0.09307754017740488
23,0.08948039108520002,0.0007090086553396668,0.020606282559172396,0.36874023819713914,0.08943607806594327,0.11714604339584708,0.401878541944886,0.5293739260515933,-385.9387719107903,0.09202863452052076
24,0.08905972226749988,0.0006997701862417283,0.02049743467691934,0.2533342589514467,0.0890159866595456,0.11667994823013743,0.3968818955725213,0.5232085553484997,-375.4403560488398,0.09187482978408536
25,0.08869317243942858,0.0006890195885294442,0.020335351595657258,-0.3102800035447126,0.08865010867258284,0.11628697788238525,0.3972980168099794,0.5164399026301126,-367.5368654302261,0.09145585189397136
26,0.08833893888185503,0.000666638743175652,0.020026716512878934,-0.45814869000794867,0.08829727395282257,0.11518791787788273,0.3779231851667082,0.5016405098289992,-335.13315690189046,0.09156771881634991
27,0.08801052154910119,0.0006786328202807892,0.0201501850174064,0.016352610443061265,0.08796810702167564,0.11522507448931535,0.39148544918057937,0.5092550572362333,-381.98583914463785,0.09075723375449578
28,0.08771899800699817,0.000631318614619523,0.019567613665160126,0.3937950315673335,0.08767954060153617,0.11568986963674426,0.3955695175481949,0.513503709763943,-386.0397817213698,0.0909667748275896
29,0.0874283727836581,0.0006124621986674974,0.01923449699415922,-0.008363739403710204,0.0873900938848666,0.11536617708995939,0.39661384386206494,0.514135985154148,-378.4325263651508,0.09057781207695603
30,0.08715719580998081,0.0005969193440662586,0.01898810731343786,0.6018995760462943,0.08711988833388412,0.11590812155341108,0.40372422271339475,0.5211182540367479,-405.72143503829477,0.09067535772626599
31,0.08694135379850378,0.0005977037255079511,0.01896449721805738,0.020507128008335932,0.0869039973307101,0.11481116052175562,0.3927200813529722,0.5102723775516858,-369.1787602043697,0.09026615549395482
32,0.08670591837058197,0.0005898070874710688,0.018872131845645408,0.010033073171086461,0.08666905541464147,0.11557592022215327,0.4054843822530469,0.5207812087999563,-405.39500423122115,0.09023314644838373
