epoch,berlin_loss,berlin_weighted_acc,classification_loss,loss,sketchy_loss,sketchy_weighted_acc,val_berlin_loss,val_berlin_weighted_acc,val_classification_loss,val_loss,val_sketchy_loss,val_sketchy_weighted_acc
0,5.138377791473589,0.029988540437569763,4.3641691228753885,8.402669164127541,3.511490240660486,0.20607979272693983,5.505942218054232,0.02371752676915149,4.114355893908715,7.338689660592955,2.7306151805605205,0.35774004800389614
1,3.839443603177561,0.17450594077583736,2.958104540952186,5.563251688287346,2.0857666266564467,0.47668071916119015,4.767006952649912,0.08197695646632691,3.427665428781996,6.0688524751225295,2.0993436419611076,0.48749421852857483
2,3.0811185891049173,0.29930190072278745,2.2729535842098345,4.313153590049994,1.4756086888928903,0.6112102571018937,3.584648064252199,0.23241908448478396,2.6858179323697575,5.062641744460378,1.7938903907951043,0.5650472782044387
3,2.5875459935002567,0.3888368324521334,1.8303796117102291,3.5182904855949353,1.08478405694732,0.7023935542064892,3.1687134437757503,0.2992234690456974,2.388272639900446,4.622324386662366,1.6151183665023774,0.611866114073262
4,2.23271663856715,0.45521175200099234,1.5056087696839213,2.9336688567564315,0.7911180409221733,0.7737620064153191,2.7148183161978854,0.3827160833295511,2.174434686923514,4.461272749258548,1.6355747760266675,0.6299734913688533
5,1.9579958571907727,0.5094926159282743,1.256609499532754,2.4922775816343545,0.5684898695617067,0.8314896582774574,2.727439160193272,0.3853283281672974,2.241310824883836,4.673265002946464,1.7520507618152366,0.6313692526282096
6,1.737260323436829,0.5555903624392704,1.0639250017621062,2.160696144281383,0.40398517947815177,0.8763507906143723,2.544342390183989,0.42326918959495974,2.1855372157516526,4.710912806347925,1.8211767914514152,0.6355615600706364
7,1.5503103200664146,0.5929284233102652,0.9153835138815498,1.9237711758269262,0.2936751484381813,0.9064534658415312,2.504878710461996,0.4495215783502374,2.242488412115039,4.937450609961335,1.9701254136440705,0.6422245110467989
8,1.3931378828096703,0.629155023027562,0.8033811280450883,1.7615647916981636,0.2259330675690649,0.9267059488421717,2.4009517836155747,0.4711233243504349,2.252048040506791,5.082216125833745,2.0890623024227666,0.6467348718454643
9,1.2566204811603288,0.6600813535814473,0.7159339715276296,1.6488503656449933,0.18650049708490168,0.9385019436967712,2.5289325819912927,0.4609068288571981,2.3528739587202363,5.266346788017117,2.1604472023321657,0.6477102250055391
10,1.1381201942587837,0.6867841420862294,0.6465382088065408,1.5685908920133662,0.1652099471881627,0.945497398955556,2.3994912958657952,0.4830912913813883,2.3376275116728276,5.356413504101792,2.255403808350466,0.6444929567514633
11,1.0429267041792756,0.7091105626109392,0.591419460058734,1.5065346120483765,0.14914324620343272,0.9503114037492865,2.4165127012271173,0.4789415452991213,2.329672688776133,5.325102296379148,2.2243956409729257,0.6470829095013287
12,0.9535879585101255,0.7304783499736494,0.5394905204519923,1.4458662238110598,0.13375367818836376,0.955845825859963,2.298005948322116,0.4877930463783595,2.2680084579453177,5.2620516701620454,2.2177514672534806,0.6484307901117267
