mean_1,data/Shapes/mds/data_set/spaces/coordinates/mean/1D-vectors.csv
mean_2,data/Shapes/mds/data_set/spaces/coordinates/mean/2D-vectors.csv
mean_3,data/Shapes/mds/data_set/spaces/coordinates/mean/3D-vectors.csv
mean_4,data/Shapes/mds/data_set/spaces/coordinates/mean/4D-vectors.csv
mean_5,data/Shapes/mds/data_set/spaces/coordinates/mean/5D-vectors.csv
mean_6,data/Shapes/mds/data_set/spaces/coordinates/mean/6D-vectors.csv
mean_7,data/Shapes/mds/data_set/spaces/coordinates/mean/7D-vectors.csv
mean_8,data/Shapes/mds/data_set/spaces/coordinates/mean/8D-vectors.csv
mean_9,data/Shapes/mds/data_set/spaces/coordinates/mean/9D-vectors.csv
mean_10,data/Shapes/mds/data_set/spaces/coordinates/mean/10D-vectors.csv

median_1,data/Shapes/mds/data_set/spaces/coordinates/median/1D-vectors.csv
median_2,data/Shapes/mds/data_set/spaces/coordinates/median/2D-vectors.csv
median_3,data/Shapes/mds/data_set/spaces/coordinates/median/3D-vectors.csv
median_4,data/Shapes/mds/data_set/spaces/coordinates/median/4D-vectors.csv
median_5,data/Shapes/mds/data_set/spaces/coordinates/median/5D-vectors.csv
median_6,data/Shapes/mds/data_set/spaces/coordinates/median/6D-vectors.csv
median_7,data/Shapes/mds/data_set/spaces/coordinates/median/7D-vectors.csv
median_8,data/Shapes/mds/data_set/spaces/coordinates/median/8D-vectors.csv
median_9,data/Shapes/mds/data_set/spaces/coordinates/median/9D-vectors.csv
median_10,data/Shapes/mds/data_set/spaces/coordinates/median/10D-vectors.csv


