regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.0020078572586910803,0.12664023168862987,0.9817586389941412,0.0785063931976409,0.8242250963882113,0.28252415928289315
random forest regression,correct,0.00026095586312204367,0.020467853954349212,0.9976318391971348,0.09683216475996347,0.9217142043392579,0.1203930062330273
lasso regression (beta = 0.001),correct,0.002233954120721205,0.13300243198622927,0.9796968709024912,0.07737391636470924,0.8176909450218045,0.2921145777043568
lasso regression (beta = 0.002),correct,0.002481376347779365,0.14004049834305235,0.9774463595940224,0.0773583000150385,0.8170699927925139,0.29171984808666385
lasso regression (beta = 0.005),correct,0.0030286904471179977,0.1545937481583477,0.9724610555106781,0.07791745152275033,0.8193979604853135,0.2858609829651748
lasso regression (beta = 0.01),correct,0.0036856213939977698,0.17050627802021137,0.9664707489788955,0.07796710546592356,0.8191376477254511,0.2852865238349931
lasso regression (beta = 0.02),correct,0.004669702944304358,0.19205275608547842,0.9574971386077055,0.07805215051136442,0.8192169472237767,0.2848811203242383
lasso regression (beta = 0.05),correct,0.006953706358049736,0.2354644161487208,0.9366545910180117,0.07899092404212946,0.8236330514338677,0.2760935910368642
lasso regression (beta = 0.1),correct,0.010508817964908436,0.29220186801815506,0.90409229759165,0.08006105524971797,0.829231345407283,0.26479068847143866
lasso regression (beta = 0.2),correct,0.018304064399687396,0.3915324385073016,0.8323680373129384,0.0812113831726943,0.8377927205457688,0.2525546738811447
lasso regression (beta = 0.5),correct,0.04534010283629336,0.6295185629673161,0.5834797814932611,0.08775605984383278,0.8782044102265674,0.1963324383051393
lasso regression (beta = 1.0),correct,0.08954700201779772,0.8939699864204828,0.18313527387646272,0.10628219597285421,0.9740785305394447,0.03546720724203166
lasso regression (beta = 2.0),correct,0.11081798479866824,0.9968036376595568,0.00268881667645757,0.11550800579785471,1.0174132415025474,-0.04033225015193856
lasso regression (beta = 5.0),correct,0.11081798479866824,0.9968036376595568,0.00268881667645757,0.11550800579785471,1.0174132415025474,-0.04033225015193856
lasso regression (beta = 10.0),correct,0.11081798479866824,0.9968036376595568,0.00268881667645757,0.11550800579785471,1.0174132415025474,-0.04033225015193856
