regressor,targets,train_mse,train_med,train_r2,test_mse,test_med,test_r2
linear regression,correct,0.011190925879216818,0.09689494867656817,0.9884564900019934,0.37609898831926203,0.5694641264671582,0.6007552400005595
linear regression,shuffled,0.019932490028646735,0.12930993236999136,0.9797334417189071,1.116577350220637,1.0213435812198985,-0.14967286091524687
